county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Cameron,59,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,60,President,,Jill Stein,GRN,4,0,3,1,0
Cameron,61,President,,Jill Stein,GRN,8,1,6,1,0
Cameron,62,President,,Jill Stein,GRN,15,0,10,5,0
Cameron,63,President,,Jill Stein,GRN,7,0,6,1,0
Cameron,64,President,,Jill Stein,GRN,5,0,3,2,0
Cameron,65,President,,Jill Stein,GRN,2,0,1,1,0
Cameron,66,President,,Jill Stein,GRN,6,0,3,3,0
Cameron,67,President,,Jill Stein,GRN,17,1,12,4,0
Cameron,68,President,,Jill Stein,GRN,14,0,7,7,0
Cameron,69,President,,Jill Stein,GRN,15,0,8,7,0
Cameron,70,President,,Jill Stein,GRN,2,0,1,1,0
Cameron,71,President,,Jill Stein,GRN,12,0,7,5,0
Cameron,72,President,,Jill Stein,GRN,20,2,13,5,0
Cameron,73,President,,Jill Stein,GRN,22,0,14,8,0
Cameron,74,President,,Jill Stein,GRN,2,0,2,0,0
Cameron,75,President,,Jill Stein,GRN,13,0,10,3,0
Cameron,76,President,,Jill Stein,GRN,9,0,7,2,0
Cameron,77,President,,Jill Stein,GRN,12,0,4,8,0
Cameron,78,President,,Jill Stein,GRN,13,0,8,5,0
Cameron,79,President,,Jill Stein,GRN,10,1,4,5,0
Cameron,80,President,,Jill Stein,GRN,9,0,4,5,0
Cameron,81,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,82,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,83,President,,Jill Stein,GRN,7,0,4,3,0
Cameron,84,President,,Jill Stein,GRN,10,0,5,5,0
Cameron,85,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,86,President,,Jill Stein,GRN,6,0,5,1,0
Cameron,87,President,,Jill Stein,GRN,2,0,1,1,0
Cameron,95,President,,Jill Stein,GRN,4,0,3,1,0
Cameron,96,President,,Jill Stein,GRN,7,0,6,1,0
Cameron,97,President,,Jill Stein,GRN,2,0,1,1,0
Cameron,98,President,,Jill Stein,GRN,37,2,25,10,0
Cameron,99,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,100,President,,Jill Stein,GRN,26,1,15,10,0
Cameron,101,President,,Jill Stein,GRN,10,1,8,1,0
Cameron,102,President,,Jill Stein,GRN,10,0,9,1,0
Cameron,103,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,104,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,105,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,106,President,,Jill Stein,GRN,13,0,11,2,0
Cameron,107,President,,Jill Stein,GRN,8,0,4,4,0
Cameron,108,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,109,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,1A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,2A,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,3A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,4A,President,,Jill Stein,GRN,7,0,4,3,0
Cameron,14A,President,,Jill Stein,GRN,3,0,3,0,0
Cameron,16A,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,17A,President,,Jill Stein,GRN,9,0,8,1,0
Cameron,18A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,20A,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,22A,President,,Jill Stein,GRN,1,0,0,1,0
Cameron,23A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,24A,President,,Jill Stein,GRN,4,0,2,2,0
Cameron,25A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,26A,President,,Jill Stein,GRN,9,1,5,3,0
Cameron,27A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,28A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,29A,President,,Jill Stein,GRN,2,0,2,0,0
Cameron,34A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,40A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,43A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,44A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,50A,President,,Jill Stein,GRN,4,0,2,2,0
Cameron,51A,President,,Jill Stein,GRN,5,1,2,2,0
Cameron,52A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,53A,President,,Jill Stein,GRN,6,0,3,3,0
Cameron,55A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,57A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,58A,President,,Jill Stein,GRN,13,0,10,3,0
Cameron,59A,President,,Jill Stein,GRN,3,0,0,3,0
Cameron,64A,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,65A,President,,Jill Stein,GRN,12,0,6,6,0
Cameron,66A,President,,Jill Stein,GRN,11,0,8,3,0
Cameron,67A,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,74A,President,,Jill Stein,GRN,20,0,11,9,0
Cameron,78A,President,,Jill Stein,GRN,1,0,0,1,0
Cameron,80A,President,,Jill Stein,GRN,5,0,3,2,0
Cameron,81A,President,,Jill Stein,GRN,2,0,1,1,0
Cameron,82A,President,,Jill Stein,GRN,8,0,5,3,0
Cameron,83A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,84A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,85A,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,87A,President,,Jill Stein,GRN,2,0,2,0,0
Cameron,95A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,99A,President,,Jill Stein,GRN,1,0,0,1,0
Cameron,102A,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,Total,President,,Jill Stein,GRN,822,17,502,301,0
Cameron,1,President,,Write-In,,6,0,5,1,0
Cameron,2,President,,Write-In,,0,0,0,0,0
Cameron,3,President,,Write-In,,14,1,10,3,0
Cameron,4,President,,Write-In,,10,0,8,2,0
Cameron,5,President,,Write-In,,0,0,0,0,0
Cameron,6,President,,Write-In,,3,0,2,1,0
Cameron,7,President,,Write-In,,1,0,0,1,0
Cameron,8,President,,Write-In,,2,0,0,2,0
Cameron,9,President,,Write-In,,7,0,6,1,0
Cameron,10,President,,Write-In,,7,0,4,3,0
Cameron,11,President,,Write-In,,4,0,4,0,0
Cameron,12,President,,Write-In,,6,1,4,1,0
Cameron,13,President,,Write-In,,2,0,1,1,0
Cameron,14,President,,Write-In,,0,0,1,0,0
Cameron,15,President,,Write-In,,11,2,6,3,0
Cameron,16,President,,Write-In,,0,0,0,0,0
Cameron,17,President,,Write-In,,2,0,0,2,0
Cameron,18,President,,Write-In,,5,0,4,1,0
Cameron,19,President,,Write-In,,9,0,4,5,0
Cameron,20,President,,Write-In,,0,0,0,0,0
Cameron,21,President,,Write-In,,6,0,2,4,0
Cameron,22,President,,Write-In,,9,0,3,6,0
Cameron,23,President,,Write-In,,0,0,0,0,0
Cameron,24,President,,Write-In,,0,0,0,0,0
Cameron,25,President,,Write-In,,2,0,1,1,0
Cameron,26,President,,Write-In,,5,0,2,3,0
Cameron,27,President,,Write-In,,2,0,1,1,0
Cameron,28,President,,Write-In,,2,0,1,1,0
Cameron,29,President,,Write-In,,2,1,0,1,0
Cameron,30,President,,Write-In,,7,0,4,3,0
Cameron,31,President,,Write-In,,1,0,1,0,0
Cameron,32,President,,Write-In,,11,0,7,4,0
Cameron,33,President,,Write-In,,2,0,0,2,0
Cameron,34,President,,Write-In,,0,0,0,0,0
Cameron,35,President,,Write-In,,12,2,5,5,0
Cameron,36,President,,Write-In,,8,2,5,1,0
Cameron,37,President,,Write-In,,2,0,2,0,0
Cameron,38,President,,Write-In,,5,0,1,4,0
Cameron,39,President,,Write-In,,2,0,1,1,0
Cameron,40,President,,Write-In,,8,0,5,3,0
Cameron,41,President,,Write-In,,10,0,6,4,0
Cameron,42,President,,Write-In,,3,0,0,3,0
Cameron,43,President,,Write-In,,1,0,0,1,0
Cameron,44,President,,Write-In,,22,0,10,12,0
Cameron,45,President,,Write-In,,14,0,5,9,0
Cameron,46,President,,Write-In,,6,0,4,2,0
Cameron,47,President,,Write-In,,3,0,2,1,0
Cameron,48,President,,Write-In,,2,0,1,1,0
Cameron,49,President,,Write-In,,6,2,3,1,0
Cameron,50,President,,Write-In,,10,0,6,4,0
Cameron,51,President,,Write-In,,1,0,1,0,0
Cameron,52,President,,Write-In,,11,0,5,6,0
Cameron,53,President,,Write-In,,4,0,3,1,0
Cameron,54,President,,Write-In,,12,0,9,3,0
Cameron,55,President,,Write-In,,9,0,7,2,0
Cameron,56,President,,Write-In,,10,0,5,4,1
Cameron,57,President,,Write-In,,0,0,0,0,0
Cameron,58,President,,Write-In,,5,0,4,1,0
Cameron,59,President,,Write-In,,1,0,0,1,0
Cameron,60,President,,Write-In,,3,0,3,0,0
Cameron,61,President,,Write-In,,13,2,11,0,0
Cameron,62,President,,Write-In,,13,0,9,4,0
Cameron,63,President,,Write-In,,2,0,2,0,0
Cameron,64,President,,Write-In,,13,2,9,2,0
Cameron,65,President,,Write-In,,3,0,0,3,0
Cameron,66,President,,Write-In,,10,1,4,5,0
Cameron,67,President,,Write-In,,14,0,11,3,0
Cameron,68,President,,Write-In,,8,0,2,6,0
Cameron,69,President,,Write-In,,12,1,8,3,0
Cameron,70,President,,Write-In,,0,0,0,0,0
Cameron,71,President,,Write-In,,11,0,8,3,0
Cameron,72,President,,Write-In,,18,0,13,5,0
Cameron,73,President,,Write-In,,12,0,11,1,0
Cameron,74,President,,Write-In,,4,0,4,0,0
Cameron,75,President,,Write-In,,7,0,7,0,0
Cameron,76,President,,Write-In,,3,0,0,3,0
Cameron,77,President,,Write-In,,9,0,7,2,0
Cameron,78,President,,Write-In,,15,0,7,8,0
Cameron,79,President,,Write-In,,18,0,9,9,0
Cameron,80,President,,Write-In,,14,0,9,5,0
Cameron,81,President,,Write-In,,1,0,1,0,0
Cameron,82,President,,Write-In,,2,0,0,2,0
Cameron,83,President,,Write-In,,1,0,1,0,0
Cameron,84,President,,Write-In,,16,0,13,3,0
Cameron,85,President,,Write-In,,1,0,1,0,0
Cameron,86,President,,Write-In,,2,0,2,0,0
Cameron,87,President,,Write-In,,7,0,4,3,0
Cameron,95,President,,Write-In,,5,0,4,1,0
Cameron,96,President,,Write-In,,3,0,2,1,0
Cameron,97,President,,Write-In,,7,0,4,3,0
Cameron,98,President,,Write-In,,12,0,6,6,0
Cameron,99,President,,Write-In,,0,0,0,0,0
Cameron,100,President,,Write-In,,12,1,8,3,0
Cameron,101,President,,Write-In,,2,0,2,0,0
Cameron,102,President,,Write-In,,7,0,5,2,0
Cameron,103,President,,Write-In,,1,0,1,0,0
Cameron,104,President,,Write-In,,0,0,0,0,0
Cameron,105,President,,Write-In,,1,0,0,1,0
Cameron,106,President,,Write-In,,6,0,6,0,0
Cameron,107,President,,Write-In,,0,0,0,0,0
Cameron,108,President,,Write-In,,0,0,0,0,0
Cameron,109,President,,Write-In,,0,0,0,0,0
Cameron,1A,President,,Write-In,,2,0,2,0,0
Cameron,2A,President,,Write-In,,3,0,2,1,0
Cameron,3A,President,,Write-In,,2,0,0,2,0
Cameron,4A,President,,Write-In,,7,0,5,2,0
Cameron,14A,President,,Write-In,,3,0,0,3,0
Cameron,16A,President,,Write-In,,1,0,1,0,0
Cameron,17A,President,,Write-In,,6,0,2,4,0
Cameron,18A,President,,Write-In,,0,0,0,0,0
Cameron,20A,President,,Write-In,,2,0,2,0,0
Cameron,22A,President,,Write-In,,3,0,1,2,0
Cameron,23A,President,,Write-In,,0,0,0,0,0
Cameron,24A,President,,Write-In,,6,1,3,2,0
Cameron,25A,President,,Write-In,,0,0,0,0,0
Cameron,26A,President,,Write-In,,8,0,7,1,0
Cameron,27A,President,,Write-In,,4,0,3,1,0
Cameron,28A,President,,Write-In,,1,0,1,0,0
Cameron,29A,President,,Write-In,,7,0,5,2,0
Cameron,34A,President,,Write-In,,0,0,0,0,0
Cameron,40A,President,,Write-In,,0,0,0,0,0
Cameron,43A,President,,Write-In,,3,0,1,2,0
Cameron,44A,President,,Write-In,,0,0,0,0,0
Cameron,50A,President,,Write-In,,9,0,7,2,0
Cameron,51A,President,,Write-In,,2,0,1,1,0
Cameron,52A,President,,Write-In,,0,0,0,0,0
Cameron,53A,President,,Write-In,,2,0,1,1,0
Cameron,55A,President,,Write-In,,0,0,0,0,0
Cameron,57A,President,,Write-In,,4,0,1,3,0
Cameron,58A,President,,Write-In,,11,0,6,5,0
Cameron,59A,President,,Write-In,,1,0,1,0,0
Cameron,64A,President,,Write-In,,0,0,0,0,0
Cameron,65A,President,,Write-In,,9,0,6,3,0
Cameron,66A,President,,Write-In,,8,0,8,0,0
Cameron,67A,President,,Write-In,,0,0,0,0,0
Cameron,74A,President,,Write-In,,12,0,7,5,0
Cameron,78A,President,,Write-In,,1,0,1,0,0
Cameron,80A,President,,Write-In,,6,0,2,4,0
Cameron,81A,President,,Write-In,,2,0,2,0,0
Cameron,82A,President,,Write-In,,3,0,1,2,0
Cameron,83A,President,,Write-In,,0,0,0,0,0
Cameron,84A,President,,Write-In,,2,0,1,1,0
Cameron,85A,President,,Write-In,,4,0,3,1,0
Cameron,87A,President,,Write-In,,3,0,2,1,0
Cameron,95A,President,,Write-In,,0,0,0,0,0
Cameron,99A,President,,Write-In,,1,0,1,0,0
Cameron,102A,President,,Write-In,,1,1,0,0,0
Cameron,Total,President,,Write-In,,732,20,451,261,1
Cameron,1,President,,Total,,647,26,462,159,0
Cameron,2,President,,Total,,5,0,5,0,0
Cameron,3,President,,Total,,875,23,621,231,0
Cameron,4,President,,Total,,1046,52,759,235,0
Cameron,5,President,,Total,,271,16,151,104,0
Cameron,6,President,,Total,,550,20,327,203,0
Cameron,7,President,,Total,,209,12,141,56,0
Cameron,8,President,,Total,,264,11,142,111,0
Cameron,9,President,,Total,,1084,41,670,373,0
Cameron,10,President,,Total,,836,36,491,309,0
Cameron,11,President,,Total,,882,26,528,327,1
Cameron,12,President,,Total,,1213,45,803,365,0
Cameron,13,President,,Total,,326,15,213,98,0
Cameron,14,President,,Total,,451,6,287,158,0
Cameron,15,President,,Total,,1091,53,712,326,0
Cameron,16,President,,Total,,228,16,166,45,1
Cameron,17,President,,Total,,242,2,84,156,0
Cameron,18,President,,Total,,902,30,532,339,1
Cameron,19,President,,Total,,751,22,497,231,1
Cameron,20,President,,Total,,368,15,219,134,0
Cameron,21,President,,Total,,1010,34,638,338,0
Cameron,22,President,,Total,,744,26,424,293,0
Cameron,23,President,,Total,,8,0,8,0,0
Cameron,24,President,,Total,,11,1,7,3,0
Cameron,25,President,,Total,,271,15,91,165,0
Cameron,26,President,,Total,,390,10,283,96,1
Cameron,27,President,,Total,,709,10,339,359,1
Cameron,28,President,,Total,,472,10,308,154,0
Cameron,29,President,,Total,,862,49,603,210,0
Cameron,30,President,,Total,,611,23,436,152,0
Cameron,31,President,,Total,,158,2,106,50,0
Cameron,32,President,,Total,,1128,46,735,345,2
Cameron,33,President,,Total,,265,7,167,90,1
Cameron,34,President,,Total,,18,0,14,4,0
Cameron,35,President,,Total,,676,32,456,187,1
Cameron,36,President,,Total,,906,49,620,236,1
Cameron,37,President,,Total,,679,28,362,289,0
Cameron,38,President,,Total,,427,21,286,120,0
Cameron,39,President,,Total,,497,29,244,220,4
Cameron,40,President,,Total,,1008,76,611,321,0
Cameron,41,President,,Total,,1634,69,978,586,1
Cameron,42,President,,Total,,440,15,217,208,0
Cameron,43,President,,Total,,336,6,148,181,1
Cameron,44,President,,Total,,1732,94,1128,509,1
Cameron,45,President,,Total,,863,37,479,347,0
Cameron,46,President,,Total,,1600,51,1130,419,0
Cameron,47,President,,Total,,404,17,260,127,0
Cameron,48,President,,Total,,661,13,481,167,0
Cameron,49,President,,Total,,324,22,232,70,0
Cameron,50,President,,Total,,1165,49,858,256,2
Cameron,51,President,,Total,,27,1,13,13,0
Cameron,52,President,,Total,,1246,89,773,384,0
Cameron,53,President,,Total,,958,13,601,335,9
Cameron,54,President,,Total,,2147,30,1522,595,0
Cameron,55,President,,Total,,1429,30,1030,366,3
Cameron,56,President,,Total,,942,29,693,218,2
Cameron,57,President,,Total,,42,5,30,7,0
Cameron,58,President,,Total,,499,13,354,132,0
Cameron,59,President,,Total,,40,0,23,17,0
Cameron,60,President,,Total,,387,16,279,92,0
Cameron,61,President,,Total,,1062,53,818,191,0
Cameron,62,President,,Total,,1385,51,912,422,0
Cameron,63,President,,Total,,848,34,621,193,0
Cameron,64,President,,Total,,1120,42,748,328,2
Cameron,65,President,,Total,,381,6,261,114,0
Cameron,66,President,,Total,,733,25,541,167,0
Cameron,67,President,,Total,,1548,69,992,485,2
Cameron,68,President,,Total,,981,7,513,461,0
Cameron,69,President,,Total,,1553,47,1013,492,1
Cameron,70,President,,Total,,479,21,290,168,0
Cameron,71,President,,Total,,1536,55,940,541,0
Cameron,72,President,,Total,,1524,28,1103,393,0
Cameron,73,President,,Total,,1930,77,1377,476,0
Cameron,74,President,,Total,,221,3,159,59,0
Cameron,75,President,,Total,,1261,27,758,476,0
Cameron,76,President,,Total,,613,36,437,140,0
Cameron,77,President,,Total,,1277,25,764,488,0
Cameron,78,President,,Total,,1371,58,951,362,0
Cameron,79,President,,Total,,1362,70,898,392,2
Cameron,80,President,,Total,,1833,100,1357,375,1
Cameron,81,President,,Total,,265,8,159,98,0
Cameron,82,President,,Total,,121,2,78,41,0
Cameron,83,President,,Total,,606,33,389,183,1
Cameron,84,President,,Total,,955,43,644,268,0
Cameron,85,President,,Total,,186,4,151,31,0
Cameron,86,President,,Total,,540,10,339,191,0
Cameron,87,President,,Total,,722,53,491,176,2
Cameron,95,President,,Total,,291,5,193,93,0
Cameron,96,President,,Total,,656,29,417,210,0
Cameron,97,President,,Total,,320,14,218,88,0
Cameron,98,President,,Total,,2518,50,1725,736,7
Cameron,99,President,,Total,,1,0,1,0,0
Cameron,100,President,,Total,,2302,46,1615,639,2
Cameron,101,President,,Total,,379,22,273,83,1
Cameron,102,President,,Total,,693,18,504,171,0
Cameron,103,President,,Total,,152,5,88,59,0
Cameron,104,President,,Total,,79,4,47,28,0
Cameron,105,President,,Total,,26,0,16,10,0
Cameron,106,President,,Total,,1247,60,916,271,0
Cameron,107,President,,Total,,277,5,212,60,0
Cameron,108,President,,Total,,0,0,0,0,0
Cameron,109,President,,Total,,0,0,0,0,0
Cameron,1A,President,,Total,,275,37,205,33,0
Cameron,2A,President,,Total,,318,29,216,73,0
Cameron,3A,President,,Total,,183,3,122,58,0
Cameron,4A,President,,Total,,527,18,315,193,1
Cameron,14A,President,,Total,,639,16,397,225,1
Cameron,16A,President,,Total,,278,11,138,129,0
Cameron,17A,President,,Total,,1245,26,658,561,0
Cameron,18A,President,,Total,,166,4,121,41,0
Cameron,20A,President,,Total,,305,13,173,119,0
Cameron,22A,President,,Total,,316,11,228,77,0
Cameron,23A,President,,Total,,94,1,56,37,0
Cameron,24A,President,,Total,,648,21,377,248,2
Cameron,25A,President,,Total,,104,3,52,49,0
Cameron,26A,President,,Total,,960,41,676,243,0
Cameron,27A,President,,Total,,419,22,245,148,4
Cameron,28A,President,,Total,,134,6,89,39,0
Cameron,29A,President,,Total,,456,5,292,158,1
Cameron,34A,President,,Total,,109,5,77,27,1
Cameron,40A,President,,Total,,15,2,12,1,0
Cameron,43A,President,,Total,,119,0,76,43,0
Cameron,44A,President,,Total,,0,0,0,0,0
Cameron,50A,President,,Total,,868,21,608,239,0
Cameron,51A,President,,Total,,492,18,232,242,0
Cameron,52A,President,,Total,,6,2,4,0,0
Cameron,53A,President,,Total,,450,12,289,148,1
Cameron,55A,President,,Total,,17,0,14,2,1
Cameron,57A,President,,Total,,287,4,194,88,1
Cameron,58A,President,,Total,,1005,23,728,254,0
Cameron,59A,President,,Total,,231,3,115,113,0
Cameron,64A,President,,Total,,60,1,59,0,0
Cameron,65A,President,,Total,,912,36,646,230,0
Cameron,66A,President,,Total,,1143,29,820,294,0
Cameron,67A,President,,Total,,51,1,37,13,0
Cameron,74A,President,,Total,,1536,16,968,552,0
Cameron,78A,President,,Total,,30,1,23,6,0
Cameron,80A,President,,Total,,498,6,339,153,0
Cameron,81A,President,,Total,,490,19,227,242,2
Cameron,82A,President,,Total,,795,39,424,331,1
Cameron,83A,President,,Total,,1,0,1,0,1
Cameron,84A,President,,Total,,44,0,29,14,1
Cameron,85A,President,,Total,,336,12,233,90,1
Cameron,87A,President,,Total,,291,8,203,80,0
Cameron,95A,President,,Total,,105,1,70,34,0
Cameron,99A,President,,Total,,164,4,76,84,0
Cameron,102A,President,,Total,,222,19,158,45,0
Cameron,Total,President,,Total,,92665,3328,60728,28536,74
Cameron,1,President,,Over Votes,,1,0,1,0,0
Cameron,2,President,,Over Votes,,0,0,0,0,0
Cameron,3,President,,Over Votes,,2,0,2,0,0
Cameron,4,President,,Over Votes,,0,0,0,0,0
Cameron,5,President,,Over Votes,,1,0,0,1,0
Cameron,6,President,,Over Votes,,3,1,2,0,0
Cameron,7,President,,Over Votes,,2,1,1,0,0
Cameron,8,President,,Over Votes,,0,0,0,0,0
Cameron,9,President,,Over Votes,,3,0,3,0,0
Cameron,10,President,,Over Votes,,1,0,1,0,0
Cameron,11,President,,Over Votes,,4,0,2,2,0
Cameron,12,President,,Over Votes,,3,0,0,3,0
Cameron,13,President,,Over Votes,,0,0,0,0,0
Cameron,14,President,,Over Votes,,0,0,0,0,0
Cameron,15,President,,Over Votes,,1,0,1,0,0
Cameron,16,President,,Over Votes,,0,0,0,0,0
Cameron,17,President,,Over Votes,,1,0,1,0,0
Cameron,18,President,,Over Votes,,5,0,4,1,0
Cameron,19,President,,Over Votes,,3,0,3,0,0
Cameron,20,President,,Over Votes,,0,0,0,0,0
Cameron,21,President,,Over Votes,,2,0,2,0,0
Cameron,22,President,,Over Votes,,2,0,1,1,0
Cameron,23,President,,Over Votes,,0,0,0,0,0
Cameron,24,President,,Over Votes,,0,0,0,0,0
Cameron,25,President,,Over Votes,,0,0,0,0,0
Cameron,26,President,,Over Votes,,1,0,0,1,0
Cameron,27,President,,Over Votes,,0,0,0,0,0
Cameron,28,President,,Over Votes,,2,0,1,1,0
Cameron,29,President,,Over Votes,,1,0,1,0,0
Cameron,30,President,,Over Votes,,3,0,3,0,0
Cameron,31,President,,Over Votes,,0,0,0,0,0
Cameron,32,President,,Over Votes,,2,0,2,0,0
Cameron,33,President,,Over Votes,,1,0,1,0,0
Cameron,34,President,,Over Votes,,0,0,0,0,0
Cameron,35,President,,Over Votes,,1,0,1,0,0
Cameron,36,President,,Over Votes,,1,0,1,0,0
Cameron,37,President,,Over Votes,,1,0,0,1,0
Cameron,38,President,,Over Votes,,0,0,0,0,0
Cameron,39,President,,Over Votes,,2,0,1,1,0
Cameron,40,President,,Over Votes,,3,1,1,1,0
Cameron,41,President,,Over Votes,,3,0,1,2,0
Cameron,42,President,,Over Votes,,0,0,0,0,0
Cameron,43,President,,Over Votes,,2,0,1,1,0
Cameron,44,President,,Over Votes,,3,0,1,2,0
Cameron,45,President,,Over Votes,,4,0,2,2,0
Cameron,46,President,,Over Votes,,6,0,4,2,0
Cameron,47,President,,Over Votes,,3,0,3,0,0
Cameron,48,President,,Over Votes,,1,0,1,0,0
Cameron,49,President,,Over Votes,,0,0,0,0,0
Cameron,50,President,,Over Votes,,5,0,4,1,0
Cameron,51,President,,Over Votes,,0,0,0,0,0
Cameron,52,President,,Over Votes,,0,0,0,0,0
Cameron,53,President,,Over Votes,,3,0,2,1,0
Cameron,54,President,,Over Votes,,5,0,3,2,0
Cameron,55,President,,Over Votes,,6,0,6,0,0
Cameron,56,President,,Over Votes,,2,0,2,0,0
Cameron,57,President,,Over Votes,,0,0,0,0,0
Cameron,58,President,,Over Votes,,1,0,1,0,0
Cameron,59,President,,Over Votes,,0,0,0,0,0
Cameron,60,President,,Over Votes,,0,0,0,0,0
Cameron,61,President,,Over Votes,,2,0,2,0,0
Cameron,62,President,,Over Votes,,4,0,3,1,0
Cameron,63,President,,Over Votes,,1,0,0,1,0
Cameron,64,President,,Over Votes,,3,0,2,1,0
Cameron,65,President,,Over Votes,,1,0,1,0,0
Cameron,66,President,,Over Votes,,0,0,0,0,0
Cameron,67,President,,Over Votes,,0,0,0,0,0
Cameron,68,President,,Over Votes,,7,0,4,3,0
Cameron,69,President,,Over Votes,,7,0,5,2,0
Cameron,70,President,,Over Votes,,3,0,3,0,0
Cameron,71,President,,Over Votes,,7,0,4,3,0
Cameron,72,President,,Over Votes,,2,1,0,1,0
Cameron,73,President,,Over Votes,,4,0,4,0,0
Cameron,74,President,,Over Votes,,2,0,1,1,0
Cameron,75,President,,Over Votes,,3,0,3,0,0
Cameron,76,President,,Over Votes,,3,0,2,1,0
Cameron,77,President,,Over Votes,,5,0,4,1,0
Cameron,78,President,,Over Votes,,6,1,5,0,0
Cameron,79,President,,Over Votes,,2,1,1,0,0
Cameron,80,President,,Over Votes,,1,0,1,0,0
Cameron,81,President,,Over Votes,,1,0,1,0,0
Cameron,82,President,,Over Votes,,0,0,0,0,0
Cameron,83,President,,Over Votes,,0,0,0,0,0
Cameron,84,President,,Over Votes,,0,0,0,0,0
Cameron,85,President,,Over Votes,,1,0,1,0,0
Cameron,86,President,,Over Votes,,1,0,0,1,0
Cameron,87,President,,Over Votes,,0,0,0,0,0
Cameron,95,President,,Over Votes,,1,0,1,0,0
Cameron,96,President,,Over Votes,,1,0,0,1,0
Cameron,97,President,,Over Votes,,1,0,0,1,0
Cameron,98,President,,Over Votes,,5,0,3,2,0
Cameron,99,President,,Over Votes,,0,0,0,0,0
Cameron,100,President,,Over Votes,,6,0,4,2,0
Cameron,101,President,,Over Votes,,1,0,1,0,0
Cameron,102,President,,Over Votes,,2,0,2,0,0
Cameron,103,President,,Over Votes,,0,0,0,0,0
Cameron,104,President,,Over Votes,,0,0,0,0,0
Cameron,105,President,,Over Votes,,0,0,0,0,0
Cameron,106,President,,Over Votes,,2,0,2,0,0
Cameron,107,President,,Over Votes,,1,0,1,0,0
Cameron,108,President,,Over Votes,,0,0,0,0,0
Cameron,109,President,,Over Votes,,1,0,1,0,0
Cameron,1A,President,,Over Votes,,0,0,0,0,0
Cameron,2A,President,,Over Votes,,0,0,0,0,0
Cameron,3A,President,,Over Votes,,1,0,1,0,0
Cameron,4A,President,,Over Votes,,0,0,0,0,0
