county,precinct,office,district,candidate,party,votes,early_voting,early_voting_paper,election_day_machine,provisional
Williamson,0344,Lieutenant Governor,,Mike Collier,DEM,164,83,13,68,0
Williamson,0345,Lieutenant Governor,,Mike Collier,DEM,78,48,10,20,0
Williamson,0368,Lieutenant Governor,,Mike Collier,DEM,188,101,5,82,0
Williamson,0369,Lieutenant Governor,,Mike Collier,DEM,224,124,17,83,0
Williamson,0370,Lieutenant Governor,,Mike Collier,DEM,169,100,6,63,0
Williamson,0371,Lieutenant Governor,,Mike Collier,DEM,109,54,25,29,1
Williamson,0379,Lieutenant Governor,,Mike Collier,DEM,173,82,27,63,1
Williamson,0381,Lieutenant Governor,,Mike Collier,DEM,275,155,84,36,0
Williamson,0392,Lieutenant Governor,,Mike Collier,DEM,221,104,46,68,3
Williamson,0393,Lieutenant Governor,,Mike Collier,DEM,210,120,43,46,1
Williamson,0394,Lieutenant Governor,,Mike Collier,DEM,343,226,65,50,2
Williamson,0395,Lieutenant Governor,,Mike Collier,DEM,121,55,13,53,0
Williamson,0396,Lieutenant Governor,,Mike Collier,DEM,300,161,74,65,0
Williamson,0402,Lieutenant Governor,,Mike Collier,DEM,186,76,14,96,0
Williamson,0403,Lieutenant Governor,,Mike Collier,DEM,89,35,6,48,0
Williamson,0413,Lieutenant Governor,,Mike Collier,DEM,30,10,6,14,0
Williamson,0415,Lieutenant Governor,,Mike Collier,DEM,56,19,6,31,0
Williamson,0420,Lieutenant Governor,,Mike Collier,DEM,202,103,16,83,0
Williamson,0423,Lieutenant Governor,,Mike Collier,DEM,176,94,10,72,0
Williamson,0424,Lieutenant Governor,,Mike Collier,DEM,150,97,8,45,0
Williamson,0425,Lieutenant Governor,,Mike Collier,DEM,14,4,2,8,0
Williamson,0426,Lieutenant Governor,,Mike Collier,DEM,70,30,7,33,0
Williamson,0427,Lieutenant Governor,,Mike Collier,DEM,111,58,12,41,0
Williamson,0428,Lieutenant Governor,,Mike Collier,DEM,122,62,17,43,0
Williamson,0429,Lieutenant Governor,,Mike Collier,DEM,76,32,6,38,0
Williamson,0434,Lieutenant Governor,,Mike Collier,DEM,69,25,15,29,0
Williamson,0436,Lieutenant Governor,,Mike Collier,DEM,14,10,3,1,0
Williamson,0455,Lieutenant Governor,,Mike Collier,DEM,142,86,4,52,0
Williamson,0456,Lieutenant Governor,,Mike Collier,DEM,50,16,12,22,0
Williamson,0463,Lieutenant Governor,,Mike Collier,DEM,246,157,17,71,1
Williamson,0480,Lieutenant Governor,,Mike Collier,DEM,323,205,22,96,0
Williamson,0484,Lieutenant Governor,,Mike Collier,DEM,217,114,14,89,0
Williamson,0488,Lieutenant Governor,,Mike Collier,DEM,111,68,6,37,0
Williamson,0489,Lieutenant Governor,,Mike Collier,DEM,237,158,7,71,1
Williamson,0490,Lieutenant Governor,,Mike Collier,DEM,55,26,5,24,0
Williamson,0491,Lieutenant Governor,,Mike Collier,DEM,250,105,28,117,0
Williamson,Total,Lieutenant Governor,,Mike Collier,DEM,15979,8320,1323,6300,36
Williamson,0119,Lieutenant Governor,,Michael Cooper,DEM,88,46,7,35,0
Williamson,0122,Lieutenant Governor,,Michael Cooper,DEM,57,20,4,32,1
Williamson,0135,Lieutenant Governor,,Michael Cooper,DEM,85,39,6,40,0
Williamson,0138,Lieutenant Governor,,Michael Cooper,DEM,107,44,9,54,0
Williamson,0140,Lieutenant Governor,,Michael Cooper,DEM,61,25,5,31,0
Williamson,0145,Lieutenant Governor,,Michael Cooper,DEM,74,31,7,36,0
Williamson,0146,Lieutenant Governor,,Michael Cooper,DEM,120,47,3,70,0
Williamson,0147,Lieutenant Governor,,Michael Cooper,DEM,97,39,1,57,0
Williamson,0149,Lieutenant Governor,,Michael Cooper,DEM,66,31,8,27,0
Williamson,0150,Lieutenant Governor,,Michael Cooper,DEM,68,29,9,30,0
Williamson,0151,Lieutenant Governor,,Michael Cooper,DEM,75,32,2,41,0
Williamson,0152,Lieutenant Governor,,Michael Cooper,DEM,62,20,3,39,0
Williamson,0160,Lieutenant Governor,,Michael Cooper,DEM,113,58,10,45,0
Williamson,0162,Lieutenant Governor,,Michael Cooper,DEM,83,23,3,57,0
Williamson,0172,Lieutenant Governor,,Michael Cooper,DEM,60,31,6,23,0
Williamson,0182,Lieutenant Governor,,Michael Cooper,DEM,91,47,5,39,0
Williamson,0185,Lieutenant Governor,,Michael Cooper,DEM,43,9,1,33,0
Williamson,0186,Lieutenant Governor,,Michael Cooper,DEM,60,27,4,29,0
Williamson,0189,Lieutenant Governor,,Michael Cooper,DEM,73,27,3,43,0
Williamson,0190,Lieutenant Governor,,Michael Cooper,DEM,126,54,7,65,0
Williamson,0197,Lieutenant Governor,,Michael Cooper,DEM,63,33,2,28,0
Williamson,0198,Lieutenant Governor,,Michael Cooper,DEM,109,52,7,50,0
Williamson,0201,Lieutenant Governor,,Michael Cooper,DEM,138,70,2,66,0
Williamson,0202,Lieutenant Governor,,Michael Cooper,DEM,27,12,2,13,0
Williamson,0204,Lieutenant Governor,,Michael Cooper,DEM,91,55,1,35,0
Williamson,0206,Lieutenant Governor,,Michael Cooper,DEM,30,19,0,11,0
Williamson,0207,Lieutenant Governor,,Michael Cooper,DEM,65,16,5,44,0
Williamson,0216,Lieutenant Governor,,Michael Cooper,DEM,79,37,7,35,0
Williamson,0218,Lieutenant Governor,,Michael Cooper,DEM,110,51,5,54,0
Williamson,0253,Lieutenant Governor,,Michael Cooper,DEM,91,38,7,46,0
Williamson,0254,Lieutenant Governor,,Michael Cooper,DEM,66,33,6,27,0
Williamson,0259,Lieutenant Governor,,Michael Cooper,DEM,71,23,8,39,1
Williamson,0263,Lieutenant Governor,,Michael Cooper,DEM,93,44,8,40,1
Williamson,0264,Lieutenant Governor,,Michael Cooper,DEM,89,35,3,51,0
Williamson,0266,Lieutenant Governor,,Michael Cooper,DEM,98,39,11,48,0
Williamson,0267,Lieutenant Governor,,Michael Cooper,DEM,38,12,1,25,0
Williamson,0273,Lieutenant Governor,,Michael Cooper,DEM,90,52,6,32,0
Williamson,0274,Lieutenant Governor,,Michael Cooper,DEM,120,48,2,70,0
Williamson,0275,Lieutenant Governor,,Michael Cooper,DEM,96,37,9,50,0
Williamson,0277,Lieutenant Governor,,Michael Cooper,DEM,128,73,5,50,0
Williamson,0278,Lieutenant Governor,,Michael Cooper,DEM,141,75,6,60,0
Williamson,0283,Lieutenant Governor,,Michael Cooper,DEM,93,52,8,33,0
Williamson,0287,Lieutenant Governor,,Michael Cooper,DEM,124,60,13,51,0
Williamson,0305,Lieutenant Governor,,Michael Cooper,DEM,45,19,5,21,0
Williamson,0309,Lieutenant Governor,,Michael Cooper,DEM,17,4,4,9,0
Williamson,0310,Lieutenant Governor,,Michael Cooper,DEM,24,7,3,14,0
Williamson,0311,Lieutenant Governor,,Michael Cooper,DEM,20,9,1,10,0
Williamson,0312,Lieutenant Governor,,Michael Cooper,DEM,40,9,5,26,0
Williamson,0314,Lieutenant Governor,,Michael Cooper,DEM,71,29,11,31,0
Williamson,0330,Lieutenant Governor,,Michael Cooper,DEM,123,43,14,66,0
Williamson,0331,Lieutenant Governor,,Michael Cooper,DEM,71,30,4,37,0
Williamson,0332,Lieutenant Governor,,Michael Cooper,DEM,79,36,5,38,0
Williamson,0333,Lieutenant Governor,,Michael Cooper,DEM,71,31,6,34,0
Williamson,0337,Lieutenant Governor,,Michael Cooper,DEM,113,37,9,67,0
Williamson,0339,Lieutenant Governor,,Michael Cooper,DEM,67,29,3,34,1
Williamson,0341,Lieutenant Governor,,Michael Cooper,DEM,38,20,3,15,0
Williamson,0342,Lieutenant Governor,,Michael Cooper,DEM,17,4,2,11,0
Williamson,0343,Lieutenant Governor,,Michael Cooper,DEM,79,26,12,41,0
Williamson,0344,Lieutenant Governor,,Michael Cooper,DEM,45,21,4,20,0
Williamson,0345,Lieutenant Governor,,Michael Cooper,DEM,21,9,1,11,0
Williamson,0368,Lieutenant Governor,,Michael Cooper,DEM,79,46,5,27,1
Williamson,0369,Lieutenant Governor,,Michael Cooper,DEM,84,35,8,41,0
Williamson,0370,Lieutenant Governor,,Michael Cooper,DEM,92,45,6,41,0
Williamson,0371,Lieutenant Governor,,Michael Cooper,DEM,28,16,5,7,0
Williamson,0379,Lieutenant Governor,,Michael Cooper,DEM,50,27,5,18,0
Williamson,0381,Lieutenant Governor,,Michael Cooper,DEM,98,53,28,16,1
Williamson,0392,Lieutenant Governor,,Michael Cooper,DEM,81,39,14,27,1
Williamson,0393,Lieutenant Governor,,Michael Cooper,DEM,58,26,18,14,0
Williamson,0394,Lieutenant Governor,,Michael Cooper,DEM,124,75,23,23,3
Williamson,0395,Lieutenant Governor,,Michael Cooper,DEM,55,31,4,20,0
Williamson,0396,Lieutenant Governor,,Michael Cooper,DEM,124,67,25,32,0
Williamson,0402,Lieutenant Governor,,Michael Cooper,DEM,108,34,8,66,0
Williamson,0403,Lieutenant Governor,,Michael Cooper,DEM,58,31,3,24,0
Williamson,0413,Lieutenant Governor,,Michael Cooper,DEM,7,2,0,5,0
Williamson,0415,Lieutenant Governor,,Michael Cooper,DEM,28,7,8,13,0
Williamson,0420,Lieutenant Governor,,Michael Cooper,DEM,119,52,5,62,0
Williamson,0423,Lieutenant Governor,,Michael Cooper,DEM,87,35,9,42,1
Williamson,0424,Lieutenant Governor,,Michael Cooper,DEM,77,48,4,25,0
Williamson,0425,Lieutenant Governor,,Michael Cooper,DEM,5,3,1,1,0
Williamson,0426,Lieutenant Governor,,Michael Cooper,DEM,40,19,3,18,0
Williamson,0427,Lieutenant Governor,,Michael Cooper,DEM,47,21,3,23,0
Williamson,0428,Lieutenant Governor,,Michael Cooper,DEM,60,27,7,25,1
Williamson,0429,Lieutenant Governor,,Michael Cooper,DEM,37,20,3,14,0
Williamson,0434,Lieutenant Governor,,Michael Cooper,DEM,40,13,4,23,0
Williamson,0436,Lieutenant Governor,,Michael Cooper,DEM,4,0,0,3,1
Williamson,0455,Lieutenant Governor,,Michael Cooper,DEM,72,28,13,30,1
Williamson,0456,Lieutenant Governor,,Michael Cooper,DEM,38,16,5,17,0
Williamson,0463,Lieutenant Governor,,Michael Cooper,DEM,165,79,11,74,1
Williamson,0480,Lieutenant Governor,,Michael Cooper,DEM,185,127,11,47,0
Williamson,0484,Lieutenant Governor,,Michael Cooper,DEM,115,57,10,48,0
Williamson,0488,Lieutenant Governor,,Michael Cooper,DEM,60,33,4,23,0
Williamson,0489,Lieutenant Governor,,Michael Cooper,DEM,140,84,5,51,0
Williamson,0490,Lieutenant Governor,,Michael Cooper,DEM,40,18,4,18,0
Williamson,0491,Lieutenant Governor,,Michael Cooper,DEM,135,70,7,58,0
Williamson,Total,Lieutenant Governor,,Michael Cooper,DEM,7140,3292,588,3245,15
Williamson,0119,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0122,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0135,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0138,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0140,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0145,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0146,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0147,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0149,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0150,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0151,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0152,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0160,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0162,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0172,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0182,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0185,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0186,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0189,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0190,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0197,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0198,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0201,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0202,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0204,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0206,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0207,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0216,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0218,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0253,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0254,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0259,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0263,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0264,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0266,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0267,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0273,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0274,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0275,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0277,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0278,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0283,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0287,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0305,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0309,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0310,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0311,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0312,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0314,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0330,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0331,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0332,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0333,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0337,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0339,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0341,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0342,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0343,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0344,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0345,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0368,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0369,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0370,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0371,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0379,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0381,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0392,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0393,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0394,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0395,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0396,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0402,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0403,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0413,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0415,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0420,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0423,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0424,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0425,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0426,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0427,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0428,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0429,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0434,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0436,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0455,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0456,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0463,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0480,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0484,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0488,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0489,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0490,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0491,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,Total,Lieutenant Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0119,Lieutenant Governor,,Under Votes,DEM,52,22,2,28,0
Williamson,0122,Lieutenant Governor,,Under Votes,DEM,41,18,6,17,0
Williamson,0135,Lieutenant Governor,,Under Votes,DEM,26,13,3,10,0
Williamson,0138,Lieutenant Governor,,Under Votes,DEM,34,10,1,23,0
Williamson,0140,Lieutenant Governor,,Under Votes,DEM,24,13,0,11,0
Williamson,0145,Lieutenant Governor,,Under Votes,DEM,21,9,3,9,0
Williamson,0146,Lieutenant Governor,,Under Votes,DEM,83,22,1,60,0
Williamson,0147,Lieutenant Governor,,Under Votes,DEM,44,12,5,26,1
Williamson,0149,Lieutenant Governor,,Under Votes,DEM,26,13,3,10,0
Williamson,0150,Lieutenant Governor,,Under Votes,DEM,25,11,2,12,0
Williamson,0151,Lieutenant Governor,,Under Votes,DEM,33,12,1,20,0
Williamson,0152,Lieutenant Governor,,Under Votes,DEM,25,6,1,18,0
Williamson,0160,Lieutenant Governor,,Under Votes,DEM,35,19,0,15,1
Williamson,0162,Lieutenant Governor,,Under Votes,DEM,37,9,1,26,1
Williamson,0172,Lieutenant Governor,,Under Votes,DEM,16,8,1,7,0
Williamson,0182,Lieutenant Governor,,Under Votes,DEM,45,20,5,20,0
Williamson,0185,Lieutenant Governor,,Under Votes,DEM,35,12,1,22,0
Williamson,0186,Lieutenant Governor,,Under Votes,DEM,43,22,1,20,0
Williamson,0189,Lieutenant Governor,,Under Votes,DEM,50,31,1,18,0
Williamson,0190,Lieutenant Governor,,Under Votes,DEM,53,24,3,26,0
Williamson,0197,Lieutenant Governor,,Under Votes,DEM,37,15,1,21,0
Williamson,0198,Lieutenant Governor,,Under Votes,DEM,60,26,2,31,1
Williamson,0201,Lieutenant Governor,,Under Votes,DEM,73,32,3,38,0
Williamson,0202,Lieutenant Governor,,Under Votes,DEM,7,3,1,3,0
Williamson,0204,Lieutenant Governor,,Under Votes,DEM,53,27,0,26,0
Williamson,0206,Lieutenant Governor,,Under Votes,DEM,9,4,1,3,1
Williamson,0207,Lieutenant Governor,,Under Votes,DEM,22,7,2,13,0
Williamson,0216,Lieutenant Governor,,Under Votes,DEM,25,11,3,11,0
Williamson,0218,Lieutenant Governor,,Under Votes,DEM,47,21,6,20,0
Williamson,0253,Lieutenant Governor,,Under Votes,DEM,29,14,1,14,0
Williamson,0254,Lieutenant Governor,,Under Votes,DEM,40,18,4,18,0
Williamson,0259,Lieutenant Governor,,Under Votes,DEM,19,7,0,12,0
Williamson,0263,Lieutenant Governor,,Under Votes,DEM,27,12,2,13,0
Williamson,0264,Lieutenant Governor,,Under Votes,DEM,40,17,5,18,0
Williamson,0266,Lieutenant Governor,,Under Votes,DEM,37,15,4,18,0
Williamson,0267,Lieutenant Governor,,Under Votes,DEM,16,7,0,9,0
Williamson,0273,Lieutenant Governor,,Under Votes,DEM,42,18,1,23,0
Williamson,0274,Lieutenant Governor,,Under Votes,DEM,58,17,0,41,0
Williamson,0275,Lieutenant Governor,,Under Votes,DEM,37,15,2,20,0
Williamson,0277,Lieutenant Governor,,Under Votes,DEM,72,42,0,30,0
Williamson,0278,Lieutenant Governor,,Under Votes,DEM,81,37,1,43,0
Williamson,0283,Lieutenant Governor,,Under Votes,DEM,47,25,2,20,0
Williamson,0287,Lieutenant Governor,,Under Votes,DEM,45,16,1,28,0
Williamson,0305,Lieutenant Governor,,Under Votes,DEM,27,6,3,18,0
Williamson,0309,Lieutenant Governor,,Under Votes,DEM,7,1,0,6,0
Williamson,0310,Lieutenant Governor,,Under Votes,DEM,8,0,0,8,0
Williamson,0311,Lieutenant Governor,,Under Votes,DEM,10,2,1,7,0
Williamson,0312,Lieutenant Governor,,Under Votes,DEM,11,8,0,3,0
Williamson,0314,Lieutenant Governor,,Under Votes,DEM,33,11,2,20,0
Williamson,0330,Lieutenant Governor,,Under Votes,DEM,49,20,4,25,0
Williamson,0331,Lieutenant Governor,,Under Votes,DEM,29,13,1,15,0
Williamson,0332,Lieutenant Governor,,Under Votes,DEM,29,11,3,14,1
Williamson,0333,Lieutenant Governor,,Under Votes,DEM,31,12,0,19,0
Williamson,0337,Lieutenant Governor,,Under Votes,DEM,45,18,0,27,0
Williamson,0339,Lieutenant Governor,,Under Votes,DEM,25,8,4,13,0
Williamson,0341,Lieutenant Governor,,Under Votes,DEM,10,1,2,7,0
Williamson,0342,Lieutenant Governor,,Under Votes,DEM,6,3,0,3,0
Williamson,0343,Lieutenant Governor,,Under Votes,DEM,29,12,6,11,0
Williamson,0344,Lieutenant Governor,,Under Votes,DEM,27,11,3,13,0
Williamson,0345,Lieutenant Governor,,Under Votes,DEM,12,6,1,5,0
Williamson,0368,Lieutenant Governor,,Under Votes,DEM,37,18,1,18,0
Williamson,0369,Lieutenant Governor,,Under Votes,DEM,43,23,0,20,0
Williamson,0370,Lieutenant Governor,,Under Votes,DEM,34,16,0,18,0
Williamson,0371,Lieutenant Governor,,Under Votes,DEM,17,10,2,5,0
Williamson,0379,Lieutenant Governor,,Under Votes,DEM,22,11,3,8,0
Williamson,0381,Lieutenant Governor,,Under Votes,DEM,58,27,24,7,0
Williamson,0392,Lieutenant Governor,,Under Votes,DEM,39,14,12,13,0
Williamson,0393,Lieutenant Governor,,Under Votes,DEM,32,14,6,10,2
Williamson,0394,Lieutenant Governor,,Under Votes,DEM,60,35,9,15,1
Williamson,0395,Lieutenant Governor,,Under Votes,DEM,25,10,3,12,0
Williamson,0396,Lieutenant Governor,,Under Votes,DEM,86,47,20,19,0
Williamson,0402,Lieutenant Governor,,Under Votes,DEM,36,13,1,22,0
Williamson,0403,Lieutenant Governor,,Under Votes,DEM,16,5,2,9,0
Williamson,0413,Lieutenant Governor,,Under Votes,DEM,1,1,0,0,0
Williamson,0415,Lieutenant Governor,,Under Votes,DEM,14,5,0,9,0
Williamson,0420,Lieutenant Governor,,Under Votes,DEM,28,13,3,12,0
Williamson,0423,Lieutenant Governor,,Under Votes,DEM,28,11,3,14,0
Williamson,0424,Lieutenant Governor,,Under Votes,DEM,30,18,1,11,0
Williamson,0425,Lieutenant Governor,,Under Votes,DEM,0,0,0,0,0
Williamson,0426,Lieutenant Governor,,Under Votes,DEM,11,4,1,6,0
Williamson,0427,Lieutenant Governor,,Under Votes,DEM,19,8,0,11,0
Williamson,0428,Lieutenant Governor,,Under Votes,DEM,20,11,0,9,0
Williamson,0429,Lieutenant Governor,,Under Votes,DEM,18,10,1,7,0
Williamson,0434,Lieutenant Governor,,Under Votes,DEM,10,4,1,5,0
Williamson,0436,Lieutenant Governor,,Under Votes,DEM,1,1,0,0,0
Williamson,0455,Lieutenant Governor,,Under Votes,DEM,27,14,1,12,0
Williamson,0456,Lieutenant Governor,,Under Votes,DEM,9,4,0,5,0
Williamson,0463,Lieutenant Governor,,Under Votes,DEM,52,34,3,15,0
Williamson,0480,Lieutenant Governor,,Under Votes,DEM,66,47,2,17,0
Williamson,0484,Lieutenant Governor,,Under Votes,DEM,37,17,2,16,2
Williamson,0488,Lieutenant Governor,,Under Votes,DEM,28,19,1,8,0
Williamson,0489,Lieutenant Governor,,Under Votes,DEM,46,26,1,19,0
Williamson,0490,Lieutenant Governor,,Under Votes,DEM,17,8,2,7,0
Williamson,0491,Lieutenant Governor,,Under Votes,DEM,34,18,4,12,0
Williamson,Total,Lieutenant Governor,,Under Votes,DEM,3060,1371,222,1456,11
Williamson,0119,Attorney General,,Justin Nelson,DEM,287,151,9,125,2
Williamson,0122,Attorney General,,Justin Nelson,DEM,219,118,18,83,0
Williamson,0135,Attorney General,,Justin Nelson,DEM,219,98,15,106,0
Williamson,0138,Attorney General,,Justin Nelson,DEM,305,146,21,138,0
Williamson,0140,Attorney General,,Justin Nelson,DEM,167,77,8,82,0
Williamson,0145,Attorney General,,Justin Nelson,DEM,171,75,14,82,0
Williamson,0146,Attorney General,,Justin Nelson,DEM,555,234,13,308,0
Williamson,0147,Attorney General,,Justin Nelson,DEM,323,151,28,144,0
Williamson,0149,Attorney General,,Justin Nelson,DEM,150,82,15,53,0
Williamson,0150,Attorney General,,Justin Nelson,DEM,180,87,19,74,0
Williamson,0151,Attorney General,,Justin Nelson,DEM,227,100,13,114,0
Williamson,0152,Attorney General,,Justin Nelson,DEM,215,91,14,110,0
Williamson,0160,Attorney General,,Justin Nelson,DEM,375,192,23,159,1
Williamson,0162,Attorney General,,Justin Nelson,DEM,278,104,8,166,0
Williamson,0172,Attorney General,,Justin Nelson,DEM,185,92,22,71,0
Williamson,0182,Attorney General,,Justin Nelson,DEM,284,157,11,116,0
Williamson,0185,Attorney General,,Justin Nelson,DEM,203,65,10,128,0
Williamson,0186,Attorney General,,Justin Nelson,DEM,185,90,9,84,2
Williamson,0189,Attorney General,,Justin Nelson,DEM,241,119,18,104,0
Williamson,0190,Attorney General,,Justin Nelson,DEM,416,212,21,183,0
