county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting
Polk,5,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,64,,,
Polk,6,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,125,,,
Polk,7,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,16,,,
Polk,8,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,28,,,
Polk,9,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,15,,,
Polk,10,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,46,,,
Polk,11,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,9,,,
Polk,12,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,17,,,
Polk,13,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,6,,,
Polk,14,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,18,,,
Polk,15,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,9,,,
Polk,16,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,53,,,
Polk,17,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,17,,,
Polk,18,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,21,,,
Polk,19,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,80,,,
Polk,20,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,64,,,
Polk,21,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,20,,,
Polk,1,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,6,,,
Polk,2,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,6,,,
Polk,3,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,31,,,
Polk,4,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,36,,,
Polk,5,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,64,,,
Polk,6,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,126,,,
Polk,7,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,17,,,
Polk,8,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,32,,,
Polk,9,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,16,,,
Polk,10,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,47,,,
Polk,11,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,8,,,
Polk,12,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,17,,,
Polk,13,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,6,,,
Polk,14,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,19,,,
Polk,15,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,9,,,
Polk,16,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,54,,,
Polk,17,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,17,,,
Polk,18,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,22,,,
Polk,19,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,78,,,
Polk,20,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,64,,,
Polk,21,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,19,,,
Polk,1,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,6,,,
Polk,2,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,5,,,
Polk,3,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,33,,,
Polk,4,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,37,,,
Polk,5,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,60,,,
Polk,6,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,124,,,
Polk,7,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,17,,,
Polk,8,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,31,,,
Polk,9,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,15,,,
Polk,10,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,46,,,
Polk,11,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,8,,,
Polk,12,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,17,,,
Polk,13,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,6,,,
Polk,14,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,19,,,
Polk,15,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,9,,,
Polk,16,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,54,,,
Polk,17,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,17,,,
Polk,18,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,23,,,
Polk,19,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,81,,,
Polk,20,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,63,,,
Polk,21,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,20,,,
Polk,1,State Senate,3,DEM,Shirley Layton,5,,,
Polk,2,State Senate,3,DEM,Shirley Layton,7,,,
Polk,3,State Senate,3,DEM,Shirley Layton,33,,,
Polk,4,State Senate,3,DEM,Shirley Layton,37,,,
Polk,5,State Senate,3,DEM,Shirley Layton,63,,,
Polk,6,State Senate,3,DEM,Shirley Layton,129,,,
Polk,7,State Senate,3,DEM,Shirley Layton,18,,,
Polk,8,State Senate,3,DEM,Shirley Layton,30,,,
Polk,9,State Senate,3,DEM,Shirley Layton,16,,,
Polk,10,State Senate,3,DEM,Shirley Layton,48,,,
Polk,11,State Senate,3,DEM,Shirley Layton,9,,,
Polk,12,State Senate,3,DEM,Shirley Layton,17,,,
Polk,13,State Senate,3,DEM,Shirley Layton,6,,,
Polk,14,State Senate,3,DEM,Shirley Layton,18,,,
Polk,15,State Senate,3,DEM,Shirley Layton,8,,,
Polk,16,State Senate,3,DEM,Shirley Layton,53,,,
Polk,17,State Senate,3,DEM,Shirley Layton,17,,,
Polk,18,State Senate,3,DEM,Shirley Layton,21,,,
Polk,19,State Senate,3,DEM,Shirley Layton,81,,,
Polk,20,State Senate,3,DEM,Shirley Layton,62,,,
Polk,21,State Senate,3,DEM,Shirley Layton,20,,,
Polk,1,State Representative,19,DEM,Sherry Williams,7,,,
Polk,2,State Representative,19,DEM,Sherry Williams,7,,,
Polk,3,State Representative,19,DEM,Sherry Williams,33,,,
Polk,4,State Representative,19,DEM,Sherry Williams,38,,,
Polk,5,State Representative,19,DEM,Sherry Williams,64,,,
Polk,6,State Representative,19,DEM,Sherry Williams,130,,,
Polk,7,State Representative,19,DEM,Sherry Williams,18,,,
Polk,8,State Representative,19,DEM,Sherry Williams,30,,,
Polk,9,State Representative,19,DEM,Sherry Williams,16,,,
Polk,10,State Representative,19,DEM,Sherry Williams,48,,,
Polk,11,State Representative,19,DEM,Sherry Williams,8,,,
Polk,12,State Representative,19,DEM,Sherry Williams,17,,,
Polk,13,State Representative,19,DEM,Sherry Williams,6,,,
Polk,14,State Representative,19,DEM,Sherry Williams,18,,,
Polk,15,State Representative,19,DEM,Sherry Williams,10,,,
Polk,16,State Representative,19,DEM,Sherry Williams,54,,,
Polk,17,State Representative,19,DEM,Sherry Williams,16,,,
Polk,18,State Representative,19,DEM,Sherry Williams,23,,,
Polk,19,State Representative,19,DEM,Sherry Williams,81,,,
Polk,20,State Representative,19,DEM,Sherry Williams,62,,,
Polk,21,State Representative,19,DEM,Sherry Williams,21,,,
Polk,1,County Chairman ,,DEM,Don Glenn,5,,,
Polk,2,County Chairman ,,DEM,Don Glenn,6,,,
Polk,3,County Chairman ,,DEM,Don Glenn,32,,,
Polk,4,County Chairman ,,DEM,Don Glenn,35,,,
Polk,5,County Chairman ,,DEM,Don Glenn,62,,,
Polk,6,County Chairman ,,DEM,Don Glenn,128,,,
Polk,7,County Chairman ,,DEM,Don Glenn,17,,,
Polk,8,County Chairman ,,DEM,Don Glenn,33,,,
Polk,9,County Chairman ,,DEM,Don Glenn,16,,,
Polk,10,County Chairman ,,DEM,Don Glenn,48,,,
Polk,11,County Chairman ,,DEM,Don Glenn,7,,,
Polk,12,County Chairman ,,DEM,Don Glenn,17,,,
Polk,13,County Chairman ,,DEM,Don Glenn,6,,,
Polk,14,County Chairman ,,DEM,Don Glenn,19,,,
Polk,15,County Chairman ,,DEM,Don Glenn,9,,,
Polk,16,County Chairman ,,DEM,Don Glenn,56,,,
Polk,17,County Chairman ,,DEM,Don Glenn,16,,,
Polk,18,County Chairman ,,DEM,Don Glenn,26,,,
Polk,19,County Chairman ,,DEM,Don Glenn,79,,,
Polk,20,County Chairman ,,DEM,Don Glenn,59,,,
Polk,21,County Chairman ,,DEM,Don Glenn,21,,,
Polk,1,Proposition #1 ,,DEM,Yes,7,,,
Polk,1,Proposition #1 ,,DEM,No,1,,,
Polk,2,Proposition #1 ,,DEM,Yes,6,,,
Polk,2,Proposition #1 ,,DEM,No,0,,,
Polk,3,Proposition #1 ,,DEM,Yes,33,,,
Polk,3,Proposition #1 ,,DEM,No,1,,,
Polk,4,Proposition #1 ,,DEM,Yes,38,,,
Polk,4,Proposition #1 ,,DEM,No,0,,,
Polk,5,Proposition #1 ,,DEM,Yes,70,,,
Polk,5,Proposition #1 ,,DEM,No,3,,,
Polk,6,Proposition #1 ,,DEM,Yes,135,,,
Polk,6,Proposition #1 ,,DEM,No,8,,,
Polk,7,Proposition #1 ,,DEM,Yes,20,,,
Polk,7,Proposition #1 ,,DEM,No,1,,,
Polk,8,Proposition #1 ,,DEM,Yes,33,,,
Polk,8,Proposition #1 ,,DEM,No,0,,,
Polk,9,Proposition #1 ,,DEM,Yes,16,,,
Polk,9,Proposition #1 ,,DEM,No,1,,,
Polk,10,Proposition #1 ,,DEM,Yes,54,,,
Polk,10,Proposition #1 ,,DEM,No,2,,,
Polk,11,Proposition #1 ,,DEM,Yes,8,,,
Polk,11,Proposition #1 ,,DEM,No,0,,,
Polk,12,Proposition #1 ,,DEM,Yes,19,,,
Polk,12,Proposition #1 ,,DEM,No,0,,,
Polk,13,Proposition #1 ,,DEM,Yes,5,,,
Polk,13,Proposition #1 ,,DEM,No,1,,,
Polk,14,Proposition #1 ,,DEM,Yes,19,,,
Polk,14,Proposition #1 ,,DEM,No,0,,,
Polk,15,Proposition #1 ,,DEM,Yes,8,,,
Polk,15,Proposition #1 ,,DEM,No,1,,,
Polk,16,Proposition #1 ,,DEM,Yes,59,,,
Polk,16,Proposition #1 ,,DEM,No,3,,,
Polk,17,Proposition #1 ,,DEM,Yes,17,,,
Polk,17,Proposition #1 ,,DEM,No,2,,,
Polk,18,Proposition #1 ,,DEM,Yes,26,,,
Polk,18,Proposition #1 ,,DEM,No,0,,,
Polk,19,Proposition #1 ,,DEM,Yes,93,,,
Polk,19,Proposition #1 ,,DEM,No,1,,,
Polk,20,Proposition #1 ,,DEM,Yes,72,,,
Polk,20,Proposition #1 ,,DEM,No,4,,,
Polk,21,Proposition #1 ,,DEM,Yes,20,,,
Polk,21,Proposition #1 ,,DEM,No,2,,,
Polk,1,Proposition #2 ,,DEM,Yes,7,,,
Polk,1,Proposition #2 ,,DEM,No,1,,,
Polk,2,Proposition #2 ,,DEM,Yes,7,,,
Polk,2,Proposition #2 ,,DEM,No,0,,,
Polk,3,Proposition #2 ,,DEM,Yes,33,,,
Polk,3,Proposition #2 ,,DEM,No,4,,,
Polk,4,Proposition #2 ,,DEM,Yes,37,,,
Polk,4,Proposition #2 ,,DEM,No,1,,,
Polk,5,Proposition #2 ,,DEM,Yes,62,,,
Polk,5,Proposition #2 ,,DEM,No,11,,,
Polk,6,Proposition #2 ,,DEM,Yes,128,,,
Polk,6,Proposition #2 ,,DEM,No,11,,,
Polk,7,Proposition #2 ,,DEM,Yes,20,,,
Polk,7,Proposition #2 ,,DEM,No,0,,,
Polk,8,Proposition #2 ,,DEM,Yes,34,,,
Polk,8,Proposition #2 ,,DEM,No,0,,,
Polk,9,Proposition #2 ,,DEM,Yes,17,,,
Polk,9,Proposition #2 ,,DEM,No,1,,,
Polk,10,Proposition #2 ,,DEM,Yes,50,,,
Polk,10,Proposition #2 ,,DEM,No,4,,,
Polk,11,Proposition #2 ,,DEM,Yes,10,,,
Polk,11,Proposition #2 ,,DEM,No,0,,,
Polk,12,Proposition #2 ,,DEM,Yes,17,,,
Polk,12,Proposition #2 ,,DEM,No,2,,,
Polk,13,Proposition #2 ,,DEM,Yes,5,,,
Polk,13,Proposition #2 ,,DEM,No,1,,,
Polk,14,Proposition #2 ,,DEM,Yes,17,,,
Polk,14,Proposition #2 ,,DEM,No,1,,,
Polk,15,Proposition #2 ,,DEM,Yes,10,,,
Polk,15,Proposition #2 ,,DEM,No,0,,,
Polk,16,Proposition #2 ,,DEM,Yes,48,,,
Polk,16,Proposition #2 ,,DEM,No,13,,,
Polk,17,Proposition #2 ,,DEM,Yes,17,,,
Polk,17,Proposition #2 ,,DEM,No,1,,,
Polk,18,Proposition #2 ,,DEM,Yes,28,,,
Polk,18,Proposition #2 ,,DEM,No,0,,,
Polk,19,Proposition #2 ,,DEM,Yes,90,,,
Polk,19,Proposition #2 ,,DEM,No,3,,,
Polk,20,Proposition #2 ,,DEM,Yes,69,,,
Polk,20,Proposition #2 ,,DEM,No,7,,,
Polk,21,Proposition #2 ,,DEM,Yes,22,,,
Polk,21,Proposition #2 ,,DEM,No,2,,,
Polk,1,Proposition #3 ,,DEM,Yes,7,,,
Polk,1,Proposition #3 ,,DEM,No,1,,,
Polk,2,Proposition #3 ,,DEM,Yes,7,,,
Polk,2,Proposition #3 ,,DEM,No,0,,,
Polk,3,Proposition #3 ,,DEM,Yes,36,,,
Polk,3,Proposition #3 ,,DEM,No,0,,,
Polk,4,Proposition #3 ,,DEM,Yes,37,,,
Polk,4,Proposition #3 ,,DEM,No,0,,,
Polk,5,Proposition #3 ,,DEM,Yes,71,,,
Polk,5,Proposition #3 ,,DEM,No,4,,,
Polk,6,Proposition #3 ,,DEM,Yes,126,,,
Polk,6,Proposition #3 ,,DEM,No,13,,,
Polk,7,Proposition #3 ,,DEM,Yes,20,,,
Polk,7,Proposition #3 ,,DEM,No,1,,,
Polk,8,Proposition #3 ,,DEM,Yes,36,,,
Polk,8,Proposition #3 ,,DEM,No,0,,,
Polk,9,Proposition #3 ,,DEM,Yes,17,,,
Polk,9,Proposition #3 ,,DEM,No,1,,,
Polk,10,Proposition #3 ,,DEM,Yes,55,,,
Polk,10,Proposition #3 ,,DEM,No,1,,,
Polk,11,Proposition #3 ,,DEM,Yes,10,,,
Polk,11,Proposition #3 ,,DEM,No,0,,,
Polk,12,Proposition #3 ,,DEM,Yes,18,,,
Polk,12,Proposition #3 ,,DEM,No,1,,,
Polk,13,Proposition #3 ,,DEM,Yes,5,,,
Polk,13,Proposition #3 ,,DEM,No,1,,,
Polk,14,Proposition #3 ,,DEM,Yes,18,,,
Polk,14,Proposition #3 ,,DEM,No,2,,,
Polk,15,Proposition #3 ,,DEM,Yes,10,,,
Polk,15,Proposition #3 ,,DEM,No,0,,,
Polk,16,Proposition #3 ,,DEM,Yes,55,,,
Polk,16,Proposition #3 ,,DEM,No,6,,,
Polk,17,Proposition #3 ,,DEM,Yes,18,,,
Polk,17,Proposition #3 ,,DEM,No,0,,,
Polk,18,Proposition #3 ,,DEM,Yes,28,,,
Polk,18,Proposition #3 ,,DEM,No,0,,,
Polk,19,Proposition #3 ,,DEM,Yes,92,,,
Polk,19,Proposition #3 ,,DEM,No,2,,,
Polk,20,Proposition #3 ,,DEM,Yes,71,,,
Polk,20,Proposition #3 ,,DEM,No,6,,,
Polk,21,Proposition #3 ,,DEM,Yes,23,,,
Polk,21,Proposition #3 ,,DEM,No,1,,,
Polk,1,Proposition #4 ,,DEM,Yes,8,,,
Polk,1,Proposition #4 ,,DEM,No,0,,,
Polk,2,Proposition #4 ,,DEM,Yes,6,,,
Polk,2,Proposition #4 ,,DEM,No,1,,,
Polk,3,Proposition #4 ,,DEM,Yes,32,,,
Polk,3,Proposition #4 ,,DEM,No,2,,,
Polk,4,Proposition #4 ,,DEM,Yes,38,,,
Polk,4,Proposition #4 ,,DEM,No,1,,,
Polk,5,Proposition #4 ,,DEM,Yes,67,,,
Polk,5,Proposition #4 ,,DEM,No,6,,,
Polk,6,Proposition #4 ,,DEM,Yes,139,,,
Polk,6,Proposition #4 ,,DEM,No,3,,,
Polk,7,Proposition #4 ,,DEM,Yes,20,,,
Polk,7,Proposition #4 ,,DEM,No,0,,,
Polk,8,Proposition #4 ,,DEM,Yes,35,,,
Polk,8,Proposition #4 ,,DEM,No,0,,,
Polk,9,Proposition #4 ,,DEM,Yes,18,,,
Polk,9,Proposition #4 ,,DEM,No,1,,,
Polk,10,Proposition #4 ,,DEM,Yes,54,,,
Polk,10,Proposition #4 ,,DEM,No,2,,,
Polk,11,Proposition #4 ,,DEM,Yes,10,,,
Polk,11,Proposition #4 ,,DEM,No,0,,,
Polk,12,Proposition #4 ,,DEM,Yes,19,,,
Polk,12,Proposition #4 ,,DEM,No,0,,,
Polk,13,Proposition #4 ,,DEM,Yes,6,,,
Polk,13,Proposition #4 ,,DEM,No,0,,,
Polk,14,Proposition #4 ,,DEM,Yes,19,,,
Polk,14,Proposition #4 ,,DEM,No,0,,,
Polk,15,Proposition #4 ,,DEM,Yes,10,,,
Polk,15,Proposition #4 ,,DEM,No,0,,,
Polk,16,Proposition #4 ,,DEM,Yes,60,,,
Polk,16,Proposition #4 ,,DEM,No,2,,,
Polk,17,Proposition #4 ,,DEM,Yes,17,,,
Polk,17,Proposition #4 ,,DEM,No,2,,,
Polk,18,Proposition #4 ,,DEM,Yes,28,,,
Polk,18,Proposition #4 ,,DEM,No,0,,,
Polk,19,Proposition #4 ,,DEM,Yes,92,,,
Polk,19,Proposition #4 ,,DEM,No,2,,,
Polk,20,Proposition #4 ,,DEM,Yes,74,,,
Polk,20,Proposition #4 ,,DEM,No,3,,,
Polk,21,Proposition #4 ,,DEM,Yes,24,,,
Polk,21,Proposition #4 ,,DEM,No,0,,,
Polk,1,Proposition #5 ,,DEM,Yes,8,,,
Polk,1,Proposition #5 ,,DEM,No,0,,,
Polk,2,Proposition #5 ,,DEM,Yes,8,,,
Polk,2,Proposition #5 ,,DEM,No,0,,,
Polk,3,Proposition #5 ,,DEM,Yes,34,,,
Polk,3,Proposition #5 ,,DEM,No,2,,,
Polk,4,Proposition #5 ,,DEM,Yes,35,,,
Polk,4,Proposition #5 ,,DEM,No,4,,,
Polk,5,Proposition #5 ,,DEM,Yes,68,,,
Polk,5,Proposition #5 ,,DEM,No,4,,,
Polk,6,Proposition #5 ,,DEM,Yes,132,,,
Polk,6,Proposition #5 ,,DEM,No,9,,,
Polk,7,Proposition #5 ,,DEM,Yes,18,,,
Polk,7,Proposition #5 ,,DEM,No,1,,,
Polk,8,Proposition #5 ,,DEM,Yes,33,,,
Polk,8,Proposition #5 ,,DEM,No,2,,,
Polk,9,Proposition #5 ,,DEM,Yes,18,,,
Polk,9,Proposition #5 ,,DEM,No,1,,,
Polk,10,Proposition #5 ,,DEM,Yes,49,,,
Polk,10,Proposition #5 ,,DEM,No,4,,,
Polk,11,Proposition #5 ,,DEM,Yes,9,,,
Polk,11,Proposition #5 ,,DEM,No,0,,,
Polk,12,Proposition #5 ,,DEM,Yes,18,,,
Polk,12,Proposition #5 ,,DEM,No,1,,,
Polk,13,Proposition #5 ,,DEM,Yes,6,,,
Polk,13,Proposition #5 ,,DEM,No,0,,,
Polk,14,Proposition #5 ,,DEM,Yes,18,,,
Polk,14,Proposition #5 ,,DEM,No,1,,,
Polk,15,Proposition #5 ,,DEM,Yes,9,,,
Polk,15,Proposition #5 ,,DEM,No,1,,,
Polk,16,Proposition #5 ,,DEM,Yes,55,,,
Polk,16,Proposition #5 ,,DEM,No,7,,,
Polk,17,Proposition #5 ,,DEM,Yes,17,,,
Polk,17,Proposition #5 ,,DEM,No,2,,,
Polk,18,Proposition #5 ,,DEM,Yes,26,,,
Polk,18,Proposition #5 ,,DEM,No,1,,,
Polk,19,Proposition #5 ,,DEM,Yes,90,,,
Polk,19,Proposition #5 ,,DEM,No,3,,,
Polk,20,Proposition #5 ,,DEM,Yes,72,,,
Polk,20,Proposition #5 ,,DEM,No,6,,,
Polk,21,Proposition #5 ,,DEM,Yes,24,,,
Polk,21,Proposition #5 ,,DEM,No,0,,,
Polk,1,Proposition #6 ,,DEM,Yes,8,,,
Polk,1,Proposition #6 ,,DEM,No,0,,,
Polk,2,Proposition #6 ,,DEM,Yes,7,,,
Polk,2,Proposition #6 ,,DEM,No,0,,,
Polk,3,Proposition #6 ,,DEM,Yes,35,,,
Polk,3,Proposition #6 ,,DEM,No,1,,,
Polk,4,Proposition #6 ,,DEM,Yes,38,,,
Polk,4,Proposition #6 ,,DEM,No,0,,,
Polk,5,Proposition #6 ,,DEM,Yes,72,,,
Polk,5,Proposition #6 ,,DEM,No,0,,,
Polk,6,Proposition #6 ,,DEM,Yes,140,,,
Polk,6,Proposition #6 ,,DEM,No,1,,,
Polk,7,Proposition #6 ,,DEM,Yes,20,,,
Polk,7,Proposition #6 ,,DEM,No,1,,,
Polk,8,Proposition #6 ,,DEM,Yes,34,,,
Polk,8,Proposition #6 ,,DEM,No,0,,,
Polk,9,Proposition #6 ,,DEM,Yes,18,,,
Polk,9,Proposition #6 ,,DEM,No,0,,,
Polk,10,Proposition #6 ,,DEM,Yes,55,,,
Polk,10,Proposition #6 ,,DEM,No,0,,,
Polk,11,Proposition #6 ,,DEM,Yes,9,,,
Polk,11,Proposition #6 ,,DEM,No,0,,,
Polk,12,Proposition #6 ,,DEM,Yes,19,,,
Polk,12,Proposition #6 ,,DEM,No,0,,,
Polk,13,Proposition #6 ,,DEM,Yes,6,,,
Polk,13,Proposition #6 ,,DEM,No,0,,,
Polk,14,Proposition #6 ,,DEM,Yes,19,,,
Polk,14,Proposition #6 ,,DEM,No,0,,,
Polk,15,Proposition #6 ,,DEM,Yes,10,,,
Polk,15,Proposition #6 ,,DEM,No,0,,,
Polk,16,Proposition #6 ,,DEM,Yes,63,,,
Polk,16,Proposition #6 ,,DEM,No,0,,,
Polk,17,Proposition #6 ,,DEM,Yes,18,,,
Polk,17,Proposition #6 ,,DEM,No,0,,,
Polk,18,Proposition #6 ,,DEM,Yes,26,,,
Polk,18,Proposition #6 ,,DEM,No,0,,,
Polk,19,Proposition #6 ,,DEM,Yes,91,,,
Polk,19,Proposition #6 ,,DEM,No,1,,,
Polk,20,Proposition #6 ,,DEM,Yes,77,,,
Polk,20,Proposition #6 ,,DEM,No,1,,,
Polk,21,Proposition #6 ,,DEM,Yes,23,,,
Polk,21,Proposition #6 ,,DEM,No,0,,,
Polk,1,Proposition #7 ,,DEM,Yes,8,,,
Polk,1,Proposition #7 ,,DEM,No,0,,,
Polk,2,Proposition #7 ,,DEM,Yes,7,,,
Polk,2,Proposition #7 ,,DEM,No,0,,,
Polk,3,Proposition #7 ,,DEM,Yes,34,,,
Polk,3,Proposition #7 ,,DEM,No,2,,,
Polk,4,Proposition #7 ,,DEM,Yes,39,,,
Polk,4,Proposition #7 ,,DEM,No,0,,,
Polk,5,Proposition #7 ,,DEM,Yes,73,,,
Polk,5,Proposition #7 ,,DEM,No,0,,,
Polk,6,Proposition #7 ,,DEM,Yes,136,,,
Polk,6,Proposition #7 ,,DEM,No,6,,,
Polk,7,Proposition #7 ,,DEM,Yes,19,,,
Polk,7,Proposition #7 ,,DEM,No,0,,,
Polk,8,Proposition #7 ,,DEM,Yes,35,,,
Polk,8,Proposition #7 ,,DEM,No,0,,,
Polk,9,Proposition #7 ,,DEM,Yes,17,,,
Polk,9,Proposition #7 ,,DEM,No,1,,,
Polk,10,Proposition #7 ,,DEM,Yes,52,,,
Polk,10,Proposition #7 ,,DEM,No,1,,,
Polk,11,Proposition #7 ,,DEM,Yes,10,,,
Polk,11,Proposition #7 ,,DEM,No,0,,,
Polk,12,Proposition #7 ,,DEM,Yes,19,,,
Polk,12,Proposition #7 ,,DEM,No,0,,,
Polk,13,Proposition #7 ,,DEM,Yes,5,,,
Polk,13,Proposition #7 ,,DEM,No,1,,,
Polk,14,Proposition #7 ,,DEM,Yes,20,,,
Polk,14,Proposition #7 ,,DEM,No,0,,,
Polk,15,Proposition #7 ,,DEM,Yes,10,,,
Polk,15,Proposition #7 ,,DEM,No,0,,,
Polk,16,Proposition #7 ,,DEM,Yes,61,,,
Polk,16,Proposition #7 ,,DEM,No,2,,,
Polk,17,Proposition #7 ,,DEM,Yes,14,,,
Polk,17,Proposition #7 ,,DEM,No,4,,,
Polk,18,Proposition #7 ,,DEM,Yes,25,,,
Polk,18,Proposition #7 ,,DEM,No,2,,,
Polk,19,Proposition #7 ,,DEM,Yes,92,,,
Polk,19,Proposition #7 ,,DEM,No,1,,,
Polk,20,Proposition #7 ,,DEM,Yes,74,,,
Polk,20,Proposition #7 ,,DEM,No,3,,,
Polk,21,Proposition #7 ,,DEM,Yes,24,,,
Polk,21,Proposition #7 ,,DEM,No,0,,,
Polk,1,Proposition #8 ,,DEM,Yes,6,,,
Polk,1,Proposition #8 ,,DEM,No,1,,,
Polk,2,Proposition #8 ,,DEM,Yes,8,,,
Polk,2,Proposition #8 ,,DEM,No,0,,,
Polk,3,Proposition #8 ,,DEM,Yes,34,,,
Polk,3,Proposition #8 ,,DEM,No,3,,,
Polk,4,Proposition #8 ,,DEM,Yes,37,,,
Polk,4,Proposition #8 ,,DEM,No,2,,,
Polk,5,Proposition #8 ,,DEM,Yes,63,,,
Polk,5,Proposition #8 ,,DEM,No,11,,,
Polk,6,Proposition #8 ,,DEM,Yes,129,,,
Polk,6,Proposition #8 ,,DEM,No,14,,,
Polk,7,Proposition #8 ,,DEM,Yes,19,,,
Polk,7,Proposition #8 ,,DEM,No,0,,,
Polk,8,Proposition #8 ,,DEM,Yes,34,,,
Polk,8,Proposition #8 ,,DEM,No,2,,,
Polk,9,Proposition #8 ,,DEM,Yes,17,,,
Polk,9,Proposition #8 ,,DEM,No,2,,,
Polk,10,Proposition #8 ,,DEM,Yes,56,,,
Polk,10,Proposition #8 ,,DEM,No,0,,,
Polk,11,Proposition #8 ,,DEM,Yes,9,,,
Polk,11,Proposition #8 ,,DEM,No,0,,,
Polk,12,Proposition #8 ,,DEM,Yes,19,,,
Polk,12,Proposition #8 ,,DEM,No,0,,,
Polk,13,Proposition #8 ,,DEM,Yes,4,,,
Polk,13,Proposition #8 ,,DEM,No,2,,,
Polk,14,Proposition #8 ,,DEM,Yes,17,,,
Polk,14,Proposition #8 ,,DEM,No,1,,,
Polk,15,Proposition #8 ,,DEM,Yes,9,,,
Polk,15,Proposition #8 ,,DEM,No,1,,,
Polk,16,Proposition #8 ,,DEM,Yes,49,,,
Polk,16,Proposition #8 ,,DEM,No,11,,,
Polk,17,Proposition #8 ,,DEM,Yes,13,,,
Polk,17,Proposition #8 ,,DEM,No,5,,,
