county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_voting,absentee
El Paso,3,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,37,16,0,18,3
El Paso,3,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,3,2,0,1,0
El Paso,3,State Representative,78,REP,Jeffrey Lane,68,30,0,35,3
El Paso,3,County Commissioner 4,,REP,Andrew R Haggerty,67,29,0,36,2
El Paso,3,Justice Of The Peace 7,,REP,Crystal Urquidi,6,0,0,6,0
El Paso,3,Justice Of The Peace 7,,REP,Ida Gardner,49,17,0,29,3
El Paso,3,Justice Of The Peace 7,,REP,Kelly Dickson,27,15,0,10,2
El Paso,3,County Chairman,,REP,Adolpho R Telles,63,28,0,33,2
El Paso,3,Proposition 1,,REP,For (A Favor),55,25,0,28,2
El Paso,3,Proposition 1,,REP,Against (En Contra),21,7,0,12,2
El Paso,3,Proposition 2,,REP,For (A Favor),72,31,0,38,3
El Paso,3,Proposition 2,,REP,Against (En Contra),10,3,0,6,1
El Paso,3,Proposition 3,,REP,For (A Favor),61,28,0,28,5
El Paso,3,Proposition 3,,REP,Against (En Contra),22,5,0,17,0
El Paso,3,Proposition 4,,REP,For (A Favor),63,28,0,31,4
El Paso,3,Proposition 4,,REP,Against (En Contra),20,6,0,13,1
El Paso,3,Proposition 5,,REP,For (A Favor),63,25,0,33,5
El Paso,3,Proposition 5,,REP,Against (En Contra),20,10,0,10,0
El Paso,3,Proposition 6,,REP,For (A Favor),72,31,0,36,5
El Paso,3,Proposition 6,,REP,Against (En Contra),13,4,0,9,0
El Paso,3,Proposition 7,,REP,For (A Favor),55,23,0,28,4
El Paso,3,Proposition 7,,REP,Against (En Contra),31,12,0,18,1
El Paso,3,Proposition 8,,REP,For (A Favor),81,33,0,43,5
El Paso,3,Proposition 8,,REP,Against (En Contra),5,2,0,3,0
El Paso,3,Proposition 9,,REP,For (A Favor),63,27,0,32,4
El Paso,3,Proposition 9,,REP,Against (En Contra),20,6,0,13,1
El Paso,3,Proposition 10,,REP,For (A Favor),75,31,0,41,3
El Paso,3,Proposition 10,,REP,Against (En Contra),8,4,0,2,2
El Paso,3,Proposition 11,,REP,For (A Favor),67,27,0,36,4
El Paso,3,Proposition 11,,REP,Against (En Contra),18,7,0,10,1
El Paso,3,U.S. Senate,,DEM,Sema Hernandez,12,4,0,7,1
El Paso,3,U.S. Senate,,DEM,Beto O'Rourke,243,111,0,116,16
El Paso,3,U.S. Senate,,DEM,Edward Kimbrough,11,7,0,3,1
El Paso,3,U.S. House,16,DEM,Dori Fenenbock,80,32,0,43,5
El Paso,3,U.S. House,16,DEM,Veronica Escobar,152,72,0,68,12
El Paso,3,U.S. House,16,DEM,Norma Chavez,16,8,0,7,1
El Paso,3,U.S. House,16,DEM,John Carrillo,4,1,0,2,1
El Paso,3,U.S. House,16,DEM,Jerome Tilghman,5,2,0,3,0
El Paso,3,U.S. House,16,DEM,Enrique Garcia,13,6,0,7,0
El Paso,3,Governor,,DEM,Lupe Valdez,127,62,0,56,9
El Paso,3,Governor,,DEM,Adrian Ocegueda,27,11,0,15,1
El Paso,3,Governor,,DEM,Jeffrey Payne,17,8,0,8,1
El Paso,3,Governor,,DEM,James Jolly Clark,7,1,0,6,0
El Paso,3,Governor,,DEM,Joe Mumbach,5,2,0,3,0
El Paso,3,Governor,,DEM,Grady Yarbrough,11,2,0,8,1
El Paso,3,Governor,,DEM,Cedric Davis Sr,7,5,0,2,0
El Paso,3,Governor,,DEM,Andrew White,37,13,0,18,6
El Paso,3,Governor,,DEM,Tom Wakely,10,6,0,4,0
El Paso,3,Lieutenant Governor,,DEM,Michael Cooper,159,77,0,72,10
El Paso,3,Lieutenant Governor,,DEM,Mike Collier,77,28,0,45,4
El Paso,3,Attorney General,,DEM,Justin Nelson,214,94,0,105,15
El Paso,3,Comptroller Of Public Accounts,,DEM,Joi Chevalier,90,39,0,41,10
El Paso,3,Comptroller Of Public Accounts,,DEM,Tim Mahoney,139,60,0,73,6
El Paso,3,Commissioner Of General Land Office,,DEM,Miguel Suazo,170,74,0,84,12
El Paso,3,Commissioner Of General Land Office,,DEM,Tex Morgan,63,27,0,32,4
El Paso,3,Commissioner Of Agriculture,,DEM,Kim Olson,218,95,0,107,16
El Paso,3,Railroad Commissioner,,DEM,Roman Mcallen,140,57,0,75,8
El Paso,3,Railroad Commissioner,,DEM,Chris Spellmon,80,41,0,33,6
El Paso,3,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,207,90,0,101,16
El Paso,3,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,204,87,0,101,16
El Paso,3,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,205,90,0,99,16
El Paso,3,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,208,89,0,103,16
El Paso,3,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,208,91,0,102,15
El Paso,3,State Representative,78,DEM,Joe Moody,222,100,0,105,17
El Paso,3,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,218,97,0,106,15
El Paso,3,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,211,94,0,102,15
El Paso,3,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,213,92,0,106,15
El Paso,3,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,213,95,0,103,15
El Paso,3,District Judge 171st Judicial District,,DEM,Bonnie Rangel,200,87,0,98,15
El Paso,3,District Judge 205th Judicial District,,DEM,Francisco X Domingue,214,89,0,110,15
El Paso,3,District Judge 210th Judicial District,,DEM,Alyssa G Perez,174,72,0,87,15
El Paso,3,District Judge 210th Judicial District,,DEM,Monique Velarde,68,32,0,35,1
El Paso,3,District Judge 243rd Judicial District,,DEM,Selena Solis,106,49,0,52,5
El Paso,3,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,48,15,0,28,5
El Paso,3,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,23,9,0,14,0
El Paso,3,District Judge 243rd Judicial District,,DEM,Luis Aguilar,65,32,0,26,7
El Paso,3,District Judge 327th Judicial District,,DEM,Linda Yee Chew,205,88,0,103,14
El Paso,3,El Paso County Judge,,DEM,Ricardo Samaniego,69,30,0,34,5
El Paso,3,El Paso County Judge,,DEM,John Cook,129,62,0,60,7
El Paso,3,El Paso County Judge,,DEM,Laura Enriquez,56,19,0,31,6
El Paso,3,Judge County Court At Law 1,,DEM,Ruth Reyes,142,59,0,76,7
El Paso,3,Judge County Court At Law 1,,DEM,Ruben Nunez,98,44,0,42,12
El Paso,3,Judge County Court At Law 2,,DEM,Julie Gonzalez,206,92,0,99,15
El Paso,3,Judge County Court At Law 3,,DEM,Javier Alvarez,204,91,0,101,12
El Paso,3,Judge County Court At Law 4,,DEM,Alex Gonzalez,191,86,0,92,13
El Paso,3,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,63,25,0,34,4
El Paso,3,Judge County Court At Law 5,,DEM,Jesus Rodriguez,91,46,0,38,7
El Paso,3,Judge County Court At Law 5,,DEM,Mike Herrera,49,18,0,28,3
El Paso,3,Judge County Court At Law 5,,DEM,Danny Razo,39,19,0,19,1
El Paso,3,Judge County Court At Law 6,,DEM,M Sue Kurita,202,89,0,100,13
El Paso,3,Judge County Court At Law 7,,DEM,Patsy Lopez,115,58,0,54,3
El Paso,3,Judge County Court At Law 7,,DEM,Ruben Morales,123,48,0,63,12
El Paso,3,Judge County Criminal Court 1,,DEM,Alma Trejo,209,90,0,106,13
El Paso,3,Judge County Criminal Court 2,,DEM,Robert S Anchondo,199,89,0,99,11
El Paso,3,Judge County Probate Court 1,,DEM,Patricia B Chew,170,74,0,83,13
El Paso,3,Judge County Probate Court 1,,DEM,Darron Powell,67,32,0,31,4
El Paso,3,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,199,88,0,98,13
El Paso,3,District Clerk,,DEM,Norma Favela Barcele,200,92,0,95,13
El Paso,3,County Clerk,,DEM,Delia Briones,214,97,0,104,13
El Paso,3,County Commissioner 4,,DEM,Carl L Robinson,192,86,0,94,12
El Paso,3,Justice Of The Peace 7,,DEM,Stephanie Frietze,162,73,0,80,9
El Paso,3,Justice Of The Peace 7,,DEM,James W Wolff,75,33,0,36,6
El Paso,3,County Chairman,,DEM,Iliana Holguin,203,91,0,99,13
El Paso,3,Referendum 1,,DEM,For (A Favor),247,110,0,122,15
El Paso,3,Referendum 1,,DEM,Against (En Contra),18,9,0,8,1
El Paso,3,Referendum 2,,DEM,For (A Favor),242,108,0,119,15
El Paso,3,Referendum 2,,DEM,Against (En Contra),21,8,0,11,2
El Paso,3,Referendum 3,,DEM,For (A Favor),241,105,0,122,14
El Paso,3,Referendum 3,,DEM,Against (En Contra),25,14,0,8,3
El Paso,3,Referendum 4,,DEM,For (A Favor),252,111,0,125,16
El Paso,3,Referendum 4,,DEM,Against (En Contra),14,8,0,5,1
El Paso,3,Referendum 5,,DEM,For (A Favor),239,105,0,119,15
El Paso,3,Referendum 5,,DEM,Against (En Contra),21,10,0,9,2
El Paso,3,Referendum 6,,DEM,For (A Favor),253,112,0,124,17
El Paso,3,Referendum 6,,DEM,Against (En Contra),9,5,0,4,0
El Paso,3,Referendum 7,,DEM,For (A Favor),250,108,0,125,17
El Paso,3,Referendum 7,,DEM,Against (En Contra),15,10,0,5,0
El Paso,3,Referendum 8,,DEM,For (A Favor),233,103,0,114,16
El Paso,3,Referendum 8,,DEM,Against (En Contra),31,13,0,15,3
El Paso,3,Referendum 9,,DEM,For (A Favor),235,101,0,116,18
El Paso,3,Referendum 9,,DEM,Against (En Contra),29,15,0,13,1
El Paso,3,Referendum 10,,DEM,For (A Favor),247,107,0,123,17
El Paso,3,Referendum 10,,DEM,Against (En Contra),16,9,0,5,2
El Paso,3,Referendum 11,,DEM,For (A Favor),236,100,0,119,17
El Paso,3,Referendum 11,,DEM,Against (En Contra),25,14,0,9,2
El Paso,3,Referendum 12,,DEM,For (A Favor),252,109,0,127,16
El Paso,3,Referendum 12,,DEM,Against (En Contra),11,7,0,1,3
El Paso,4,U.S. Senate,,REP,Mary Miller,1,0,0,1,0
El Paso,4,U.S. Senate,,REP,Stefano De Stefano,1,0,0,1,0
El Paso,4,U.S. Senate,,REP,Ted Cruz,54,22,0,28,4
El Paso,4,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0
El Paso,4,U.S. Senate,,REP,Bruce Jacobson Jr,3,1,0,2,0
El Paso,4,U.S. House,16,REP,Alia Garcia-Ureste,12,3,0,6,3
El Paso,4,U.S. House,16,REP,Rick Seeberger,45,19,0,25,1
El Paso,4,Governor,,REP,Greg Abbott,56,22,0,30,4
El Paso,4,Governor,,REP,Barbara Krueger,4,1,0,3,0
El Paso,4,Governor,,REP,Secede Kilgore,0,0,0,0,0
El Paso,4,Lieutenant Governor,,REP,Dan Patrick,47,20,0,24,3
El Paso,4,Lieutenant Governor,,REP,Scott Milder,8,0,0,7,1
El Paso,4,Attorney General,,REP,Ken Paxton,54,20,0,30,4
El Paso,4,Comptroller Of Public Accounts,,REP,Glenn Hegar,51,17,0,30,4
El Paso,4,Commissioner Of General Land Office,,REP,Jerry Patterson,18,8,0,7,3
El Paso,4,Commissioner Of General Land Office,,REP,Rick Range,3,1,0,2,0
El Paso,4,Commissioner Of General Land Office,,REP,Davey Edwards,2,0,0,2,0
El Paso,4,Commissioner Of General Land Office,,REP,George P Bush,33,13,0,19,1
El Paso,4,Commissioner Of Agriculture,,REP,Trey Blocker,19,8,0,8,3
El Paso,4,Commissioner Of Agriculture,,REP,Jim Hogan,13,4,0,9,0
El Paso,4,Commissioner Of Agriculture,,REP,Sid Miller,20,7,0,12,1
El Paso,4,Railroad Commissioner,,REP,Christi Craddick,33,15,0,15,3
El Paso,4,Railroad Commissioner,,REP,Weston Martinez,18,3,0,14,1
El Paso,4,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,48,17,0,27,4
El Paso,4,"Justice, Supreme Court, Place 4",,REP,John Devine,47,16,0,27,4
El Paso,4,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,47,16,0,27,4
El Paso,4,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,21,9,0,10,2
El Paso,4,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,28,8,0,18,2
El Paso,4,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,47,15,0,28,4
El Paso,4,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,27,10,0,15,2
El Paso,4,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,16,6,0,8,2
El Paso,4,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,6,1,0,5,0
El Paso,4,State Representative,78,REP,Jeffrey Lane,48,16,0,28,4
El Paso,4,County Commissioner 4,,REP,Andrew R Haggerty,53,19,0,30,4
El Paso,4,Justice Of The Peace 7,,REP,Crystal Urquidi,6,2,0,3,1
El Paso,4,Justice Of The Peace 7,,REP,Ida Gardner,45,16,0,26,3
El Paso,4,Justice Of The Peace 7,,REP,Kelly Dickson,11,5,0,6,0
El Paso,4,County Chairman,,REP,Adolpho R Telles,45,13,0,28,4
El Paso,4,Proposition 1,,REP,For (A Favor),48,18,0,28,2
El Paso,4,Proposition 1,,REP,Against (En Contra),9,3,0,4,2
El Paso,4,Proposition 2,,REP,For (A Favor),57,21,0,32,4
El Paso,4,Proposition 2,,REP,Against (En Contra),4,1,0,3,0
El Paso,4,Proposition 3,,REP,For (A Favor),53,20,0,30,3
El Paso,4,Proposition 3,,REP,Against (En Contra),7,2,0,4,1
El Paso,4,Proposition 4,,REP,For (A Favor),54,21,0,30,3
El Paso,4,Proposition 4,,REP,Against (En Contra),8,2,0,5,1
El Paso,4,Proposition 5,,REP,For (A Favor),58,21,0,33,4
El Paso,4,Proposition 5,,REP,Against (En Contra),3,2,0,1,0
El Paso,4,Proposition 6,,REP,For (A Favor),60,22,0,35,3
El Paso,4,Proposition 6,,REP,Against (En Contra),2,1,0,0,1
El Paso,4,Proposition 7,,REP,For (A Favor),48,20,0,25,3
El Paso,4,Proposition 7,,REP,Against (En Contra),12,2,0,9,1
El Paso,4,Proposition 8,,REP,For (A Favor),60,23,0,34,3
El Paso,4,Proposition 8,,REP,Against (En Contra),3,1,0,1,1
El Paso,4,Proposition 9,,REP,For (A Favor),58,22,0,32,4
El Paso,4,Proposition 9,,REP,Against (En Contra),5,2,0,3,0
El Paso,4,Proposition 10,,REP,For (A Favor),58,21,0,33,4
El Paso,4,Proposition 10,,REP,Against (En Contra),3,1,0,2,0
El Paso,4,Proposition 11,,REP,For (A Favor),56,20,0,32,4
El Paso,4,Proposition 11,,REP,Against (En Contra),5,2,0,3,0
El Paso,4,U.S. Senate,,DEM,Sema Hernandez,7,4,0,3,0
El Paso,4,U.S. Senate,,DEM,Beto O'Rourke,148,65,0,76,7
El Paso,4,U.S. Senate,,DEM,Edward Kimbrough,9,3,0,5,1
El Paso,4,U.S. House,16,DEM,Dori Fenenbock,46,18,0,28,0
El Paso,4,U.S. House,16,DEM,Veronica Escobar,92,40,0,47,5
El Paso,4,U.S. House,16,DEM,Norma Chavez,9,4,0,5,0
El Paso,4,U.S. House,16,DEM,John Carrillo,4,1,0,1,2
El Paso,4,U.S. House,16,DEM,Jerome Tilghman,5,2,0,2,1
El Paso,4,U.S. House,16,DEM,Enrique Garcia,15,8,0,7,0
El Paso,4,Governor,,DEM,Lupe Valdez,63,25,0,35,3
El Paso,4,Governor,,DEM,Adrian Ocegueda,18,10,0,8,0
El Paso,4,Governor,,DEM,Jeffrey Payne,13,5,0,6,2
El Paso,4,Governor,,DEM,James Jolly Clark,5,3,0,2,0
El Paso,4,Governor,,DEM,Joe Mumbach,5,1,0,3,1
El Paso,4,Governor,,DEM,Grady Yarbrough,7,5,0,2,0
El Paso,4,Governor,,DEM,Cedric Davis Sr,2,2,0,0,0
El Paso,4,Governor,,DEM,Andrew White,29,8,0,19,2
El Paso,4,Governor,,DEM,Tom Wakely,4,1,0,3,0
El Paso,4,Lieutenant Governor,,DEM,Michael Cooper,86,36,0,43,7
El Paso,4,Lieutenant Governor,,DEM,Mike Collier,51,21,0,29,1
El Paso,4,Attorney General,,DEM,Justin Nelson,118,49,0,66,3
El Paso,4,Comptroller Of Public Accounts,,DEM,Joi Chevalier,67,26,0,38,3
El Paso,4,Comptroller Of Public Accounts,,DEM,Tim Mahoney,67,28,0,36,3
El Paso,4,Commissioner Of General Land Office,,DEM,Miguel Suazo,96,43,0,48,5
El Paso,4,Commissioner Of General Land Office,,DEM,Tex Morgan,39,13,0,24,2
El Paso,4,Commissioner Of Agriculture,,DEM,Kim Olson,109,44,0,61,4
El Paso,4,Railroad Commissioner,,DEM,Roman Mcallen,86,33,0,49,4
El Paso,4,Railroad Commissioner,,DEM,Chris Spellmon,43,19,0,21,3
El Paso,4,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,110,44,0,62,4
El Paso,4,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,108,43,0,61,4
El Paso,4,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,109,43,0,62,4
El Paso,4,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,111,45,0,62,4
El Paso,4,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,108,42,0,62,4
El Paso,4,State Representative,78,DEM,Joe Moody,122,50,0,67,5
El Paso,4,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,113,45,0,64,4
El Paso,4,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,111,43,0,64,4
El Paso,4,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,113,44,0,65,4
El Paso,4,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,111,45,0,62,4
El Paso,4,District Judge 171st Judicial District,,DEM,Bonnie Rangel,110,42,0,64,4
El Paso,4,District Judge 205th Judicial District,,DEM,Francisco X Domingue,111,42,0,65,4
El Paso,4,District Judge 210th Judicial District,,DEM,Alyssa G Perez,87,36,0,45,6
El Paso,4,District Judge 210th Judicial District,,DEM,Monique Velarde,53,22,0,30,1
El Paso,4,District Judge 243rd Judicial District,,DEM,Selena Solis,58,27,0,26,5
El Paso,4,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,32,8,0,24,0
El Paso,4,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,15,10,0,4,1
El Paso,4,District Judge 243rd Judicial District,,DEM,Luis Aguilar,30,13,0,16,1
El Paso,4,District Judge 327th Judicial District,,DEM,Linda Yee Chew,110,41,0,65,4
El Paso,4,El Paso County Judge,,DEM,Ricardo Samaniego,31,13,0,16,2
El Paso,4,El Paso County Judge,,DEM,John Cook,81,34,0,44,3
El Paso,4,El Paso County Judge,,DEM,Laura Enriquez,48,22,0,24,2
El Paso,4,Judge County Court At Law 1,,DEM,Ruth Reyes,87,45,0,39,3
El Paso,4,Judge County Court At Law 1,,DEM,Ruben Nunez,62,16,0,42,4
El Paso,4,Judge County Court At Law 2,,DEM,Julie Gonzalez,114,44,0,66,4
El Paso,4,Judge County Court At Law 3,,DEM,Javier Alvarez,114,45,0,65,4
El Paso,4,Judge County Court At Law 4,,DEM,Alex Gonzalez,114,47,0,63,4
El Paso,4,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,35,14,0,18,3
El Paso,4,Judge County Court At Law 5,,DEM,Jesus Rodriguez,57,20,0,35,2
El Paso,4,Judge County Court At Law 5,,DEM,Mike Herrera,36,17,0,18,1
El Paso,4,Judge County Court At Law 5,,DEM,Danny Razo,23,13,0,9,1
El Paso,4,Judge County Court At Law 6,,DEM,M Sue Kurita,117,48,0,65,4
El Paso,4,Judge County Court At Law 7,,DEM,Patsy Lopez,60,22,0,34,4
El Paso,4,Judge County Court At Law 7,,DEM,Ruben Morales,81,34,0,44,3
El Paso,4,Judge County Criminal Court 1,,DEM,Alma Trejo,112,45,0,63,4
El Paso,4,Judge County Criminal Court 2,,DEM,Robert S Anchondo,114,47,0,63,4
El Paso,4,Judge County Probate Court 1,,DEM,Patricia B Chew,113,45,0,63,5
El Paso,4,Judge County Probate Court 1,,DEM,Darron Powell,35,14,0,19,2
El Paso,4,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,113,44,0,65,4
El Paso,4,District Clerk,,DEM,Norma Favela Barcele,113,44,0,65,4
El Paso,4,County Clerk,,DEM,Delia Briones,115,47,0,64,4
El Paso,4,County Commissioner 4,,DEM,Carl L Robinson,104,41,0,59,4
El Paso,4,Justice Of The Peace 7,,DEM,Stephanie Frietze,100,43,0,53,4
El Paso,4,Justice Of The Peace 7,,DEM,James W Wolff,40,14,0,22,4
El Paso,4,County Chairman,,DEM,Iliana Holguin,109,44,0,61,4
El Paso,4,Referendum 1,,DEM,For (A Favor),149,66,0,75,8
El Paso,4,Referendum 1,,DEM,Against (En Contra),15,6,0,9,0
El Paso,4,Referendum 2,,DEM,For (A Favor),148,65,0,75,8
El Paso,4,Referendum 2,,DEM,Against (En Contra),16,6,0,10,0
El Paso,4,Referendum 3,,DEM,For (A Favor),141,62,0,71,8
El Paso,4,Referendum 3,,DEM,Against (En Contra),24,11,0,13,0
El Paso,4,Referendum 4,,DEM,For (A Favor),143,63,0,72,8
El Paso,4,Referendum 4,,DEM,Against (En Contra),23,9,0,14,0
El Paso,4,Referendum 5,,DEM,For (A Favor),139,59,0,72,8
El Paso,4,Referendum 5,,DEM,Against (En Contra),23,11,0,12,0
El Paso,4,Referendum 6,,DEM,For (A Favor),160,70,0,82,8
El Paso,4,Referendum 6,,DEM,Against (En Contra),7,3,0,4,0
El Paso,4,Referendum 7,,DEM,For (A Favor),147,64,0,76,7
El Paso,4,Referendum 7,,DEM,Against (En Contra),18,8,0,9,1
El Paso,4,Referendum 8,,DEM,For (A Favor),132,58,0,68,6
El Paso,4,Referendum 8,,DEM,Against (En Contra),31,13,0,17,1
El Paso,4,Referendum 9,,DEM,For (A Favor),138,60,0,71,7
El Paso,4,Referendum 9,,DEM,Against (En Contra),23,10,0,13,0
El Paso,4,Referendum 10,,DEM,For (A Favor),146,63,0,76,7
El Paso,4,Referendum 10,,DEM,Against (En Contra),16,7,0,9,0
El Paso,4,Referendum 11,,DEM,For (A Favor),148,63,0,78,7
El Paso,4,Referendum 11,,DEM,Against (En Contra),13,6,0,7,0
El Paso,4,Referendum 12,,DEM,For (A Favor),154,66,0,81,7
El Paso,4,Referendum 12,,DEM,Against (En Contra),8,4,0,4,0
El Paso,5,U.S. Senate,,REP,Mary Miller,9,6,0,3,0
El Paso,5,U.S. Senate,,REP,Stefano De Stefano,2,1,0,1,0
El Paso,5,U.S. Senate,,REP,Ted Cruz,181,84,0,94,3
El Paso,5,U.S. Senate,,REP,Geraldine Sam,3,3,0,0,0
El Paso,5,U.S. Senate,,REP,Bruce Jacobson Jr,7,3,0,3,1
El Paso,5,U.S. House,16,REP,Alia Garcia-Ureste,58,28,0,30,0
El Paso,5,U.S. House,16,REP,Rick Seeberger,132,60,0,68,4
El Paso,5,Governor,,REP,Greg Abbott,188,91,0,93,4
El Paso,5,Governor,,REP,Barbara Krueger,10,4,0,6,0
El Paso,5,Governor,,REP,Secede Kilgore,4,2,0,2,0
El Paso,5,Lieutenant Governor,,REP,Dan Patrick,163,74,0,85,4
El Paso,5,Lieutenant Governor,,REP,Scott Milder,27,14,0,13,0
El Paso,5,Attorney General,,REP,Ken Paxton,163,79,0,81,3
El Paso,5,Comptroller Of Public Accounts,,REP,Glenn Hegar,161,77,0,80,4
El Paso,5,Commissioner Of General Land Office,,REP,Jerry Patterson,55,28,0,26,1
El Paso,5,Commissioner Of General Land Office,,REP,Rick Range,15,8,0,7,0
El Paso,5,Commissioner Of General Land Office,,REP,Davey Edwards,11,4,0,7,0
El Paso,5,Commissioner Of General Land Office,,REP,George P Bush,110,51,0,56,3
El Paso,5,Commissioner Of Agriculture,,REP,Trey Blocker,52,30,0,20,2
El Paso,5,Commissioner Of Agriculture,,REP,Jim Hogan,59,28,0,31,0
El Paso,5,Commissioner Of Agriculture,,REP,Sid Miller,64,27,0,35,2
El Paso,5,Railroad Commissioner,,REP,Christi Craddick,98,42,0,54,2
El Paso,5,Railroad Commissioner,,REP,Weston Martinez,78,39,0,37,2
El Paso,5,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,148,71,0,73,4
El Paso,5,"Justice, Supreme Court, Place 4",,REP,John Devine,150,72,0,74,4
El Paso,5,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,145,70,0,71,4
El Paso,5,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,79,35,0,43,1
El Paso,5,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,92,44,0,45,3
El Paso,5,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,139,71,0,65,3
El Paso,5,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,74,37,0,35,2
El Paso,5,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,74,30,0,43,1
El Paso,5,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,16,9,0,6,1
El Paso,5,State Representative,78,REP,Jeffrey Lane,148,69,0,75,4
El Paso,5,County Commissioner 4,,REP,Andrew R Haggerty,157,78,0,75,4
El Paso,5,Justice Of The Peace 7,,REP,Crystal Urquidi,36,15,0,20,1
El Paso,5,Justice Of The Peace 7,,REP,Ida Gardner,85,47,0,38,0
El Paso,5,Justice Of The Peace 7,,REP,Kelly Dickson,63,25,0,35,3
El Paso,5,County Chairman,,REP,Adolpho R Telles,142,65,0,73,4
El Paso,5,Proposition 1,,REP,For (A Favor),130,57,0,70,3
El Paso,5,Proposition 1,,REP,Against (En Contra),63,35,0,27,1
El Paso,5,Proposition 2,,REP,For (A Favor),179,82,0,93,4
El Paso,5,Proposition 2,,REP,Against (En Contra),20,12,0,8,0
El Paso,5,Proposition 3,,REP,For (A Favor),173,78,0,91,4
El Paso,5,Proposition 3,,REP,Against (En Contra),27,18,0,9,0
El Paso,5,Proposition 4,,REP,For (A Favor),184,85,0,96,3
El Paso,5,Proposition 4,,REP,Against (En Contra),15,9,0,5,1
El Paso,5,Proposition 5,,REP,For (A Favor),181,88,0,90,3
El Paso,5,Proposition 5,,REP,Against (En Contra),19,7,0,11,1
El Paso,5,Proposition 6,,REP,For (A Favor),193,89,0,100,4
El Paso,5,Proposition 6,,REP,Against (En Contra),10,8,0,2,0
El Paso,5,Proposition 7,,REP,For (A Favor),142,68,0,70,4
El Paso,5,Proposition 7,,REP,Against (En Contra),51,27,0,24,0
El Paso,5,Proposition 8,,REP,For (A Favor),192,92,0,96,4
El Paso,5,Proposition 8,,REP,Against (En Contra),10,5,0,5,0
El Paso,5,Proposition 9,,REP,For (A Favor),176,83,0,90,3
El Paso,5,Proposition 9,,REP,Against (En Contra),27,14,0,12,1
El Paso,5,Proposition 10,,REP,For (A Favor),191,91,0,96,4
El Paso,5,Proposition 10,,REP,Against (En Contra),7,2,0,5,0
El Paso,5,Proposition 11,,REP,For (A Favor),170,78,0,88,4
El Paso,5,Proposition 11,,REP,Against (En Contra),30,18,0,12,0
El Paso,5,U.S. Senate,,DEM,Sema Hernandez,42,15,0,22,5
El Paso,5,U.S. Senate,,DEM,Beto O'Rourke,603,267,0,304,32
El Paso,5,U.S. Senate,,DEM,Edward Kimbrough,35,18,0,17,0
