county,precinct,office,district,party,candidate,votes,mail,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,early_voting,election_day
Hill,PCT 24,Proposition #3,,DEM,No,2,0,0,0,1,1,0,2
Hill,PCT 24,Proposition #4,,DEM,Yes,78,7,7,9,16,39,16,55
Hill,PCT 24,Proposition #4,,DEM,No,3,0,0,1,1,1,1,2
Hill,PCT 24,Proposition #5,,DEM,Yes,78,7,7,10,15,39,17,54
Hill,PCT 24,Proposition #5,,DEM,No,2,0,0,0,2,0,0,2
Hill,PCT 24,Proposition #6,,DEM,Yes,80,7,8,10,17,38,18,55
Hill,PCT 24,Proposition #6,,DEM,No,2,0,0,0,1,1,0,2
Hill,PCT 24,Proposition #7,,DEM,Yes,76,7,8,9,14,38,17,52
Hill,PCT 24,Proposition #7,,DEM,No,5,0,0,1,2,2,1,4
Hill,PCT 24,Proposition #8,,DEM,Yes,77,7,8,9,14,39,17,53
Hill,PCT 24,Proposition #8,,DEM,No,7,0,0,1,4,2,1,6
Hill,PCT 24,Proposition #9,,DEM,Yes,78,7,8,9,15,39,17,54
Hill,PCT 24,Proposition #9,,DEM,No,6,0,0,1,3,2,1,5
Hill,PCT 24,Proposition #10,,DEM,Yes,76,7,8,9,15,37,17,52
Hill,PCT 24,Proposition #10,,DEM,No,5,0,0,1,2,2,1,4
Hill,PCT 24,Proposition #11,,DEM,Yes,74,7,7,9,13,38,16,51
Hill,PCT 24,Proposition #11,,DEM,No,6,0,1,0,4,1,1,5
Hill,PCT 27,Registered Voters,,,,746,,,,,,0,0
Hill,PCT 27,Ballots Cast,,DEM,,48,5,5,2,36,0,7,36
Hill,PCT 27,President,,DEM,Bernie Sanders,10,2,1,0,7,0,1,7
Hill,PCT 27,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Michael R. Bloomberg,9,2,2,1,4,0,3,4
Hill,PCT 27,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Elizabeth Warren,1,0,0,0,1,0,0,1
Hill,PCT 27,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Pete Buttigieg,1,0,1,0,0,0,1,0
Hill,PCT 27,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 27,President,,DEM,Joseph R. Biden,27,1,1,1,24,0,2,24
Hill,PCT 27,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 27,U.S. Senate,,DEM,Royce West,15,2,2,0,11,0,2,11
Hill,PCT 27,U.S. Senate,,DEM,D. R. Hunter,2,0,0,0,2,0,0,2
Hill,PCT 27,U.S. Senate,,DEM,Michael Cooper,3,0,1,0,2,0,1,2
Hill,PCT 27,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,1,0,0,1,0
Hill,PCT 27,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0,0,0,0,0
Hill,PCT 27,U.S. Senate,,DEM,Sema Hernandez,2,0,1,0,1,0,1,1
Hill,PCT 27,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 27,U.S. Senate,,DEM,Mary (MJ) Hegar,12,2,1,0,9,0,1,9
Hill,PCT 27,U.S. Senate,,DEM,Amanda K. Edwards,2,0,0,0,2,0,0,2
Hill,PCT 27,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 27,U.S. Senate,,DEM,Chris Bell,4,0,0,1,3,0,1,3
Hill,PCT 27,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,0,0,0,3,0,0,3
Hill,PCT 27,U.S. House,25,DEM,Julie Oliver,30,4,3,1,22,0,4,22
Hill,PCT 27,U.S. House,25,DEM,Heidi Sloan,12,1,1,1,9,0,2,9
Hill,PCT 27,Railroad Commissioner,,DEM,Mark Watson,17,2,1,0,14,0,1,14
Hill,PCT 27,Railroad Commissioner,,DEM,Kelly Stone,11,0,2,0,9,0,2,9
Hill,PCT 27,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",6,2,0,0,4,0,0,4
Hill,PCT 27,Railroad Commissioner,,DEM,Chrysta Castaneda,4,0,1,2,1,0,3,1
Hill,PCT 27,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,10,1,2,0,7,0,2,7
Hill,PCT 27,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,29,3,2,2,22,0,4,22
Hill,PCT 27,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,29,2,3,1,23,0,4,23
Hill,PCT 27,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,11,2,1,1,7,0,2,7
Hill,PCT 27,"Justice, Supreme Court, P7",,DEM,Staci Williams,28,4,3,2,19,0,5,19
Hill,PCT 27,"Justice, Supreme Court, P7",,DEM,Brandy Voss,12,0,1,0,11,0,1,11
Hill,PCT 27,"Justice, Supreme Court, P8",,DEM,Peter Kelly,20,2,2,0,16,0,2,16
Hill,PCT 27,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,18,2,1,2,13,0,3,13
Hill,PCT 27,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,29,3,3,1,22,0,4,22
Hill,PCT 27,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,3,0,0,1,2,0,1,2
Hill,PCT 27,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,7,1,1,0,5,0,1,5
Hill,PCT 27,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,32,4,1,2,25,0,3,25
Hill,PCT 27,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,8,0,3,0,5,0,3,5
Hill,PCT 27,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,37,4,3,2,28,0,5,28
Hill,PCT 27,"Member, State BoE Dist 14",,DEM,Greg Alvord,37,4,3,2,28,0,5,28
Hill,PCT 27,County Chair,,DEM,Thomas Hanson,38,4,3,2,29,0,5,29
Hill,PCT 27,Proposition #1,,DEM,Yes,41,5,4,2,30,0,6,30
Hill,PCT 27,Proposition #1,,DEM,No,2,0,1,0,1,0,1,1
Hill,PCT 27,Proposition #2,,DEM,Yes,41,5,5,2,29,0,7,29
Hill,PCT 27,Proposition #2,,DEM,No,2,0,0,0,2,0,0,2
Hill,PCT 27,Proposition #3,,DEM,Yes,42,5,5,1,31,0,6,31
Hill,PCT 27,Proposition #3,,DEM,No,1,0,0,1,0,0,1,0
Hill,PCT 27,Proposition #4,,DEM,Yes,40,5,4,2,29,0,6,29
Hill,PCT 27,Proposition #4,,DEM,No,2,0,0,0,2,0,0,2
Hill,PCT 27,Proposition #5,,DEM,Yes,42,5,5,2,30,0,7,30
Hill,PCT 27,Proposition #5,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 27,Proposition #6,,DEM,Yes,40,5,5,1,29,0,6,29
Hill,PCT 27,Proposition #6,,DEM,No,3,0,0,1,2,0,1,2
Hill,PCT 27,Proposition #7,,DEM,Yes,41,5,5,2,29,0,7,29
Hill,PCT 27,Proposition #7,,DEM,No,2,0,0,0,2,0,0,2
Hill,PCT 27,Proposition #8,,DEM,Yes,42,5,5,2,30,0,7,30
Hill,PCT 27,Proposition #8,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 27,Proposition #9,,DEM,Yes,42,5,5,2,30,0,7,30
Hill,PCT 27,Proposition #9,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 27,Proposition #10,,DEM,Yes,42,5,5,2,30,0,7,30
Hill,PCT 27,Proposition #10,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 27,Proposition #11,,DEM,Yes,35,5,3,1,26,0,4,26
Hill,PCT 27,Proposition #11,,DEM,No,7,0,2,1,4,0,3,4
Hill,PCT 2,Ballots Cast,,REP,,240,2,54,83,40,61,137,101
Hill,PCT 2,President,,REP,Joe Walsh,2,0,1,1,0,0,2,0
Hill,PCT 2,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 2,President,,REP,Donald J. Trump,226,2,52,80,36,56,132,92
Hill,PCT 2,President,,REP,Bill Weld,3,0,0,0,3,0,0,3
Hill,PCT 2,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 2,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 2,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,0,1,0,0,1
Hill,PCT 2,President,,REP,Uncommitted,6,0,0,2,0,4,2,4
Hill,PCT 2,U.S. Senate,,REP,John Anthony Castro,10,0,2,2,3,3,4,6
Hill,PCT 2,U.S. Senate,,REP,Mark Yancey,11,0,2,4,4,1,6,5
Hill,PCT 2,U.S. Senate,,REP,Virgil Bierschwale,2,0,1,0,0,1,1,1
Hill,PCT 2,U.S. Senate,,REP,Dwayne Stovall,17,0,5,5,3,4,10,7
Hill,PCT 2,U.S. Senate,,REP,John Cornyn,176,2,41,63,30,40,104,70
Hill,PCT 2,U.S. House,,REP,Roger Williams,191,2,48,69,32,40,117,72
Hill,PCT 2,U.S. House,,REP,Keith Neuendorff,18,0,1,4,5,8,5,13
Hill,PCT 2,Railroad Commissioner,,REP,Ryan Sitton,86,0,26,31,13,16,57,29
Hill,PCT 2,Railroad Commissioner,,REP,"James ""Jim"" Wright",112,2,20,41,22,27,61,49
Hill,PCT 2,"Chief Justice, Supreme Court",,REP,Nathan Hecht,188,2,47,66,32,41,113,73
Hill,PCT 2,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,183,2,45,61,32,43,106,75
Hill,PCT 2,"Justice, Supreme Court, P7",,REP,Jeff Boyd,182,2,46,60,31,43,106,74
Hill,PCT 2,"Justice, Supreme Court, P8",,REP,Brett Busby,181,2,46,59,31,43,105,74
Hill,PCT 2,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,88,0,17,32,16,23,49,39
Hill,PCT 2,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,99,2,27,33,16,21,60,37
Hill,PCT 2,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,182,2,45,60,32,43,105,75
Hill,PCT 2,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,181,2,46,58,32,43,104,75
Hill,PCT 2,"Member, State BoE Dist 14",,REP,Maria Y. Berry,68,0,17,29,5,17,46,22
Hill,PCT 2,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,118,2,29,35,26,26,64,52
Hill,PCT 2,State Senate,,REP,Brian Birdwell,195,2,47,62,35,49,109,84
Hill,PCT 2,State Representative,,REP,Cody Harris,204,2,46,70,36,50,116,86
Hill,PCT 2,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,184,2,47,60,32,43,107,75
Hill,PCT 2,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,184,2,46,61,32,43,107,75
Hill,PCT 2,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,202,2,45,68,35,52,113,87
Hill,PCT 2,County Attorney,,REP,R. David Holmes,202,2,45,70,34,51,115,85
Hill,PCT 2,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,196,2,44,66,35,49,110,84
Hill,PCT 2,Sheriff,,REP,Rodney B. Watson,170,2,38,57,28,45,95,73
Hill,PCT 2,Sheriff,,REP,Armando Castro,18,0,5,7,4,2,12,6
Hill,PCT 2,Sheriff,,REP,Coy E. West Jr.,18,0,3,10,2,3,13,5
Hill,PCT 2,Sheriff,,REP,David Niederhaus,28,0,7,7,6,8,14,14
Hill,PCT 2,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,202,2,47,67,34,52,114,86
Hill,PCT 2,"Constable, Precinct No. 2",,REP,Justin Girsh,203,2,47,68,36,50,115,86
Hill,PCT 2,County Chair,,REP,Will Orr,198,2,46,63,38,49,109,87
Hill,PCT 2,Proposition 1 REP,,REP,Yes,194,2,45,70,27,50,115,77
Hill,PCT 2,Proposition 1 REP,,REP,No,42,0,8,12,12,10,20,22
Hill,PCT 2,Proposition 2 REP,,REP,Yes,192,2,45,65,29,51,110,80
Hill,PCT 2,Proposition 2 REP,,REP,No,41,0,6,17,10,8,23,18
Hill,PCT 2,Proposition 3 REP,,REP,Yes,214,2,50,76,32,54,126,86
Hill,PCT 2,Proposition 3 REP,,REP,No,17,0,1,4,7,5,5,12
Hill,PCT 2,Proposition 4 REP,,REP,Yes,215,2,49,78,31,55,127,86
Hill,PCT 2,Proposition 4 REP,,REP,No,19,0,3,4,8,4,7,12
Hill,PCT 2,Proposition 5 REP,,REP,Yes,203,2,45,71,32,53,116,85
Hill,PCT 2,Proposition 5 REP,,REP,No,25,0,6,7,7,5,13,12
Hill,PCT 2,Proposition 6 REP,,REP,Yes,211,2,48,72,31,58,120,89
Hill,PCT 2,Proposition 6 REP,,REP,No,18,0,3,6,8,1,9,9
Hill,PCT 2,Proposition 7 REP,,REP,Yes,224,2,50,79,35,58,129,93
Hill,PCT 2,Proposition 7 REP,,REP,No,8,0,1,3,3,1,4,4
Hill,PCT 2,Proposition 8 REP,,REP,Yes,221,2,47,81,34,57,128,91
Hill,PCT 2,Proposition 8 REP,,REP,No,9,0,3,1,4,1,4,5
Hill,PCT 2,Proposition 9 REP,,REP,Yes,219,2,50,78,33,56,128,89
Hill,PCT 2,Proposition 9 REP,,REP,No,14,0,2,4,5,3,6,8
Hill,PCT 2,Proposition 10 REP,,REP,Yes,214,2,48,76,34,54,124,88
Hill,PCT 2,Proposition 10 REP,,REP,No,16,0,4,5,4,3,9,7
Hill,PCT 3,Ballots Cast,,REP,,153,5,33,51,16,48,84,64
Hill,PCT 3,President,,REP,Joe Walsh,4,0,0,2,0,2,2,2
Hill,PCT 3,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 3,President,,REP,Donald J. Trump,134,5,31,44,13,41,75,54
Hill,PCT 3,President,,REP,Bill Weld,2,0,0,1,1,0,1,1
Hill,PCT 3,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 3,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 3,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,0,0,1,0,1
Hill,PCT 3,President,,REP,Uncommitted,7,0,2,2,1,2,4,3
Hill,PCT 3,U.S. Senate,,REP,John Anthony Castro,16,0,2,2,1,11,4,12
Hill,PCT 3,U.S. Senate,,REP,Mark Yancey,15,0,4,5,2,4,9,6
Hill,PCT 3,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Hill,PCT 3,U.S. Senate,,REP,Dwayne Stovall,10,1,2,4,1,2,6,3
Hill,PCT 3,U.S. Senate,,REP,John Cornyn,100,4,22,34,11,29,56,40
Hill,PCT 3,U.S. House,,REP,Roger Williams,122,4,25,42,12,39,67,51
Hill,PCT 3,U.S. House,,REP,Keith Neuendorff,17,0,5,4,2,6,9,8
Hill,PCT 3,Railroad Commissioner,,REP,Ryan Sitton,54,1,13,15,7,18,28,25
Hill,PCT 3,Railroad Commissioner,,REP,"James ""Jim"" Wright",78,4,15,27,7,25,42,32
Hill,PCT 3,"Chief Justice, Supreme Court",,REP,Nathan Hecht,130,4,28,42,12,44,70,56
Hill,PCT 3,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,124,4,27,40,12,41,67,53
Hill,PCT 3,"Justice, Supreme Court, P7",,REP,Jeff Boyd,129,4,29,41,13,42,70,55
Hill,PCT 3,"Justice, Supreme Court, P8",,REP,Brett Busby,125,4,26,40,14,41,66,55
Hill,PCT 3,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,59,3,11,22,4,19,33,23
Hill,PCT 3,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,69,2,15,20,10,22,35,32
Hill,PCT 3,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,125,4,28,40,12,41,68,53
Hill,PCT 3,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,128,4,28,41,13,42,69,55
Hill,PCT 3,"Member, State BoE Dist 14",,REP,Maria Y. Berry,58,0,11,19,8,20,30,28
Hill,PCT 3,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,71,5,14,26,6,20,40,26
Hill,PCT 3,State Senate,,REP,Brian Birdwell,127,4,27,42,14,40,69,54
Hill,PCT 3,State Representative,,REP,Cody Harris,131,4,30,43,13,41,73,54
Hill,PCT 3,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,122,4,27,38,13,40,65,53
Hill,PCT 3,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,119,4,26,38,11,40,64,51
Hill,PCT 3,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,122,4,25,42,13,38,67,51
Hill,PCT 3,County Attorney,,REP,R. David Holmes,124,4,26,40,12,42,66,54
Hill,PCT 3,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,126,4,26,43,13,40,69,53
Hill,PCT 3,Sheriff,,REP,Rodney B. Watson,104,5,25,31,13,30,56,43
Hill,PCT 3,Sheriff,,REP,Armando Castro,8,0,1,2,1,4,3,5
Hill,PCT 3,Sheriff,,REP,Coy E. West Jr.,14,0,2,5,1,6,7,7
Hill,PCT 3,Sheriff,,REP,David Niederhaus,21,0,4,11,0,6,15,6
Hill,PCT 3,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,130,4,27,45,13,41,72,54
Hill,PCT 3,"County Commissioner, PCT 3",,REP,Scotty Hawkins,127,4,27,43,12,41,70,53
Hill,PCT 3,"Constable, Precinct No. 3",,REP,Larry D. Armstrong,126,4,27,43,12,40,70,52
Hill,PCT 3,County Chair,,REP,Will Orr,128,1,25,45,15,42,70,57
Hill,PCT 3,Proposition 1 REP,,REP,Yes,122,5,26,42,12,37,68,49
Hill,PCT 3,Proposition 1 REP,,REP,No,28,0,6,8,3,11,14,14
Hill,PCT 3,Proposition 2 REP,,REP,Yes,118,4,26,41,11,36,67,47
Hill,PCT 3,Proposition 2 REP,,REP,No,31,1,6,9,4,11,15,15
Hill,PCT 3,Proposition 3 REP,,REP,Yes,140,5,30,45,14,46,75,60
Hill,PCT 3,Proposition 3 REP,,REP,No,7,0,1,5,0,1,6,1
Hill,PCT 3,Proposition 4 REP,,REP,Yes,132,5,29,48,10,40,77,50
Hill,PCT 3,Proposition 4 REP,,REP,No,13,0,2,1,4,6,3,10
Hill,PCT 3,Proposition 5 REP,,REP,Yes,128,5,26,44,13,40,70,53
Hill,PCT 3,Proposition 5 REP,,REP,No,18,0,3,6,2,7,9,9
Hill,PCT 3,Proposition 6 REP,,REP,Yes,135,4,28,47,14,42,75,56
Hill,PCT 3,Proposition 6 REP,,REP,No,12,1,3,3,1,4,6,5
Hill,PCT 3,Proposition 7 REP,,REP,Yes,142,5,27,49,15,46,76,61
Hill,PCT 3,Proposition 7 REP,,REP,No,3,0,3,0,0,0,3,0
Hill,PCT 3,Proposition 8 REP,,REP,Yes,143,5,31,49,14,44,80,58
Hill,PCT 3,Proposition 8 REP,,REP,No,4,0,0,0,1,3,0,4
Hill,PCT 3,Proposition 9 REP,,REP,Yes,138,5,29,46,15,43,75,58
Hill,PCT 3,Proposition 9 REP,,REP,No,7,0,2,2,0,3,4,3
Hill,PCT 3,Proposition 10 REP,,REP,Yes,141,5,26,48,14,48,74,62
Hill,PCT 3,Proposition 10 REP,,REP,No,7,0,5,2,0,0,7,0
Hill,PCT 4,Ballots Cast,,REP,,596,14,112,219,103,148,331,251
Hill,PCT 4,President,,REP,Joe Walsh,8,0,2,3,1,2,5,3
Hill,PCT 4,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 4,President,,REP,Donald J. Trump,545,14,99,203,94,135,302,229
Hill,PCT 4,President,,REP,Bill Weld,4,0,0,2,0,2,2,2
Hill,PCT 4,President,,REP,Bob Ely,2,0,0,1,1,0,1,1
Hill,PCT 4,President,,REP,Matthew John Matern,2,0,0,2,0,0,2,0
Hill,PCT 4,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,0,0,0,1,1,0,2
Hill,PCT 4,President,,REP,Uncommitted,20,0,5,6,2,7,11,9
Hill,PCT 4,U.S. Senate,,REP,John Anthony Castro,40,0,6,18,7,9,24,16
Hill,PCT 4,U.S. Senate,,REP,Mark Yancey,28,0,4,7,7,10,11,17
Hill,PCT 4,U.S. Senate,,REP,Virgil Bierschwale,6,0,0,5,0,1,5,1
Hill,PCT 4,U.S. Senate,,REP,Dwayne Stovall,53,0,11,16,15,11,27,26
Hill,PCT 4,U.S. Senate,,REP,John Cornyn,427,14,82,156,68,107,238,175
Hill,PCT 4,U.S. House,,REP,Roger Williams,467,9,93,181,79,105,274,184
Hill,PCT 4,U.S. House,,REP,Keith Neuendorff,71,3,10,21,13,24,31,37
Hill,PCT 4,Railroad Commissioner,,REP,Ryan Sitton,209,5,37,78,43,46,115,89
Hill,PCT 4,Railroad Commissioner,,REP,"James ""Jim"" Wright",295,7,61,104,42,81,165,123
Hill,PCT 4,"Chief Justice, Supreme Court",,REP,Nathan Hecht,461,12,84,174,70,121,258,191
Hill,PCT 4,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,443,12,82,166,68,115,248,183
Hill,PCT 4,"Justice, Supreme Court, P7",,REP,Jeff Boyd,447,12,84,169,69,113,253,182
Hill,PCT 4,"Justice, Supreme Court, P8",,REP,Brett Busby,444,12,85,165,69,113,250,182
Hill,PCT 4,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,220,4,42,81,37,56,123,93
Hill,PCT 4,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,254,8,48,91,41,66,139,107
Hill,PCT 4,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,439,12,83,167,66,111,250,177
Hill,PCT 4,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,443,12,82,169,67,113,251,180
Hill,PCT 4,"Member, State BoE Dist 14",,REP,Maria Y. Berry,193,3,34,73,37,46,107,83
Hill,PCT 4,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,284,9,59,101,43,72,160,115
Hill,PCT 4,State Senate,,REP,Brian Birdwell,467,13,89,178,71,116,267,187
Hill,PCT 4,State Representative,,REP,Cody Harris,501,12,91,195,74,129,286,203
Hill,PCT 4,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,450,12,86,170,69,113,256,182
Hill,PCT 4,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,446,12,84,169,68,113,253,181
Hill,PCT 4,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,499,11,92,187,79,130,279,209
Hill,PCT 4,County Attorney,,REP,R. David Holmes,496,11,90,188,77,130,278,207
Hill,PCT 4,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,471,11,88,181,74,117,269,191
Hill,PCT 4,Sheriff,,REP,Rodney B. Watson,391,12,70,138,69,102,208,171
Hill,PCT 4,Sheriff,,REP,Armando Castro,40,0,7,18,3,12,25,15
Hill,PCT 4,Sheriff,,REP,Coy E. West Jr.,90,2,11,42,16,19,53,35
Hill,PCT 4,Sheriff,,REP,David Niederhaus,65,0,22,18,10,15,40,25
Hill,PCT 4,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,483,11,89,185,72,126,274,198
Hill,PCT 4,"Constable, Precinct No. 4",,REP,Kevin Cordell,477,11,88,186,70,122,274,192
Hill,PCT 4,County Chair,,REP,Will Orr,483,11,89,181,75,127,270,202
Hill,PCT 4,Proposition 1 REP,,REP,Yes,490,11,90,176,87,126,266,213
Hill,PCT 4,Proposition 1 REP,,REP,No,90,1,17,39,12,21,56,33
Hill,PCT 4,Proposition 2 REP,,REP,Yes,481,11,88,174,89,119,262,208
Hill,PCT 4,Proposition 2 REP,,REP,No,95,1,17,40,9,28,57,37
Hill,PCT 4,Proposition 3 REP,,REP,Yes,526,10,98,188,91,139,286,230
Hill,PCT 4,Proposition 3 REP,,REP,No,42,2,6,22,6,6,28,12
Hill,PCT 4,Proposition 4 REP,,REP,Yes,523,12,96,191,92,132,287,224
Hill,PCT 4,Proposition 4 REP,,REP,No,45,0,6,19,6,14,25,20
Hill,PCT 4,Proposition 5 REP,,REP,Yes,501,12,96,185,82,126,281,208
Hill,PCT 4,Proposition 5 REP,,REP,No,67,0,8,28,12,19,36,31
Hill,PCT 4,Proposition 6 REP,,REP,Yes,538,12,99,195,95,137,294,232
Hill,PCT 4,Proposition 6 REP,,REP,No,30,0,8,14,0,8,22,8
Hill,PCT 4,Proposition 7 REP,,REP,Yes,565,12,104,209,95,145,313,240
Hill,PCT 4,Proposition 7 REP,,REP,No,15,0,3,6,4,2,9,6
Hill,PCT 4,Proposition 8 REP,,REP,Yes,557,13,103,201,97,143,304,240
Hill,PCT 4,Proposition 8 REP,,REP,No,16,0,3,9,0,4,12,4
Hill,PCT 4,Proposition 9 REP,,REP,Yes,548,11,101,201,93,142,302,235
Hill,PCT 4,Proposition 9 REP,,REP,No,27,1,6,13,2,5,19,7
Hill,PCT 4,Proposition 10 REP,,REP,Yes,527,13,101,192,88,133,293,221
Hill,PCT 4,Proposition 10 REP,,REP,No,45,0,4,20,8,13,24,21
Hill,PCT 5,Ballots Cast,,REP,,174,1,24,47,57,45,71,102
Hill,PCT 5,President,,REP,Joe Walsh,2,0,0,0,2,0,0,2
Hill,PCT 5,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 5,President,,REP,Donald J. Trump,167,1,24,45,53,44,69,97
Hill,PCT 5,President,,REP,Bill Weld,1,0,0,1,0,0,1,0
Hill,PCT 5,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 5,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 5,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 5,President,,REP,Uncommitted,4,0,0,1,2,1,1,3
Hill,PCT 5,U.S. Senate,,REP,John Anthony Castro,12,0,1,6,2,3,7,5
Hill,PCT 5,U.S. Senate,,REP,Mark Yancey,9,0,0,0,4,5,0,9
Hill,PCT 5,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,1,0,0,1
Hill,PCT 5,U.S. Senate,,REP,Dwayne Stovall,16,0,6,3,3,4,9,7
Hill,PCT 5,U.S. Senate,,REP,John Cornyn,123,1,16,36,41,29,52,70
Hill,PCT 5,U.S. House,,REP,Roger Williams,139,1,20,38,41,39,58,80
Hill,PCT 5,U.S. House,,REP,Keith Neuendorff,18,0,3,4,8,3,7,11
Hill,PCT 5,Railroad Commissioner,,REP,Ryan Sitton,76,0,13,19,26,18,32,44
Hill,PCT 5,Railroad Commissioner,,REP,"James ""Jim"" Wright",79,1,9,22,24,23,31,47
Hill,PCT 5,"Chief Justice, Supreme Court",,REP,Nathan Hecht,142,0,18,40,46,38,58,84
Hill,PCT 5,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,138,0,18,39,46,35,57,81
