county,precinct,office,district,party,candidate,votes,early_voting,early_voting,election_day
Cooke,Pct. 20,President,,DEM,Joseph R. Biden / Kamala D. Harris,46,2,40,4
Cooke,Pct. 20,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,6,0,5,1
Cooke,Pct. 20,President,,GRN,Howie Hawkins / Angela Walker,1,0,0,1
Cooke,Pct. 20,President,,,Write-ins,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 20,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 20,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 20,U.S. Senate,,REP,John Cornyn,301,14,218,69
Cooke,Pct. 20,U.S. Senate,,DEM,Mary MJ Hegar,49,2,40,7
Cooke,Pct. 20,U.S. Senate,,LBT,Kerry Douglas McKennon,5,0,2,3
Cooke,Pct. 20,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Cooke,Pct. 20,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 20,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 20,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 20,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 20,U.S. House,13,REP,Ronny Jackson,304,14,219,71
Cooke,Pct. 20,U.S. House,13,DEM,Gus Trujillo,41,2,34,5
Cooke,Pct. 20,U.S. House,13,LBT,Jack B. Westbrook,8,0,5,3
Cooke,Pct. 20,Railroad Commissioner,,REP,James Jim Wright,303,13,219,71
Cooke,Pct. 20,Railroad Commissioner,,DEM,Chrysta Castaneda,41,2,36,3
Cooke,Pct. 20,Railroad Commissioner,,LBT,Matt Sterett,5,0,2,3
Cooke,Pct. 20,Railroad Commissioner,,GRN,Katija Kat Gruene,0,0,0,0
Cooke,Pct. 20,Chief Justice Supreme Court,,REP,Nathan Hecht,303,14,219,70
Cooke,Pct. 20,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,42,2,34,6
Cooke,Pct. 20,Chief Justice Supreme Court,,LBT,Mark Ash,6,0,3,3
Cooke,Pct. 20,Justice Supreme Court Pl 6,,REP,Jane Bland,311,13,223,75
Cooke,Pct. 20,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,41,2,35,4
Cooke,Pct. 20,Justice Supreme Court Pl 7,,REP,Jeff Boyd,304,14,217,73
Cooke,Pct. 20,Justice Supreme Court Pl 7,,DEM,Staci Williams,43,2,38,3
Cooke,Pct. 20,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,5,0,3,2
Cooke,Pct. 20,Justice Supreme Court Pl 8,,REP,Brett Busby,306,14,220,72
Cooke,Pct. 20,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,41,2,35,4
Cooke,Pct. 20,Justice Supreme Court Pl 8,,LBT,Tom Oxford,6,0,3,3
Cooke,Pct. 20,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,308,14,219,75
Cooke,Pct. 20,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,44,2,38,4
Cooke,Pct. 20,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,311,13,222,76
Cooke,Pct. 20,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,41,2,36,3
Cooke,Pct. 20,Judge Ct of Crim App Pl 9,,REP,David Newell,310,14,221,75
Cooke,Pct. 20,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,42,2,36,4
Cooke,Pct. 20,Member State BoE Dist 15,,REP,Jay Johnson,308,14,219,75
Cooke,Pct. 20,Member State BoE Dist 15,,DEM,John Betancourt,43,2,38,3
Cooke,Pct. 20,State Representative,68,REP,Drew Springer,307,14,220,73
Cooke,Pct. 20,State Representative,68,DEM,Patsy Ledbetter,46,2,39,5
Cooke,Pct. 20,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,339,15,248,76
Cooke,Pct. 20,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,312,14,223,75
Cooke,Pct. 20,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,42,2,36,4
Cooke,Pct. 20,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,333,14,243,76
Cooke,Pct. 20,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,328,13,238,77
Cooke,Pct. 20,Dist Attorney 235th Judicial Dist,,REP,John Warren,332,13,243,76
Cooke,Pct. 20,County Attorney,,REP,Ed Zielinski,334,15,244,75
Cooke,Pct. 20,Sheriff,,REP,Ray Sappington,334,13,246,75
Cooke,Pct. 20,County Tax Assessor-Collector,,REP,Brandy Ann Carr,336,14,246,76
Cooke,Pct. 20,Constable Pct 2,,REP,Chuck Owen,336,15,246,75
Cooke,Pct. 20,Director GHD,,,Ken Arterbury,123,2,86,35
Cooke,Pct. 20,Director GHD,,,Brian Winters,152,2,113,37
Cooke,Pct. 20,Director GHD,,,Eugene Mills,58,0,41,17
Cooke,Pct. 20,Director GHD,,,Jimmy Mosman,80,5,59,16
Cooke,Pct. 20,Director GHD,,,G.D. Wally Cox,135,5,99,31
Cooke,Pct. 20,Director GHD,,,Kari Hutcherson,143,5,107,31
Cooke,Pct. 21,Registered Voters,,,,1219,,,
Cooke,Pct. 21,Ballots Cast,,,,1007,52,581,374
Cooke,Pct. 21,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 21,President,,REP,Donald J. Trump / Michael R. Pence,925,35,538,352
Cooke,Pct. 21,President,,DEM,Joseph R. Biden / Kamala D. Harris,75,16,39,20
Cooke,Pct. 21,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,4,0,3,1
Cooke,Pct. 21,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 21,President,,,Write-ins,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 21,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 21,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 21,U.S. Senate,,REP,John Cornyn,932,40,540,352
Cooke,Pct. 21,U.S. Senate,,DEM,Mary MJ Hegar,62,12,31,19
Cooke,Pct. 21,U.S. Senate,,LBT,Kerry Douglas McKennon,4,0,3,1
Cooke,Pct. 21,U.S. Senate,,GRN,David B. Collins,2,0,0,2
Cooke,Pct. 21,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 21,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 21,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 21,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 21,U.S. House,13,REP,Ronny Jackson,923,40,534,349
Cooke,Pct. 21,U.S. House,13,DEM,Gus Trujillo,54,12,26,16
Cooke,Pct. 21,U.S. House,13,LBT,Jack B. Westbrook,12,0,8,4
Cooke,Pct. 21,Railroad Commissioner,,REP,James Jim Wright,923,38,538,347
Cooke,Pct. 21,Railroad Commissioner,,DEM,Chrysta Castaneda,59,13,27,19
Cooke,Pct. 21,Railroad Commissioner,,LBT,Matt Sterett,5,0,2,3
Cooke,Pct. 21,Railroad Commissioner,,GRN,Katija Kat Gruene,2,0,2,0
Cooke,Pct. 21,Chief Justice Supreme Court,,REP,Nathan Hecht,919,36,538,345
Cooke,Pct. 21,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,61,12,32,17
Cooke,Pct. 21,Chief Justice Supreme Court,,LBT,Mark Ash,10,2,2,6
Cooke,Pct. 21,Justice Supreme Court Pl 6,,REP,Jane Bland,931,40,538,353
Cooke,Pct. 21,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,59,11,31,17
Cooke,Pct. 21,Justice Supreme Court Pl 7,,REP,Jeff Boyd,920,41,535,344
Cooke,Pct. 21,Justice Supreme Court Pl 7,,DEM,Staci Williams,60,11,32,17
Cooke,Pct. 21,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,9,0,2,7
Cooke,Pct. 21,Justice Supreme Court Pl 8,,REP,Brett Busby,924,40,535,349
Cooke,Pct. 21,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,58,12,31,15
Cooke,Pct. 21,Justice Supreme Court Pl 8,,LBT,Tom Oxford,10,0,4,6
Cooke,Pct. 21,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,923,40,532,351
Cooke,Pct. 21,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,64,12,35,17
Cooke,Pct. 21,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,923,39,535,349
Cooke,Pct. 21,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,61,11,33,17
Cooke,Pct. 21,Judge Ct of Crim App Pl 9,,REP,David Newell,927,39,539,349
Cooke,Pct. 21,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,60,13,31,16
Cooke,Pct. 21,Member State BoE Dist 15,,REP,Jay Johnson,927,40,537,350
Cooke,Pct. 21,Member State BoE Dist 15,,DEM,John Betancourt,62,12,32,18
Cooke,Pct. 21,State Representative,68,REP,Drew Springer,929,40,532,357
Cooke,Pct. 21,State Representative,68,DEM,Patsy Ledbetter,67,11,41,15
Cooke,Pct. 21,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,952,42,556,354
Cooke,Pct. 21,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,930,40,539,351
Cooke,Pct. 21,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,57,11,28,18
Cooke,Pct. 21,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,952,41,556,355
Cooke,Pct. 21,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,953,45,553,355
Cooke,Pct. 21,Dist Attorney 235th Judicial Dist,,REP,John Warren,948,44,552,352
Cooke,Pct. 21,County Attorney,,REP,Ed Zielinski,948,43,549,356
Cooke,Pct. 21,Sheriff,,REP,Ray Sappington,955,44,551,360
Cooke,Pct. 21,County Tax Assessor-Collector,,REP,Brandy Ann Carr,963,43,560,360
Cooke,Pct. 21,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,969,43,567,359
Cooke,Pct. 21,Constable Pct 1,,REP,Mark Westbrook,957,43,557,357
Cooke,Pct. 21,Director GHD,,,Ken Arterbury,305,10,177,118
Cooke,Pct. 21,Director GHD,,,Brian Winters,446,16,269,161
Cooke,Pct. 21,Director GHD,,,Eugene Mills,141,6,78,57
Cooke,Pct. 21,Director GHD,,,Jimmy Mosman,482,21,260,201
Cooke,Pct. 21,Director GHD,,,G.D. Wally Cox,359,23,202,134
Cooke,Pct. 21,Director GHD,,,Kari Hutcherson,448,25,260,163
Cooke,Pct. 21,Trustee LISD,,,Brian Manhart,435,22,240,173
Cooke,Pct. 21,Trustee LISD,,,Pamela Grewing,325,14,182,129
Cooke,Pct. 21,Trustee LISD,,,Kelly E. Zwinggi,324,15,185,124
Cooke,Pct. 21,Trustee LISD,,,Ben Hawkins,286,19,178,89
Cooke,Pct. 21,Trustee LISD,,,Bridget Anderle,543,25,299,219
Cooke,Pct. 21,Trustee LISD,,,Laurence Williams,268,17,141,110
Cooke,Pct. 21,Trustee LISD,,,Aaron Krebs,300,7,189,104
Cooke,Pct. 22,Registered Voters,,,,2044,,,
Cooke,Pct. 22,Ballots Cast,,,,1704,179,1131,394
Cooke,Pct. 22,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 22,President,,REP,Donald J. Trump / Michael R. Pence,1416,113,958,345
Cooke,Pct. 22,President,,DEM,Joseph R. Biden / Kamala D. Harris,257,58,158,41
Cooke,Pct. 22,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,18,1,10,7
Cooke,Pct. 22,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Cooke,Pct. 22,President,,,Write-ins,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 22,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 22,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 22,U.S. Senate,,REP,John Cornyn,1432,123,965,344
Cooke,Pct. 22,U.S. Senate,,DEM,Mary MJ Hegar,225,49,139,37
Cooke,Pct. 22,U.S. Senate,,LBT,Kerry Douglas McKennon,24,1,16,7
Cooke,Pct. 22,U.S. Senate,,GRN,David B. Collins,5,0,1,4
Cooke,Pct. 22,U.S. Senate,,,Write-ins,1,0,1,0
Cooke,Pct. 22,U.S. Senate,,,Write-In: Uncertified,1,0,1,0
Cooke,Pct. 22,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 22,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 22,U.S. House,13,REP,Ronny Jackson,1405,125,931,349
Cooke,Pct. 22,U.S. House,13,DEM,Gus Trujillo,206,49,129,28
Cooke,Pct. 22,U.S. House,13,LBT,Jack B. Westbrook,33,2,21,10
Cooke,Pct. 22,Railroad Commissioner,,REP,James Jim Wright,1413,122,943,348
Cooke,Pct. 22,Railroad Commissioner,,DEM,Chrysta Castaneda,211,47,139,25
Cooke,Pct. 22,Railroad Commissioner,,LBT,Matt Sterett,33,1,22,10
Cooke,Pct. 22,Railroad Commissioner,,GRN,Katija Kat Gruene,10,0,6,4
Cooke,Pct. 22,Chief Justice Supreme Court,,REP,Nathan Hecht,1413,123,942,348
Cooke,Pct. 22,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,224,49,145,30
Cooke,Pct. 22,Chief Justice Supreme Court,,LBT,Mark Ash,32,1,24,7
Cooke,Pct. 22,Justice Supreme Court Pl 6,,REP,Jane Bland,1450,123,970,357
Cooke,Pct. 22,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,215,50,138,27
Cooke,Pct. 22,Justice Supreme Court Pl 7,,REP,Jeff Boyd,1416,123,949,344
Cooke,Pct. 22,Justice Supreme Court Pl 7,,DEM,Staci Williams,224,48,145,31
Cooke,Pct. 22,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,31,2,19,10
Cooke,Pct. 22,Justice Supreme Court Pl 8,,REP,Brett Busby,1421,123,950,348
Cooke,Pct. 22,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,210,46,136,28
Cooke,Pct. 22,Justice Supreme Court Pl 8,,LBT,Tom Oxford,37,4,25,8
Cooke,Pct. 22,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,1430,119,961,350
Cooke,Pct. 22,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,237,53,148,36
Cooke,Pct. 22,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,1440,124,965,351
Cooke,Pct. 22,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,222,47,141,34
Cooke,Pct. 22,Judge Ct of Crim App Pl 9,,REP,David Newell,1443,122,967,354
Cooke,Pct. 22,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,221,48,142,31
Cooke,Pct. 22,Member State BoE Dist 15,,REP,Jay Johnson,1420,124,940,356
Cooke,Pct. 22,Member State BoE Dist 15,,DEM,John Betancourt,216,47,138,31
Cooke,Pct. 22,State Representative,68,REP,Drew Springer,1424,128,945,351
Cooke,Pct. 22,State Representative,68,DEM,Patsy Ledbetter,220,43,139,38
Cooke,Pct. 22,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,1543,143,1023,377
Cooke,Pct. 22,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,1449,122,967,360
Cooke,Pct. 22,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,209,47,135,27
Cooke,Pct. 22,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,1547,140,1032,375
Cooke,Pct. 22,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,1513,144,994,375
Cooke,Pct. 22,Dist Attorney 235th Judicial Dist,,REP,John Warren,1536,143,1015,378
Cooke,Pct. 22,County Attorney,,REP,Ed Zielinski,1536,144,1014,378
Cooke,Pct. 22,Sheriff,,REP,Ray Sappington,1534,140,1017,377
Cooke,Pct. 22,County Tax Assessor-Collector,,REP,Brandy Ann Carr,1550,147,1027,376
Cooke,Pct. 22,Constable Pct 2,,REP,Chuck Owen,1531,138,1014,379
Cooke,Pct. 22,Director GHD,,,Ken Arterbury,649,54,425,170
Cooke,Pct. 22,Director GHD,,,Brian Winters,549,24,393,132
Cooke,Pct. 22,Director GHD,,,Eugene Mills,250,23,160,67
Cooke,Pct. 22,Director GHD,,,Jimmy Mosman,262,23,171,68
Cooke,Pct. 22,Director GHD,,,G.D. Wally Cox,457,32,317,108
Cooke,Pct. 22,Director GHD,,,Kari Hutcherson,659,56,450,153
Cooke,Pct. 26,Registered Voters,,,,583,,,
Cooke,Pct. 26,Ballots Cast,,,,345,31,248,66
Cooke,Pct. 26,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 26,President,,REP,Donald J. Trump / Michael R. Pence,245,14,178,53
Cooke,Pct. 26,President,,DEM,Joseph R. Biden / Kamala D. Harris,92,14,66,12
Cooke,Pct. 26,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,3,0,3,0
Cooke,Pct. 26,President,,GRN,Howie Hawkins / Angela Walker,2,0,1,1
Cooke,Pct. 26,President,,,Write-ins,1,1,0,0
Cooke,Pct. 26,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 26,President,,,Write-In: Tom Hoefling/Andy Prior,1,1,0,0
Cooke,Pct. 26,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 26,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 26,U.S. Senate,,REP,John Cornyn,240,17,175,48
Cooke,Pct. 26,U.S. Senate,,DEM,Mary MJ Hegar,92,12,67,13
Cooke,Pct. 26,U.S. Senate,,LBT,Kerry Douglas McKennon,7,0,5,2
Cooke,Pct. 26,U.S. Senate,,GRN,David B. Collins,2,0,0,2
Cooke,Pct. 26,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 26,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 26,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 26,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 26,U.S. House,13,REP,Ronny Jackson,241,16,177,48
Cooke,Pct. 26,U.S. House,13,DEM,Gus Trujillo,84,14,59,11
Cooke,Pct. 26,U.S. House,13,LBT,Jack B. Westbrook,15,0,8,7
Cooke,Pct. 26,Railroad Commissioner,,REP,James Jim Wright,250,18,181,51
Cooke,Pct. 26,Railroad Commissioner,,DEM,Chrysta Castaneda,82,11,59,12
Cooke,Pct. 26,Railroad Commissioner,,LBT,Matt Sterett,8,0,5,3
Cooke,Pct. 26,Railroad Commissioner,,GRN,Katija Kat Gruene,1,0,1,0
Cooke,Pct. 26,Chief Justice Supreme Court,,REP,Nathan Hecht,241,16,176,49
Cooke,Pct. 26,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,91,14,63,14
Cooke,Pct. 26,Chief Justice Supreme Court,,LBT,Mark Ash,10,0,7,3
Cooke,Pct. 26,Justice Supreme Court Pl 6,,REP,Jane Bland,245,15,179,51
Cooke,Pct. 26,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,93,13,66,14
Cooke,Pct. 26,Justice Supreme Court Pl 7,,REP,Jeff Boyd,244,16,180,48
Cooke,Pct. 26,Justice Supreme Court Pl 7,,DEM,Staci Williams,85,13,60,12
Cooke,Pct. 26,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,10,0,5,5
Cooke,Pct. 26,Justice Supreme Court Pl 8,,REP,Brett Busby,247,17,181,49
Cooke,Pct. 26,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,81,12,56,13
Cooke,Pct. 26,Justice Supreme Court Pl 8,,LBT,Tom Oxford,11,0,8,3
Cooke,Pct. 26,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,248,16,178,54
Cooke,Pct. 26,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,92,13,67,12
Cooke,Pct. 26,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,245,15,178,52
Cooke,Pct. 26,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,93,13,67,13
Cooke,Pct. 26,Judge Ct of Crim App Pl 9,,REP,David Newell,250,16,183,51
Cooke,Pct. 26,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,88,13,62,13
Cooke,Pct. 26,Member State BoE Dist 15,,REP,Jay Johnson,252,16,182,54
Cooke,Pct. 26,Member State BoE Dist 15,,DEM,John Betancourt,88,13,63,12
Cooke,Pct. 26,State Representative,68,REP,Drew Springer,242,17,174,51
Cooke,Pct. 26,State Representative,68,DEM,Patsy Ledbetter,101,13,73,15
Cooke,Pct. 26,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,310,22,227,61
Cooke,Pct. 26,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,248,17,179,52
Cooke,Pct. 26,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,89,12,64,13
Cooke,Pct. 26,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,307,22,226,59
Cooke,Pct. 26,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,294,23,213,58
Cooke,Pct. 26,Dist Attorney 235th Judicial Dist,,REP,John Warren,306,23,226,57
Cooke,Pct. 26,County Attorney,,REP,Ed Zielinski,308,23,227,58
Cooke,Pct. 26,Sheriff,,REP,Ray Sappington,306,22,226,58
Cooke,Pct. 26,County Tax Assessor-Collector,,REP,Brandy Ann Carr,310,22,229,59
Cooke,Pct. 26,County Commissioner Pct 1,,REP,Gary Hollowell,309,22,227,60
Cooke,Pct. 26,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,309,24,225,60
Cooke,Pct. 26,Constable Pct 1,,REP,Mark Westbrook,311,23,228,60
Cooke,Pct. 26,Director GHD,,,Ken Arterbury,134,9,94,31
Cooke,Pct. 26,Director GHD,,,Brian Winters,107,2,82,23
Cooke,Pct. 26,Director GHD,,,Eugene Mills,58,1,44,13
Cooke,Pct. 26,Director GHD,,,Jimmy Mosman,90,6,71,13
Cooke,Pct. 26,Director GHD,,,G.D. Wally Cox,126,10,96,20
Cooke,Pct. 26,Director GHD,,,Kari Hutcherson,123,11,85,27
Cooke,Pct. 26,Council Member WRD3,,,Michael Hill,6,1,4,1
Cooke,Pct. 26,Council Member WRD3,,,Reagan Lynch,2,0,2,0
Cooke,Pct. 27,Registered Voters,,,,310,,,
Cooke,Pct. 27,Ballots Cast,,,,224,9,170,45
Cooke,Pct. 27,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 27,President,,REP,Donald J. Trump / Michael R. Pence,160,5,118,37
Cooke,Pct. 27,President,,DEM,Joseph R. Biden / Kamala D. Harris,59,4,48,7
Cooke,Pct. 27,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,2,0,1,1
Cooke,Pct. 27,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Cooke,Pct. 27,President,,,Write-ins,2,0,2,0
Cooke,Pct. 27,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Uncertified,2,0,2,0
Cooke,Pct. 27,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 27,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 27,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 27,U.S. Senate,,REP,John Cornyn,163,5,120,38
Cooke,Pct. 27,U.S. Senate,,DEM,Mary MJ Hegar,55,4,44,7
Cooke,Pct. 27,U.S. Senate,,LBT,Kerry Douglas McKennon,4,0,4,0
Cooke,Pct. 27,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Cooke,Pct. 27,U.S. Senate,,,Write-ins,1,0,1,0
Cooke,Pct. 27,U.S. Senate,,,Write-In: Uncertified,1,0,1,0
Cooke,Pct. 27,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
