county,precinct,office,district,party,candidate,votes,early_voting,election_votes
Brazoria,17,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,139,83,56
Brazoria,17,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,92,50,42
Brazoria,17,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,139,84,55
Brazoria,17,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,119,65,54
Brazoria,17,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,118,64,54
Brazoria,17,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,97,54,43
Brazoria,17,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,136,81,55
Brazoria,17,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,118,65,53
Brazoria,17,"District Judge, 239th Judicial District",,REP,Pat Sebesta,120,66,54
Brazoria,17,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,118,65,53
Brazoria,17,"District Judge, 412th Judicial District",,REP,Ed Denman,118,65,53
Brazoria,17,Criminal District Attorney,,REP,Jeri Yenne,119,65,54
Brazoria,17,County Judge,,REP,Matt Sebesta,104,59,45
Brazoria,17,County Judge,,DEM,Robert Pruett,133,78,55
Brazoria,17,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,125,69,56
Brazoria,17,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,122,67,55
Brazoria,17,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,118,65,53
Brazoria,17,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,121,67,54
Brazoria,17,District Clerk,,REP,Rhonda Cross Barchak,122,68,54
Brazoria,17,County Clerk,,REP,Joyce Hudman,125,70,55
Brazoria,17,County Treasurer,,REP,Cathy Campbell,120,66,54
Brazoria,17,"Justice of the Peace, Precinct 1, Place 2",,REP,Milan Miller,133,77,56
Brazoria,17,"Justice of the Peace, Precinct 1, Place 2",,DEM,Steve Upton,109,62,47
Brazoria,18,Straight Party,,REP,Republican Party,93,61,32
Brazoria,18,Straight Party,,DEM,Democratic Party,70,34,36
Brazoria,18,Straight Party,,LIB,Libertarian Party,1,1,0
Brazoria,18,Straight Party,,GRN,Green Party,3,1,2
Brazoria,18,U.S. Senate,,REP,John Cornyn,218,149,69
Brazoria,18,U.S. Senate,,DEM,David M. Alameel,116,59,57
Brazoria,18,U.S. Senate,,LIB,Rebecca Paddock,14,10,4
Brazoria,18,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",8,3,5
Brazoria,18,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,18,U.S. House,14,REP,Randy Weber,219,147,72
Brazoria,18,U.S. House,14,DEM,Donald G. Brown,129,66,63
Brazoria,18,U.S. House,14,LIB,John Wieder,5,3,2
Brazoria,18,Governor,,REP,Greg Abbott,201,131,70
Brazoria,18,Governor,,DEM,Wendy R. Davis,153,88,65
Brazoria,18,Governor,,LIB,Kathie Glass,7,4,3
Brazoria,18,Governor,,GRN,Brandon Parmer,4,3,1
Brazoria,18,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,18,Lieutenant Governor,,REP,Dan Patrick,196,131,65
Brazoria,18,Lieutenant Governor,,DEM,Leticia Van de Putte,139,77,62
Brazoria,18,Lieutenant Governor,,LIB,Robert D. Butler,15,7,8
Brazoria,18,Lieutenant Governor,,GRN,Chandrakantha Courtney,8,5,3
Brazoria,18,Attorney General,,REP,Ken Paxton,209,140,69
Brazoria,18,Attorney General,,DEM,Sam Houston,135,72,63
Brazoria,18,Attorney General,,LIB,Jamie Balagia,6,4,2
Brazoria,18,Attorney General,,GRN,Jamar Osborne,8,3,5
Brazoria,18,Comptroller of Public Accounts,,REP,Glenn Hegar,195,133,62
Brazoria,18,Comptroller of Public Accounts,,DEM,Mike Collier,141,74,67
Brazoria,18,Comptroller of Public Accounts,,LIB,Ben Sanders,10,7,3
Brazoria,18,Comptroller of Public Accounts,,GRN,Deb Shafto,10,4,6
Brazoria,18,Commissioner of the General Land Office,,REP,George P. Bush,221,149,72
Brazoria,18,Commissioner of the General Land Office,,DEM,John Cook,121,61,60
Brazoria,18,Commissioner of the General Land Office,,LIB,Justin Knight,8,5,3
Brazoria,18,Commissioner of the General Land Office,,GRN,Valerie Alessi,10,7,3
Brazoria,18,Commissioner of Agriculture,,REP,Sid Miller,200,137,63
Brazoria,18,Commissioner of Agriculture,,DEM,Jim Hogan,141,74,67
Brazoria,18,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,7,3,4
Brazoria,18,Commissioner of Agriculture,,GRN,Kenneth Kendrick,7,3,4
Brazoria,18,Railroad Commissioner,,REP,Ryan Sitton,197,136,61
Brazoria,18,Railroad Commissioner,,DEM,Steve Brown,139,70,69
Brazoria,18,Railroad Commissioner,,LIB,Mark A. Miller,7,4,3
Brazoria,18,Railroad Commissioner,,GRN,Martina Salinas,13,8,5
Brazoria,18,"Chief Justice, Supreme Court",,REP,Nathan Hecht,205,141,64
Brazoria,18,"Chief Justice, Supreme Court",,DEM,William Moody,136,69,67
Brazoria,18,"Chief Justice, Supreme Court",,LIB,Tom Oxford,12,5,7
Brazoria,18,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,205,138,67
Brazoria,18,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,134,67,67
Brazoria,18,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,14,9,5
Brazoria,18,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,202,136,66
Brazoria,18,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,133,71,62
Brazoria,18,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,13,6,7
Brazoria,18,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,7,3,4
Brazoria,18,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,227,146,81
Brazoria,18,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,32,17,15
Brazoria,18,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,28,15,13
Brazoria,18,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,205,141,64
Brazoria,18,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,130,67,63
Brazoria,18,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,17,6,11
Brazoria,18,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,224,148,76
Brazoria,18,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,41,22,19
Brazoria,18,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,26,12,14
Brazoria,18,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,223,149,74
Brazoria,18,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",41,19,22
Brazoria,18,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,26,13,13
Brazoria,18,"Member, State Board of Education, District 7",,REP,David Bradley,188,124,64
Brazoria,18,"Member, State Board of Education, District 7",,DEM,Kathy King,153,82,71
Brazoria,18,"Member, State Board of Education, District 7",,LIB,Megan DaGata,10,7,3
Brazoria,18,State Senate,17,REP,Joan Huffman,217,149,68
Brazoria,18,State Senate,17,DEM,Rita Lucido,125,63,62
Brazoria,18,State Senate,17,LIB,George Hardy,7,3,4
Brazoria,18,State Senate,17,GRN,David Courtney,7,2,5
Brazoria,18,State House,25,REP,Dennis Bonnen,244,154,90
Brazoria,18,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,209,141,68
Brazoria,18,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,140,71,69
Brazoria,18,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,198,135,63
Brazoria,18,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,148,75,73
Brazoria,18,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,244,153,91
Brazoria,18,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,246,154,92
Brazoria,18,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,215,146,69
Brazoria,18,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,132,63,69
Brazoria,18,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,247,156,91
Brazoria,18,"District Judge, 239th Judicial District",,REP,Pat Sebesta,252,162,90
Brazoria,18,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,244,157,87
Brazoria,18,"District Judge, 412th Judicial District",,REP,Ed Denman,244,156,88
Brazoria,18,Criminal District Attorney,,REP,Jeri Yenne,244,156,88
Brazoria,18,County Judge,,REP,Matt Sebesta,224,154,70
Brazoria,18,County Judge,,DEM,Robert Pruett,128,60,68
Brazoria,18,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,249,157,92
Brazoria,18,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,249,158,91
Brazoria,18,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,243,155,88
Brazoria,18,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,245,156,89
Brazoria,18,District Clerk,,REP,Rhonda Cross Barchak,243,157,86
Brazoria,18,County Clerk,,REP,Joyce Hudman,247,157,90
Brazoria,18,County Treasurer,,REP,Cathy Campbell,242,155,87
Brazoria,18,"Justice of the Peace, Precinct 1, Place 2",,REP,Milan Miller,244,156,88
Brazoria,18,"Justice of the Peace, Precinct 1, Place 2",,DEM,Steve Upton,117,65,52
Brazoria,19,Straight Party,,REP,Republican Party,108,59,49
Brazoria,19,Straight Party,,DEM,Democratic Party,112,46,66
Brazoria,19,Straight Party,,LIB,Libertarian Party,4,2,2
Brazoria,19,Straight Party,,GRN,Green Party,0,0,0
Brazoria,19,U.S. Senate,,REP,John Cornyn,211,112,99
Brazoria,19,U.S. Senate,,DEM,David M. Alameel,163,74,89
Brazoria,19,U.S. Senate,,LIB,Rebecca Paddock,23,13,10
Brazoria,19,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6,2,4
Brazoria,19,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,19,U.S. House,14,REP,Randy Weber,213,116,97
Brazoria,19,U.S. House,14,DEM,Donald G. Brown,170,76,94
Brazoria,19,U.S. House,14,LIB,John Wieder,17,11,6
Brazoria,19,Governor,,REP,Greg Abbott,202,109,93
Brazoria,19,Governor,,DEM,Wendy R. Davis,180,82,98
Brazoria,19,Governor,,LIB,Kathie Glass,15,11,4
Brazoria,19,Governor,,GRN,Brandon Parmer,3,2,1
Brazoria,19,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,19,Lieutenant Governor,,REP,Dan Patrick,206,114,92
Brazoria,19,Lieutenant Governor,,DEM,Leticia Van de Putte,169,76,93
Brazoria,19,Lieutenant Governor,,LIB,Robert D. Butler,22,14,8
Brazoria,19,Lieutenant Governor,,GRN,Chandrakantha Courtney,3,0,3
Brazoria,19,Attorney General,,REP,Ken Paxton,197,110,87
Brazoria,19,Attorney General,,DEM,Sam Houston,183,82,101
Brazoria,19,Attorney General,,LIB,Jamie Balagia,19,11,8
Brazoria,19,Attorney General,,GRN,Jamar Osborne,2,0,2
Brazoria,19,Comptroller of Public Accounts,,REP,Glenn Hegar,196,108,88
Brazoria,19,Comptroller of Public Accounts,,DEM,Mike Collier,179,79,100
Brazoria,19,Comptroller of Public Accounts,,LIB,Ben Sanders,17,11,6
Brazoria,19,Comptroller of Public Accounts,,GRN,Deb Shafto,2,0,2
Brazoria,19,Commissioner of the General Land Office,,REP,George P. Bush,215,123,92
Brazoria,19,Commissioner of the General Land Office,,DEM,John Cook,169,75,94
Brazoria,19,Commissioner of the General Land Office,,LIB,Justin Knight,14,7,7
Brazoria,19,Commissioner of the General Land Office,,GRN,Valerie Alessi,5,0,5
Brazoria,19,Commissioner of Agriculture,,REP,Sid Miller,190,103,87
Brazoria,19,Commissioner of Agriculture,,DEM,Jim Hogan,182,81,101
Brazoria,19,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,20,12,8
Brazoria,19,Commissioner of Agriculture,,GRN,Kenneth Kendrick,5,3,2
Brazoria,19,Railroad Commissioner,,REP,Ryan Sitton,189,103,86
Brazoria,19,Railroad Commissioner,,DEM,Steve Brown,173,76,97
Brazoria,19,Railroad Commissioner,,LIB,Mark A. Miller,23,14,9
Brazoria,19,Railroad Commissioner,,GRN,Martina Salinas,12,5,7
Brazoria,19,"Chief Justice, Supreme Court",,REP,Nathan Hecht,197,106,91
Brazoria,19,"Chief Justice, Supreme Court",,DEM,William Moody,184,83,101
Brazoria,19,"Chief Justice, Supreme Court",,LIB,Tom Oxford,17,10,7
Brazoria,19,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,207,114,93
Brazoria,19,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,172,77,95
Brazoria,19,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,17,9,8
Brazoria,19,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,194,107,87
Brazoria,19,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,177,78,99
Brazoria,19,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,21,11,10
Brazoria,19,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,5,3,2
Brazoria,19,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,224,126,98
Brazoria,19,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,51,23,28
Brazoria,19,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,27,14,13
Brazoria,19,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,197,107,90
Brazoria,19,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,177,78,99
Brazoria,19,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,22,14,8
Brazoria,19,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,219,119,100
Brazoria,19,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,41,18,23
Brazoria,19,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,42,22,20
Brazoria,19,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,223,123,100
Brazoria,19,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",50,23,27
Brazoria,19,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,29,14,15
Brazoria,19,"Member, State Board of Education, District 7",,REP,David Bradley,193,104,89
Brazoria,19,"Member, State Board of Education, District 7",,DEM,Kathy King,185,83,102
Brazoria,19,"Member, State Board of Education, District 7",,LIB,Megan DaGata,18,11,7
Brazoria,19,State Senate,17,REP,Joan Huffman,202,113,89
Brazoria,19,State Senate,17,DEM,Rita Lucido,175,74,101
Brazoria,19,State Senate,17,LIB,George Hardy,19,11,8
Brazoria,19,State Senate,17,GRN,David Courtney,3,2,1
Brazoria,19,State House,25,REP,Dennis Bonnen,263,143,120
Brazoria,19,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,214,116,98
Brazoria,19,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,176,79,97
Brazoria,19,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,204,112,92
Brazoria,19,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,190,85,105
Brazoria,19,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,253,140,113
Brazoria,19,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,250,139,111
Brazoria,19,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,211,116,95
Brazoria,19,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,178,78,100
Brazoria,19,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,253,144,109
Brazoria,19,"District Judge, 239th Judicial District",,REP,Pat Sebesta,262,146,116
Brazoria,19,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,256,145,111
Brazoria,19,"District Judge, 412th Judicial District",,REP,Ed Denman,258,145,113
Brazoria,19,Criminal District Attorney,,REP,Jeri Yenne,251,142,109
Brazoria,19,County Judge,,REP,Matt Sebesta,226,131,95
Brazoria,19,County Judge,,DEM,Robert Pruett,175,71,104
Brazoria,19,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,261,147,114
Brazoria,19,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,258,148,110
Brazoria,19,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,258,146,112
Brazoria,19,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,257,146,111
Brazoria,19,District Clerk,,REP,Rhonda Cross Barchak,256,143,113
Brazoria,19,County Clerk,,REP,Joyce Hudman,254,144,110
Brazoria,19,County Treasurer,,REP,Cathy Campbell,252,141,111
Brazoria,19,"Justice of the Peace, Precinct 1, Place 2",,REP,Milan Miller,228,127,101
Brazoria,19,"Justice of the Peace, Precinct 1, Place 2",,DEM,Steve Upton,175,77,98
Brazoria,20,Straight Party,,REP,Republican Party,210,99,111
Brazoria,20,Straight Party,,DEM,Democratic Party,45,26,19
Brazoria,20,Straight Party,,LIB,Libertarian Party,0,0,0
Brazoria,20,Straight Party,,GRN,Green Party,2,1,1
Brazoria,20,U.S. Senate,,REP,John Cornyn,405,207,198
Brazoria,20,U.S. Senate,,DEM,David M. Alameel,96,57,39
Brazoria,20,U.S. Senate,,LIB,Rebecca Paddock,12,3,9
Brazoria,20,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",9,5,4
Brazoria,20,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,20,U.S. House,14,REP,Randy Weber,420,213,207
Brazoria,20,U.S. House,14,DEM,Donald G. Brown,94,54,40
Brazoria,20,U.S. House,14,LIB,John Wieder,11,5,6
Brazoria,20,Governor,,REP,Greg Abbott,405,206,199
Brazoria,20,Governor,,DEM,Wendy R. Davis,106,61,45
Brazoria,20,Governor,,LIB,Kathie Glass,15,7,8
Brazoria,20,Governor,,GRN,Brandon Parmer,2,2,0
Brazoria,20,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,20,Lieutenant Governor,,REP,Dan Patrick,395,204,191
Brazoria,20,Lieutenant Governor,,DEM,Leticia Van de Putte,106,59,47
Brazoria,20,Lieutenant Governor,,LIB,Robert D. Butler,23,10,13
Brazoria,20,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,1,1
Brazoria,20,Attorney General,,REP,Ken Paxton,397,199,198
Brazoria,20,Attorney General,,DEM,Sam Houston,120,68,52
Brazoria,20,Attorney General,,LIB,Jamie Balagia,9,5,4
Brazoria,20,Attorney General,,GRN,Jamar Osborne,1,0,1
Brazoria,20,Comptroller of Public Accounts,,REP,Glenn Hegar,389,195,194
Brazoria,20,Comptroller of Public Accounts,,DEM,Mike Collier,116,66,50
Brazoria,20,Comptroller of Public Accounts,,LIB,Ben Sanders,10,4,6
Brazoria,20,Comptroller of Public Accounts,,GRN,Deb Shafto,3,1,2
Brazoria,20,Commissioner of the General Land Office,,REP,George P. Bush,407,202,205
Brazoria,20,Commissioner of the General Land Office,,DEM,John Cook,104,61,43
Brazoria,20,Commissioner of the General Land Office,,LIB,Justin Knight,12,6,6
Brazoria,20,Commissioner of the General Land Office,,GRN,Valerie Alessi,5,3,2
Brazoria,20,Commissioner of Agriculture,,REP,Sid Miller,388,193,195
Brazoria,20,Commissioner of Agriculture,,DEM,Jim Hogan,113,69,44
Brazoria,20,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,12,2,10
Brazoria,20,Commissioner of Agriculture,,GRN,Kenneth Kendrick,6,3,3
Brazoria,20,Railroad Commissioner,,REP,Ryan Sitton,396,199,197
Brazoria,20,Railroad Commissioner,,DEM,Steve Brown,108,66,42
Brazoria,20,Railroad Commissioner,,LIB,Mark A. Miller,14,2,12
Brazoria,20,Railroad Commissioner,,GRN,Martina Salinas,4,2,2
Brazoria,20,"Chief Justice, Supreme Court",,REP,Nathan Hecht,392,194,198
Brazoria,20,"Chief Justice, Supreme Court",,DEM,William Moody,110,66,44
Brazoria,20,"Chief Justice, Supreme Court",,LIB,Tom Oxford,17,6,11
Brazoria,20,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,401,198,203
Brazoria,20,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,103,61,42
Brazoria,20,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,13,6,7
Brazoria,20,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,400,203,197
Brazoria,20,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,101,57,44
Brazoria,20,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,16,5,11
Brazoria,20,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,1,1
Brazoria,20,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,423,214,209
Brazoria,20,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,28,15,13
Brazoria,20,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,26,13,13
Brazoria,20,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,400,199,201
Brazoria,20,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,94,54,40
Brazoria,20,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,21,10,11
Brazoria,20,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,410,207,203
Brazoria,20,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,44,23,21
Brazoria,20,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,21,12,9
Brazoria,20,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,421,213,208
Brazoria,20,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",39,20,19
Brazoria,20,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,15,8,7
Brazoria,20,"Member, State Board of Education, District 7",,REP,David Bradley,394,195,199
Brazoria,20,"Member, State Board of Education, District 7",,DEM,Kathy King,116,69,47
Brazoria,20,"Member, State Board of Education, District 7",,LIB,Megan DaGata,12,3,9
Brazoria,20,State Senate,17,REP,Joan Huffman,407,202,205
Brazoria,20,State Senate,17,DEM,Rita Lucido,99,60,39
Brazoria,20,State Senate,17,LIB,George Hardy,13,4,9
Brazoria,20,State Senate,17,GRN,David Courtney,3,2,1
Brazoria,20,State House,25,REP,Dennis Bonnen,453,224,229
Brazoria,20,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,400,197,203
Brazoria,20,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,109,61,48
