county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail,provisional
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,7,3,4,0,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,34,14,19,1,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,10,4,4,2,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,21,14,5,2,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,37,18,17,2,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,18,9,7,2,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,7,4,2,1,0
Kleberg,PRECINCT 41,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,102,53,33,16,0
Kleberg,PRECINCT 41,State Representative,43,J.M. Lozano,REP,51,24,19,8,0
Kleberg,PRECINCT 41,State Representative,43,Kim Gonzalez,DEM,79,41,27,11,0
Kleberg,PRECINCT 41,"13th Court of Appeals District, Place 6",,Doug Norman,REP,15,5,10,0,0
Kleberg,PRECINCT 41,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,106,56,33,17,0
Kleberg,PRECINCT 41,District Judge 105th Judicial District,,Jack William Pulcher,REP,18,7,9,2,0
Kleberg,PRECINCT 41,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,107,55,35,17,0
Kleberg,PRECINCT 41,County Judge,,Rudy Madrid,REP,42,17,20,5,0
Kleberg,PRECINCT 41,County Judge,,Juan M. Escobar,DEM,93,48,30,15,0
Kleberg,PRECINCT 41,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,32,11,14,7,0
Kleberg,PRECINCT 41,"Judge, County Court at Law",,Lupita Mendoza,DEM,101,54,36,11,0
Kleberg,PRECINCT 41,"County Attorney, Unexpired Term",,Kira Talip,DEM,106,53,37,16,0
Kleberg,PRECINCT 41,District Clerk,,Jennifer Whittington,REP,35,17,14,4,0
Kleberg,PRECINCT 41,District Clerk,,Tiffany Hernandez,DEM,92,45,32,15,0
Kleberg,PRECINCT 41,County Clerk,,Stephanie G. Garza,DEM,113,54,41,18,0
Kleberg,PRECINCT 41,County Treasurer,,Priscilla Alaniz Cantu,DEM,111,55,40,16,0
Kleberg,PRECINCT 41,"County Commissioner, Precinct No. 4",,Romeo L. Lomas,DEM,115,56,43,16,0
Kleberg,PRECINCT 41,"Justice of the Peace, Precinct No. 4",,"Esequiel ""Cheque"" De La Paz",DEM,117,57,43,17,0
Kleberg,PRECINCT 41,Constitutional Amendment Election,,FOR,,57,22,24,11,0
Kleberg,PRECINCT 41,Constitutional Amendment Election,,AGAINST,,12,4,7,1,0
Kleberg,PRECINCT 42,Ballots Cast,,,,235,100,98,37,0
Kleberg,PRECINCT 42,Straight Party,,Republican,REP,23,7,14,2,0
Kleberg,PRECINCT 42,Straight Party,,Democratic,DEM,99,48,24,27,0
Kleberg,PRECINCT 42,Straight Party,,Libertarian,LIB,1,0,1,0,0
Kleberg,PRECINCT 42,Straight Party,,Green,GRN,1,0,1,0,0
Kleberg,PRECINCT 42,U.S. Senate,,John Cornyn,REP,58,28,26,4,0
Kleberg,PRECINCT 42,U.S. Senate,,David M. Alameel,DEM,149,62,55,32,0
Kleberg,PRECINCT 42,U.S. Senate,,Rebecca Paddock,LIB,4,3,1,0,0
Kleberg,PRECINCT 42,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,8,1,7,0,0
Kleberg,PRECINCT 42,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 42,U.S. House,34,Larry S. Smith,REP,42,19,20,3,0
Kleberg,PRECINCT 42,U.S. House,34,Filemon B. Vela,DEM,178,74,71,33,0
Kleberg,PRECINCT 42,U.S. House,34,Ryan Rowley,LIB,3,1,2,0,0
Kleberg,PRECINCT 42,Governor,,Greg Abbott,REP,67,28,35,4,0
Kleberg,PRECINCT 42,Governor,,Wendy R. Davis,DEM,159,67,60,32,0
Kleberg,PRECINCT 42,Governor,,Kathie Glass,LIB,0,0,0,0,0
Kleberg,PRECINCT 42,Governor,,Brandon Parmer,GRN,2,2,0,0,0
Kleberg,PRECINCT 42,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 42,Lieutenant Governor,,Dan Patrick,REP,52,26,23,3,0
Kleberg,PRECINCT 42,Lieutenant Governor,,Leticia Van de Putte,DEM,173,70,70,33,0
Kleberg,PRECINCT 42,Lieutenant Governor,,Robert D. Butler,LIB,0,0,0,0,0
Kleberg,PRECINCT 42,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0,0,0
Kleberg,PRECINCT 42,Attorney General,,Ken Paxton,REP,48,21,24,3,0
Kleberg,PRECINCT 42,Attorney General,,Sam Houston,DEM,172,73,66,33,0
Kleberg,PRECINCT 42,Attorney General,,Jamie Balagia,LIB,1,1,0,0,0
Kleberg,PRECINCT 42,Attorney General,,Jamar Osborne,GRN,0,0,0,0,0
Kleberg,PRECINCT 42,Comptroller of Public Accounts,,Glenn Hegar,REP,47,22,22,3,0
Kleberg,PRECINCT 42,Comptroller of Public Accounts,,Mike Collier,DEM,166,69,64,33,0
Kleberg,PRECINCT 42,Comptroller of Public Accounts,,Ben Sanders,LIB,4,3,1,0,0
Kleberg,PRECINCT 42,Comptroller of Public Accounts,,Deb Shafto,GRN,1,0,1,0,0
Kleberg,PRECINCT 42,Commissioner of the General Land Office,,George P. Bush,REP,60,27,30,3,0
Kleberg,PRECINCT 42,Commissioner of the General Land Office,,John Cook . .,DEM,156,63,60,33,0
Kleberg,PRECINCT 42,Commissioner of the General Land Office,,Justin Knight,LIB,3,3,0,0,0
Kleberg,PRECINCT 42,Commissioner of the General Land Office,,Valerie Alessi,GRN,2,1,1,0,0
Kleberg,PRECINCT 42,Commissioner of Agriculture,,Sid Miller,REP,45,21,21,3,0
Kleberg,PRECINCT 42,Commissioner of Agriculture,,Jim Hogan,DEM,168,70,65,33,0
Kleberg,PRECINCT 42,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,1,1,0,0,0
Kleberg,PRECINCT 42,Commissioner of Agriculture,,Kenneth Kendrick,GRN,3,1,2,0,0
Kleberg,PRECINCT 42,Railroad Commissioner,,Ryan Sitton,REP,44,19,22,3,0
Kleberg,PRECINCT 42,Railroad Commissioner,,Steve Brown,DEM,159,65,61,33,0
Kleberg,PRECINCT 42,Railroad Commissioner,,Mark A. Miller,LIB,2,1,1,0,0
Kleberg,PRECINCT 42,Railroad Commissioner,,Martina Salinas,GRN,13,9,4,0,0
Kleberg,PRECINCT 42,"Chief Justice, Supreme Court",,Nathan Hecht,REP,45,20,22,3,0
Kleberg,PRECINCT 42,"Chief Justice, Supreme Court",,William Moody,DEM,173,72,68,33,0
Kleberg,PRECINCT 42,"Chief Justice, Supreme Court",,Tom Oxford,LIB,1,1,0,0,0
Kleberg,PRECINCT 42,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,51,25,23,3,0
Kleberg,PRECINCT 42,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,163,66,64,33,0
Kleberg,PRECINCT 42,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,5,3,2,0,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,42,19,20,3,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,181,77,72,32,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,1,1,0,0,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,1,0,0,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,79,35,40,4,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,34,13,15,6,0
Kleberg,PRECINCT 42,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,10,6,4,0,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,46,20,23,3,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,167,71,65,31,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,8,5,3,0,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,68,30,34,4,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,25,9,10,6,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,34,17,16,1,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,68,27,37,4,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,40,17,17,6,0
Kleberg,PRECINCT 42,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,15,10,4,1,0
Kleberg,PRECINCT 42,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,182,82,69,31,0
Kleberg,PRECINCT 42,State Representative,43,J.M. Lozano,REP,98,42,52,4,0
Kleberg,PRECINCT 42,State Representative,43,Kim Gonzalez,DEM,134,58,43,33,0
Kleberg,PRECINCT 42,"13th Court of Appeals District, Place 6",,Doug Norman,REP,41,19,19,3,0
Kleberg,PRECINCT 42,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,183,77,73,33,0
Kleberg,PRECINCT 42,District Judge 105th Judicial District,,Jack William Pulcher,REP,40,15,22,3,0
Kleberg,PRECINCT 42,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,186,84,69,33,0
Kleberg,PRECINCT 42,County Judge,,Rudy Madrid,REP,86,29,47,10,0
Kleberg,PRECINCT 42,County Judge,,Juan M. Escobar,DEM,149,71,51,27,0
Kleberg,PRECINCT 42,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,74,31,35,8,0
Kleberg,PRECINCT 42,"Judge, County Court at Law",,Lupita Mendoza,DEM,159,68,62,29,0
Kleberg,PRECINCT 42,"County Attorney, Unexpired Term",,Kira Talip,DEM,187,84,71,32,0
Kleberg,PRECINCT 42,District Clerk,,Jennifer Whittington,REP,76,26,46,4,0
Kleberg,PRECINCT 42,District Clerk,,Tiffany Hernandez,DEM,155,73,49,33,0
Kleberg,PRECINCT 42,County Clerk,,Stephanie G. Garza,DEM,186,80,73,33,0
Kleberg,PRECINCT 42,County Treasurer,,Priscilla Alaniz Cantu,DEM,193,82,78,33,0
Kleberg,PRECINCT 42,"County Commissioner, Precinct No. 4",,Romeo L. Lomas,DEM,185,81,72,32,0
Kleberg,PRECINCT 42,"Justice of the Peace, Precinct No. 4",,"Esequiel ""Cheque"" De La Paz",DEM,185,83,70,32,0
Kleberg,PRECINCT 42,Constitutional Amendment Election,,FOR,,120,46,64,10,0
Kleberg,PRECINCT 42,Constitutional Amendment Election,,AGAINST,,26,15,9,2,0
Kleberg,PRECINCT 43,Ballots Cast,,,,482,162,275,45,0
Kleberg,PRECINCT 43,Straight Party,,Republican,REP,77,22,51,4,0
Kleberg,PRECINCT 43,Straight Party,,Democratic,DEM,114,35,67,12,0
Kleberg,PRECINCT 43,Straight Party,,Libertarian,LIB,2,0,2,0,0
Kleberg,PRECINCT 43,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 43,U.S. Senate,,John Cornyn,REP,187,55,120,12,0
Kleberg,PRECINCT 43,U.S. Senate,,David M. Alameel,DEM,230,84,119,27,0
Kleberg,PRECINCT 43,U.S. Senate,,Rebecca Paddock,LIB,11,3,8,0,0
Kleberg,PRECINCT 43,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,15,4,10,1,0
Kleberg,PRECINCT 43,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 43,U.S. House,34,Larry S. Smith,REP,168,48,108,12,0
Kleberg,PRECINCT 43,U.S. House,34,Filemon B. Vela,DEM,265,95,142,28,0
Kleberg,PRECINCT 43,U.S. House,34,Ryan Rowley,LIB,10,2,7,1,0
Kleberg,PRECINCT 43,Governor,,Greg Abbott,REP,190,58,121,11,0
Kleberg,PRECINCT 43,Governor,,Wendy R. Davis,DEM,258,92,137,29,0
Kleberg,PRECINCT 43,Governor,,Kathie Glass,LIB,10,4,6,0,0
Kleberg,PRECINCT 43,Governor,,Brandon Parmer,GRN,4,1,3,0,0
Kleberg,PRECINCT 43,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 43,Lieutenant Governor,,Dan Patrick,REP,167,51,103,13,0
Kleberg,PRECINCT 43,Lieutenant Governor,,Leticia Van de Putte,DEM,270,94,147,29,0
Kleberg,PRECINCT 43,Lieutenant Governor,,Robert D. Butler,LIB,9,2,7,0,0
Kleberg,PRECINCT 43,Lieutenant Governor,,Chandrakantha Courtney,GRN,5,1,4,0,0
Kleberg,PRECINCT 43,Attorney General,,Ken Paxton,REP,168,47,108,13,0
Kleberg,PRECINCT 43,Attorney General,,Sam Houston,DEM,255,94,135,26,0
Kleberg,PRECINCT 43,Attorney General,,Jamie Balagia,LIB,12,2,9,1,0
Kleberg,PRECINCT 43,Attorney General,,Jamar Osborne,GRN,6,2,4,0,0
Kleberg,PRECINCT 43,Comptroller of Public Accounts,,Glenn Hegar,REP,158,42,103,13,0
Kleberg,PRECINCT 43,Comptroller of Public Accounts,,Mike Collier,DEM,257,95,137,25,0
Kleberg,PRECINCT 43,Comptroller of Public Accounts,,Ben Sanders,LIB,15,4,11,0,0
Kleberg,PRECINCT 43,Comptroller of Public Accounts,,Deb Shafto,GRN,5,2,3,0,0
Kleberg,PRECINCT 43,Commissioner of the General Land Office,,George P. Bush,REP,203,58,132,13,0
Kleberg,PRECINCT 43,Commissioner of the General Land Office,,John Cook . .,DEM,231,85,119,27,0
Kleberg,PRECINCT 43,Commissioner of the General Land Office,,Justin Knight,LIB,8,2,6,0,0
Kleberg,PRECINCT 43,Commissioner of the General Land Office,,Valerie Alessi,GRN,10,4,5,1,0
Kleberg,PRECINCT 43,Commissioner of Agriculture,,Sid Miller,REP,157,45,100,12,0
Kleberg,PRECINCT 43,Commissioner of Agriculture,,Jim Hogan,DEM,265,97,141,27,0
Kleberg,PRECINCT 43,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,11,1,10,0,0
Kleberg,PRECINCT 43,Commissioner of Agriculture,,Kenneth Kendrick,GRN,6,1,4,1,0
Kleberg,PRECINCT 43,Railroad Commissioner,,Ryan Sitton,REP,158,46,100,12,0
Kleberg,PRECINCT 43,Railroad Commissioner,,Steve Brown,DEM,238,86,126,26,0
Kleberg,PRECINCT 43,Railroad Commissioner,,Mark A. Miller,LIB,11,1,10,0,0
Kleberg,PRECINCT 43,Railroad Commissioner,,Martina Salinas,GRN,32,10,20,2,0
Kleberg,PRECINCT 43,"Chief Justice, Supreme Court",,Nathan Hecht,REP,169,50,107,12,0
Kleberg,PRECINCT 43,"Chief Justice, Supreme Court",,William Moody,DEM,258,93,138,27,0
Kleberg,PRECINCT 43,"Chief Justice, Supreme Court",,Tom Oxford,LIB,10,1,8,1,0
Kleberg,PRECINCT 43,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,165,49,105,11,0
Kleberg,PRECINCT 43,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,254,92,135,27,0
Kleberg,PRECINCT 43,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,16,2,13,1,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,163,48,103,12,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,272,97,147,28,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,4,0,4,0,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,7,3,3,1,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,219,68,139,12,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,63,25,35,3,0
Kleberg,PRECINCT 43,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,37,17,14,6,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,174,55,107,12,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,243,90,129,24,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,17,2,14,1,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,211,74,126,11,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,48,14,30,4,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,62,21,35,6,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,221,74,135,12,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,63,20,41,2,0
Kleberg,PRECINCT 43,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,33,16,12,5,0
Kleberg,PRECINCT 43,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,321,114,178,29,0
Kleberg,PRECINCT 43,State Representative,43,J.M. Lozano,REP,254,82,152,20,0
Kleberg,PRECINCT 43,State Representative,43,Kim Gonzalez,DEM,214,76,117,21,0
Kleberg,PRECINCT 43,"13th Court of Appeals District, Place 6",,Doug Norman,REP,163,46,105,12,0
Kleberg,PRECINCT 43,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,281,103,149,29,0
Kleberg,PRECINCT 43,District Judge 105th Judicial District,,Jack William Pulcher,REP,169,50,107,12,0
Kleberg,PRECINCT 43,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,286,105,152,29,0
Kleberg,PRECINCT 43,County Judge,,Rudy Madrid,REP,256,76,162,18,0
Kleberg,PRECINCT 43,County Judge,,Juan M. Escobar,DEM,216,85,110,21,0
Kleberg,PRECINCT 43,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,202,66,115,21,0
Kleberg,PRECINCT 43,"Judge, County Court at Law",,Lupita Mendoza,DEM,259,91,149,19,0
Kleberg,PRECINCT 43,"County Attorney, Unexpired Term",,Kira Talip,DEM,325,117,181,27,0
Kleberg,PRECINCT 43,District Clerk,,Jennifer Whittington,REP,220,65,140,15,0
Kleberg,PRECINCT 43,District Clerk,,Tiffany Hernandez,DEM,245,88,131,26,0
Kleberg,PRECINCT 43,County Clerk,,Stephanie G. Garza,DEM,343,125,190,28,0
Kleberg,PRECINCT 43,County Treasurer,,Priscilla Alaniz Cantu,DEM,336,123,183,30,0
Kleberg,PRECINCT 43,"County Commissioner, Precinct No. 4",,Romeo L. Lomas,DEM,320,120,172,28,0
Kleberg,PRECINCT 43,"Justice of the Peace, Precinct No. 4",,"Esequiel ""Cheque"" De La Paz",DEM,324,119,180,25,0
Kleberg,PRECINCT 43,Constitutional Amendment Election,,FOR,,290,98,165,27,0
Kleberg,PRECINCT 43,Constitutional Amendment Election,,AGAINST,,65,17,43,5,0
Kleberg,PRECINCT 44,Ballots Cast,,,,131,56,62,12,1
Kleberg,PRECINCT 44,Straight Party,,Republican,REP,22,12,9,1,0
Kleberg,PRECINCT 44,Straight Party,,Democratic,DEM,38,10,22,6,0
Kleberg,PRECINCT 44,Straight Party,,Libertarian,LIB,0,0,0,0,0
Kleberg,PRECINCT 44,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 44,U.S. Senate,,John Cornyn,REP,47,21,22,4,0
Kleberg,PRECINCT 44,U.S. Senate,,David M. Alameel,DEM,69,29,31,8,1
Kleberg,PRECINCT 44,U.S. Senate,,Rebecca Paddock,LIB,5,3,2,0,0
Kleberg,PRECINCT 44,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,4,2,2,0,0
Kleberg,PRECINCT 44,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 44,U.S. House,34,Larry S. Smith,REP,48,21,23,4,0
Kleberg,PRECINCT 44,U.S. House,34,Filemon B. Vela,DEM,74,33,33,7,1
Kleberg,PRECINCT 44,U.S. House,34,Ryan Rowley,LIB,4,1,3,0,0
Kleberg,PRECINCT 44,Governor,,Greg Abbott,REP,50,21,25,4,0
Kleberg,PRECINCT 44,Governor,,Wendy R. Davis,DEM,76,31,36,8,1
Kleberg,PRECINCT 44,Governor,,Kathie Glass,LIB,2,2,0,0,0
Kleberg,PRECINCT 44,Governor,,Brandon Parmer,GRN,0,0,0,0,0
Kleberg,PRECINCT 44,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 44,Lieutenant Governor,,Dan Patrick,REP,49,22,23,4,0
Kleberg,PRECINCT 44,Lieutenant Governor,,Leticia Van de Putte,DEM,75,31,35,8,1
Kleberg,PRECINCT 44,Lieutenant Governor,,Robert D. Butler,LIB,3,2,1,0,0
Kleberg,PRECINCT 44,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0,0,0
Kleberg,PRECINCT 44,Attorney General,,Ken Paxton,REP,48,20,24,4,0
Kleberg,PRECINCT 44,Attorney General,,Sam Houston,DEM,73,31,33,8,1
Kleberg,PRECINCT 44,Attorney General,,Jamie Balagia,LIB,5,3,2,0,0
Kleberg,PRECINCT 44,Attorney General,,Jamar Osborne,GRN,1,1,0,0,0
Kleberg,PRECINCT 44,Comptroller of Public Accounts,,Glenn Hegar,REP,47,20,23,4,0
Kleberg,PRECINCT 44,Comptroller of Public Accounts,,Mike Collier,DEM,75,33,33,8,1
Kleberg,PRECINCT 44,Comptroller of Public Accounts,,Ben Sanders,LIB,3,1,2,0,0
Kleberg,PRECINCT 44,Comptroller of Public Accounts,,Deb Shafto,GRN,1,1,0,0,0
Kleberg,PRECINCT 44,Commissioner of the General Land Office,,George P. Bush,REP,55,24,27,4,0
Kleberg,PRECINCT 44,Commissioner of the General Land Office,,John Cook . .,DEM,66,27,30,8,1
Kleberg,PRECINCT 44,Commissioner of the General Land Office,,Justin Knight,LIB,2,2,0,0,0
Kleberg,PRECINCT 44,Commissioner of the General Land Office,,Valerie Alessi,GRN,4,2,2,0,0
Kleberg,PRECINCT 44,Commissioner of Agriculture,,Sid Miller,REP,50,24,22,4,0
Kleberg,PRECINCT 44,Commissioner of Agriculture,,Jim Hogan,DEM,70,28,34,7,1
Kleberg,PRECINCT 44,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,4,2,2,0,0
Kleberg,PRECINCT 44,Commissioner of Agriculture,,Kenneth Kendrick,GRN,3,1,1,1,0
Kleberg,PRECINCT 44,Railroad Commissioner,,Ryan Sitton,REP,45,20,21,4,0
Kleberg,PRECINCT 44,Railroad Commissioner,,Steve Brown,DEM,70,30,31,8,1
Kleberg,PRECINCT 44,Railroad Commissioner,,Mark A. Miller,LIB,2,1,1,0,0
Kleberg,PRECINCT 44,Railroad Commissioner,,Martina Salinas,GRN,9,4,5,0,0
Kleberg,PRECINCT 44,"Chief Justice, Supreme Court",,Nathan Hecht,REP,48,21,23,4,0
Kleberg,PRECINCT 44,"Chief Justice, Supreme Court",,William Moody,DEM,72,31,32,8,1
Kleberg,PRECINCT 44,"Chief Justice, Supreme Court",,Tom Oxford,LIB,4,3,1,0,0
Kleberg,PRECINCT 44,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,50,22,24,4,0
Kleberg,PRECINCT 44,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,71,30,32,8,1
Kleberg,PRECINCT 44,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,4,3,1,0,0
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,47,19,24,4,0
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,74,32,33,8,1
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,4,3,1,0,0
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,1,0,0,0
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,62,30,27,5,0
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,20,10,9,0,1
Kleberg,PRECINCT 44,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,10,3,5,2,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,52,22,26,4,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,70,32,29,8,1
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,4,1,3,0,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,59,28,26,5,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,13,8,4,0,1
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,20,7,11,2,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,64,31,28,5,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,16,10,6,0,0
Kleberg,PRECINCT 44,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,10,2,6,2,0
Kleberg,PRECINCT 44,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,86,38,38,10,0
Kleberg,PRECINCT 44,State Representative,43,J.M. Lozano,REP,63,28,30,5,0
Kleberg,PRECINCT 44,State Representative,43,Kim Gonzalez,DEM,65,26,31,7,1
Kleberg,PRECINCT 44,"13th Court of Appeals District, Place 6",,Doug Norman,REP,49,21,24,4,0
Kleberg,PRECINCT 44,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,77,33,35,8,1
Kleberg,PRECINCT 44,District Judge 105th Judicial District,,Jack William Pulcher,REP,47,21,22,4,0
Kleberg,PRECINCT 44,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,77,32,36,8,1
Kleberg,PRECINCT 44,County Judge,,Rudy Madrid,REP,63,29,29,5,0
Kleberg,PRECINCT 44,County Judge,,Juan M. Escobar,DEM,67,27,32,7,1
Kleberg,PRECINCT 44,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,59,29,25,4,1
Kleberg,PRECINCT 44,"Judge, County Court at Law",,Lupita Mendoza,DEM,72,27,37,8,0
Kleberg,PRECINCT 44,"County Attorney, Unexpired Term",,Kira Talip,DEM,89,37,42,10,0
Kleberg,PRECINCT 44,District Clerk,,Jennifer Whittington,REP,57,27,25,4,1
Kleberg,PRECINCT 44,District Clerk,,Tiffany Hernandez,DEM,71,29,35,7,0
